"'Table 4-Elaeagnus,","'elaeagnus:","'seed yield data","'","'","'","'",
"'","'","'","'Cleaned seeds/weight","'","'","'",
"'","'Seed wt/fruit","'Range","'","'Average","'","'",
"'Species","'wt ratio","'/kg","'/lb","'/kg","'/lb","'Samples",
"'E. angustifolia","'15-60","'7,650-15,400","'3,470-6,990","'11,380","'5,160","'15",
"'E. commutata","'-","'5,950-10,140","'2,700-4,600","'8,380","'3,800","'5",
"'E. umbellata","'5-10","'46,525-84,670","'21,100-38,400","'62,180","'28,200","'30",
,,,,,,

'Confidence Scores % (Table Cell)
""'95.60546875","'95.60546875","'95.60546875","'95.60546875","'95.60546875","'95.60546875","'95.60546875",
"'62.79296875","'68.40820313","'71.14257813","'71.14257813","'71.14257813","'71.14257813","'62.45117188",
"'62.79296875","'68.40820313","'90.82031250","'90.82031250","'88.67187500","'88.67187500","'62.45117188",
"'62.79296875","'68.40820313","'89.89257813","'92.28515625","'89.16015625","'83.93554688","'62.45117188",
"'86.47460938","'85.05859375","'86.52343750","'88.81835938","'85.83984375","'80.76171875","'88.23242188",
"'77.44140625","'76.17187500","'77.44140625","'79.54101563","'76.85546875","'72.31445313","'79.00390625",
"'90.96679688","'89.50195313","'91.01562500","'93.45703125","'90.33203125","'85.00976563","'92.87109375",
