"'Table 2-Ephedra,","'ephedra: seed","'weight and viability","'data","'","'","'",
"'","'","'Seed","'weight","'","'","'",
"'","'Range","'","'Mean","'","'% viability","'",
"'Species","'/g","'/oz","'/g","'/oz","'Range","'Mean",
"'E. nevadensis","'33-57","'935-1,615","'43","'1,220","'84-94","'89",
"'E. torreyana","'108-128","'3,060-3,630","'118","'3,345","'76-91","'83",
"'E. viridis","'28-62","'790-1,760","'47","'1,330","'46-100","'89",
,,,,,,

'Confidence Scores % (Table Cell)
""'94.38476563","'94.38476563","'94.38476563","'94.38476563","'94.38476563","'94.38476563","'94.38476563",
"'67.91992188","'85.98632813","'85.98632813","'85.98632813","'85.98632813","'69.67773438","'69.67773438",
"'67.91992188","'85.10742188","'85.10742188","'83.20312500","'83.20312500","'69.67773438","'69.67773438",
"'67.91992188","'79.05273438","'88.33007813","'83.78906250","'82.17773438","'88.28125000","'83.15429688",
"'89.79492188","'81.15234375","'90.67382813","'85.98632813","'84.32617188","'90.62500000","'85.35156250",
"'78.12500000","'70.60546875","'78.90625000","'74.85351563","'73.38867188","'78.85742188","'74.26757813",
"'91.30859375","'82.51953125","'92.18750000","'87.45117188","'85.79101563","'92.13867188","'86.81640625",
