"'Table 2-Tsuga,","'hemlock: seed yield","'data","'","'","'",
"'","'","'Seeds","'(x1,000)/weight","'","'",
"'","'","'Range","'","'Average","'",
"'Species","'Akg","'","'Akg","'","'Samples",
"'T. canadensis","'273-794","'124-360","'412","'187","'69",
"'T. caroliniana","'167-213","'76-97","'-","'-","'2+",
"'T. heterophylla","'417-1,120","'189-508","'573","'260","'106",
"'T. mertensiana","'132-459","'60-208","'251","'114","'6",
,,,,,

'Confidence Scores % (Table Cell)
"'93.11523438","'93.11523438","'93.11523438","'93.11523438","'93.11523438","'93.11523438",
"'68.50585938","'72.50976563","'72.50976563","'72.50976563","'72.50976563","'54.10156250",
"'68.50585938","'85.88867188","'85.88867188","'81.64062500","'81.64062500","'54.10156250",
"'68.50585938","'78.32031250","'88.13476563","'87.15820313","'82.17773438","'54.10156250",
"'92.04101563","'81.00585938","'91.11328125","'90.13671875","'85.00976563","'93.50585938",
"'84.61914063","'74.41406250","'83.74023438","'82.81250000","'78.12500000","'85.93750000",
"'87.10937500","'76.66015625","'86.23046875","'85.30273438","'80.41992188","'88.47656250",
"'90.96679688","'80.02929688","'90.03906250","'89.06250000","'83.98437500","'92.43164063",
