"'Table 5-Celtis, hackberry:","'germination","'test","'conditions and","'results","'","'","'",
"'","'Germinative","'test","'conditions *","'Germination","'rate","'","'",
"'","'Temp","'(C)","'","'Amount","'","'","'Germination %",
"'Species","'Day","'Night","'Days","'(%)","'Days","'Avg","'Samples",
"'C. laevigata","'30","'20","'60","'30-50","'25-30","'55","'6+",
"'C. laevigata var. reticulata","'30","'20","'60","'-","'-","'37","'7",
"'C. occidentalis","'30","'20","'60","'39","'37","'47","'7",
,,,,,,,

'Confidence Scores % (Table Cell)
""'94.43359375","'94.43359375","'94.43359375","'94.43359375","'94.43359375","'94.43359375","'94.43359375","'94.43359375",
"'59.71679688","'81.05468750","'81.05468750","'81.05468750","'81.54296875","'81.54296875","'59.47265625","'59.47265625",
"'59.71679688","'51.56250000","'51.56250000","'45.80078125","'46.67968750","'44.36035156","'59.47265625","'59.47265625",
"'59.71679688","'62.74414063","'72.99804688","'45.80078125","'46.67968750","'44.36035156","'68.99414063","'72.26562500",
"'87.69531250","'72.36328125","'84.17968750","'83.20312500","'86.81640625","'82.71484375","'79.58984375","'83.34960938",
"'76.41601563","'63.08593750","'73.38867188","'72.46093750","'75.63476563","'72.07031250","'69.33593750","'72.65625000",
"'91.40625000","'75.43945313","'87.74414063","'86.66992188","'90.47851563","'86.18164063","'82.91015625","'86.86523438",
