"'","'","'","'","'","'",
"'","'Moisture-holding","'Warm","'period","'Cold","'period",
"'Species","'medium","'Temp (C)","'Days","'Temp (C)","'Days",
"'E. alata","'Sand or peat","'","'0","'0-10","'90-100",
"'E. americana","'Perlite-peat mix","'","'0","'5","'139",
"'E. atropurpurea","'Sand","'20-30","'60","'5","'60",
"'","'Sand","'","'0","'2.8-5","'60-180",
"'E. bungeana","'Sand, peat, or filter paper","'","'0","'2.8-10","'61-120",
"'E. europaea","'Sand, peat, or filter paper","'20-25","'60-90","'32-50","'60-120",
"'","'","'","'","'2.8-5","'60-120",
"'E. hamiltoniana ssp. maackii","'Sand or filter paper","'","'0","'0-10","'60-90",
"'E. obovata","'Sand","'","'0","'2.8-5","'60-150",
"'E. verrucosa","'Sand or filter paper","'15-20","'60-90","'0-10","'120-150",
,,,,,

'Confidence Scores % (Table Cell)
""'84.76562500","'84.76562500","'84.76562500","'84.76562500","'84.76562500","'84.76562500",
"'69.92187500","'58.98437500","'94.18945313","'94.18945313","'93.65234375","'93.65234375",
"'69.92187500","'58.98437500","'90.91796875","'89.45312500","'93.01757813","'88.18359375",
"'92.18750000","'92.82226563","'92.43164063","'90.91796875","'94.58007813","'89.64843750",
"'86.91406250","'87.50000000","'87.15820313","'85.74218750","'89.16015625","'84.52148438",
"'85.93750000","'86.47460938","'86.13281250","'84.71679688","'88.13476563","'83.54492188",
"'83.10546875","'83.69140625","'83.34960938","'81.98242188","'85.25390625","'80.81054688",
"'88.76953125","'89.35546875","'88.96484375","'87.50000000","'91.01562500","'86.27929688",
"'80.37109375","'80.90820313","'80.56640625","'79.24804688","'82.42187500","'78.17382813",
"'65.13671875","'65.57617188","'65.28320313","'64.20898438","'66.79687500","'63.33007813",
"'89.84375000","'90.47851563","'90.08789063","'88.62304688","'92.18750000","'87.40234375",
"'86.86523438","'87.40234375","'87.06054688","'85.64453125","'89.06250000","'84.42382813",
"'64.50195313","'64.94140625","'64.69726563","'63.62304688","'66.16210938","'62.74414063",
