"'Table 6-Euonymus, euonymus:","'seed storage conditions","'","'",
"'","'Seed storage","'conditions","'",
"'Species","'Seed moisture","'Temp (C)","'Viable period (yrs)",
"'E. atropurpurea*","'Air-dry","'-1.1-3.3","'-",
"'E. europaea","'Dry","'-","'I-2",
"'","'Moist","'15-20 or 2.8","'7",
"'E. obovatas*","'Air-dry","'1.1-3.3","'-",
"'E. verrucosa","'Air-dry","'20","'2",
"'","'Moist","'15-20 or 2.8","'7",
,,,

'Confidence Scores % (Table Cell)
""'91.35742188","'91.35742188","'91.35742188","'91.35742188",
"'67.48046875","'77.78320313","'77.78320313","'62.50000000",
"'67.48046875","'90.72265625","'89.45312500","'62.50000000",
"'88.08593750","'86.66992188","'85.44921875","'90.52734375",
"'43.87207031","'76.26953125","'75.19531250","'79.68750000",
"'43.87207031","'75.83007813","'74.80468750","'79.24804688",
"'89.16015625","'87.69531250","'86.47460938","'91.65039063",
"'44.36035156","'74.12109375","'73.04687500","'77.44140625",
"'44.36035156","'87.30468750","'86.08398438","'91.21093750",
