"'","'","'","'","'","'",
"'","'","'","'Cleaned","'seeds/weight*","'",
"'","'","'","'Range","'Average","'",
"'Species","'Place collected","'/kg","'/lb","'/kg","'/lb",
"'A. californica","'El Dorado & Contra Costa Cos., California","'18-36","'8-16","'26","'127",
"'A. flava","'Kentucky & North Carolina","'60-66","'27-30","'62","'28",
"'A. glabra","'-","'106-148","'48-67","'128","'58",
"'var. arguta","'Carver Co., Minnesota","'71-104","'32-47","'88","'40",
"'A. hippocastanum","'W Europe","'51-75","'23-34","'64","'29",
"'A. parviflora","'SW Georgia, Alabama","'40-60","'18-27","'51","'23",
"'A. pavia","'Oktibbeha Co., Mississippi","'-","'-","'117","'53",
"'A. sylvatica","'Greene Co., Georgia, & Carver Co., Minnesota","'68-126","'31-57","'88","'40",
,,,,,

'Confidence Scores % (Table Cell)
""'42.26074219","'42.26074219","'38.81835938","'38.81835938","'38.81835938","'38.81835938",
"'68.70117188","'62.25585938","'89.64843750","'89.64843750","'89.64843750","'89.64843750",
"'68.70117188","'62.25585938","'90.08789063","'90.08789063","'90.72265625","'90.72265625",
"'68.70117188","'62.25585938","'90.33203125","'92.23632813","'91.06445313","'91.21093750",
"'92.96875000","'95.21484375","'92.72460938","'94.67773438","'93.45703125","'93.60351563",
"'88.23242188","'90.33203125","'87.93945313","'89.79492188","'88.67187500","'88.81835938",
"'43.01757813","'66.69921875","'64.94140625","'66.30859375","'65.47851563","'65.57617188",
"'43.01757813","'65.13671875","'63.42773438","'64.74609375","'63.91601563","'64.01367188",
"'88.47656250","'90.57617188","'88.18359375","'90.03906250","'88.91601563","'89.06250000",
"'88.33007813","'90.42968750","'88.03710938","'89.89257813","'88.76953125","'88.91601563",
"'84.81445313","'86.86523438","'84.57031250","'86.32812500","'85.25390625","'85.40039063",
"'92.48046875","'94.67773438","'92.18750000","'94.14062500","'92.96875000","'93.11523438",
