"'Table 2-Salix,","'willow: seed quantity in catkins","'","'","'",
"'Species","'Location","'Capsules in catkin with seeds","'Seeds/capsule","'Seeds/catkin",
"'S. alaxensis","'Alaskan Arctic Slope","'","'","'",
"'","'Site I","'45 (35-61)","'8 (7-8)","'333 (245-427)",
"'","'Site 2","'71 (61-80)","'9 (8-10)","'673 (488-800)",
"'","'Site 3","'119 (92-137)","'10 (8-11)","'1,174 (736-1,280)",
"'","'Site 4","'98 (82-109)","'7 (6-8)","'600 (492-763)",
"'S. amygdaloides","'Ontario, Canada","'-","'16 (14-18)","'-",
"'S. arctica","'Canadian high Arctic-Ellesmere Island","'","'","'",
"'","'Dry site (year I)","'24 (8-40)","'18 (10-25)","'432",
"'","'Dry site (year 2)","'65 (60-70)","'9 (8-10)","'595",
"'","'Wet site (year I)","'7 (2-12)","'12 (5-18)","'84",
"'S. bebbiana","'Yellowstone National Park","'37 (24-48)","'6 (5-7)","'218 (144-311)",
"'S. boothii","'Yellowstone National Park","'64 (43-79)","'6","'400 (286-427)",
"'S. discolor","'Ontario, Canada","'-","'10 (8-12)","'-",
"'S. exigua","'Ontario, Canada","'-","'25 (15-36)","'-",
"'S. geyeriana","'Yellowstone National Park","'18 (12-29)","'5 (4-6)","'81 (42-171)",
"'S. lucida","'Ontario, Canada","'-","'17 (12-20)","'-",
"'S. lutea","'Yellowstone National Park","'74 (69-78)","'II (11-12)","'841 (754-925)",
"'S. petiolaris","'Ontario, Canada","'-","'3 (2-5)","'",
"'S. repens","'Newborough, Warren, North Wales","'4 (3-4)","'22 (19-25)","'82 (50-110)",
,,,,

'Confidence Scores % (Table Cell)
"'87.59765625","'87.59765625","'87.59765625","'87.59765625","'87.59765625",
"'93.31054688","'96.33789063","'94.67773438","'94.97070313","'96.24023438",
"'62.59765625","'48.43750000","'48.43750000","'48.43750000","'48.43750000",
"'62.59765625","'86.13281250","'84.66796875","'84.96093750","'86.08398438",
"'62.59765625","'91.60156250","'90.03906250","'90.33203125","'91.50390625",
"'62.59765625","'89.89257813","'88.33007813","'88.62304688","'89.79492188",
"'62.59765625","'90.28320313","'88.76953125","'89.06250000","'90.23437500",
"'91.30859375","'94.28710938","'92.67578125","'92.96875000","'94.18945313",
"'66.55273438","'58.00781250","'57.03125000","'57.17773438","'57.95898438",
"'66.55273438","'80.51757813","'79.15039063","'79.39453125","'80.41992188",
"'66.55273438","'87.10937500","'85.64453125","'85.88867188","'87.01171875",
"'66.55273438","'81.54296875","'80.17578125","'80.41992188","'81.49414063",
"'89.25781250","'92.18750000","'90.62500000","'90.86914063","'92.08984375",
"'88.37890625","'91.25976563","'89.69726563","'89.99023438","'91.16210938",
"'88.13476563","'91.01562500","'89.45312500","'89.74609375","'90.91796875",
"'87.06054688","'89.89257813","'88.33007813","'88.62304688","'89.79492188",
"'89.25781250","'92.18750000","'90.62500000","'90.86914063","'92.08984375",
"'87.25585938","'90.08789063","'88.52539063","'88.81835938","'89.99023438",
"'88.37890625","'91.25976563","'89.69726563","'89.99023438","'91.16210938",
"'85.88867188","'88.67187500","'87.15820313","'87.45117188","'88.57421875",
"'91.94335938","'94.92187500","'93.31054688","'93.60351563","'94.82421875",
