"'Table 4-Carpinus,","'hornbeam:","'stratification treatments","'for breaking","'embryo dormancy","'",
"'","'Warm","'period","'Cold","'period","'",
"'Species","'Temp (C)","'Days","'Temp (C)","'Days","'Percentage germination",
"'C. betulus","'20","'28","'3-5","'90-112","'NS",
"'","'20","'14","'5","'210","'65",
"'","'20","'30","'4","'120","'65",
"'C. caroliniana","'20-30","'60","'5","'60","'10",
"'","'","'","'4.5","'126","'58",
"'C. orientalis","'20","'60","'5","'90-120","'NS",
,,,,,

'Confidence Scores % (Table Cell)
""'94.04296875","'94.04296875","'94.04296875","'94.04296875","'94.04296875","'94.04296875",
"'72.94921875","'80.17578125","'80.17578125","'85.49804688","'85.49804688","'57.47070313",
"'72.94921875","'78.36914063","'61.18164063","'73.63281250","'79.10156250","'57.47070313",
"'43.40820313","'71.63085938","'55.90820313","'67.28515625","'72.31445313","'83.69140625",
"'43.40820313","'68.31054688","'53.32031250","'64.20898438","'68.99414063","'79.88281250",
"'43.40820313","'71.38671875","'55.71289063","'67.08984375","'72.07031250","'83.44726563",
"'50.29296875","'67.57812500","'52.73437500","'63.52539063","'68.21289063","'79.00390625",
"'50.29296875","'60.25390625","'47.02148438","'56.64062500","'60.83984375","'70.45898438",
"'90.67382813","'80.12695313","'62.54882813","'75.29296875","'80.90820313","'93.65234375",
