"'Average weight of seeds","'per volume","'",
"'of cones","'402 g/hl","'5 oz/bu",
"'Cleaned seeds per weight","'","'",
"'Low","'113,625/kg","'51,530/lb",
"'High","'199,810/kg","'90,620/lb",
"'Average (29 samples)","'173,100/kg","'78,500/lb",
,,

'Confidence Scores % (Table Cell)
"'54.29687500","'54.29687500","'54.29687500",
"'58.00781250","'51.41601563","'58.00781250",
"'77.19726563","'77.19726563","'77.19726563",
"'87.01171875","'77.09960938","'86.96289063",
"'87.15820313","'77.19726563","'87.10937500",
"'90.18554688","'79.93164063","'90.18554688",
