"'Table 3-Aronia,","'chokeberry: cold","'stratification periods,","'germination","'test conditions","'and results","'",
"'","'Cold strati-","'","'Germination test","'conditions","'Germinative","'capacity",
"'","'ication","'Temp","'(C)","'","'Amount","'",
"'Species","'period (days)","'Day","'Night","'Days","'(%)","'Samples",
"'A. arbutifolia","'90","'20","'20","'30","'94","'4",
"'A. melanocarpa","'90-120","'30","'20","'30","'22","'4",
"'A. X prunifolia","'60","'20","'20","'30","'96","'2",
,,,,,,

'Confidence Scores % (Table Cell)
""'95.36132813","'95.36132813","'95.36132813","'95.36132813","'95.36132813","'95.36132813","'95.36132813",
"'70.31250000","'75.43945313","'93.89648438","'93.89648438","'93.89648438","'91.06445313","'91.06445313",
"'70.31250000","'75.43945313","'78.85742188","'78.85742188","'57.76367188","'53.41796875","'52.92968750",
"'70.31250000","'75.43945313","'73.87695313","'81.64062500","'57.76367188","'53.41796875","'52.92968750",
"'84.81445313","'84.42382813","'77.24609375","'85.35156250","'82.76367188","'85.49804688","'81.29882813",
"'75.24414063","'74.85351563","'68.50585938","'75.73242188","'73.38867188","'75.83007813","'72.11914063",
"'90.18554688","'89.74609375","'82.12890625","'90.72265625","'87.98828125","'90.86914063","'86.47460938",
