"'","'","'","'","'","'","'","'","'",
"'","'Recommended","'","'Germ.","'test conditions","'","'Avg","'","'",
"'","'stratification","'(days)","'Temp","'(C)","'","'germination","'","'Viability",
"'Species","'Warm*","'Cold","'Day","'Night","'Days","'(%)","'Samples","'(%)",
"'P. alleghaniensis","'0","'150","'10","'10","'60","'25","'7","'-",
"'P. americana","'0","'90-150","'10","'10","'60","'60","'21","'74",
"'P. angustifolia","'0","'60-120","'-","'-","'60","'55","'-","'90",
"'P. armeniaca","'","'","'","'","'","'","'","'",
"'endocarp removed","'0","'0","'-","'7","'7","'14","'90","'3",
"'endocarp intact","'14","'189","'3","'3","'+","'95","'","'4",
"'endocarp intact","'0","'80-90","'5","'5","'+","'95","'","'",
"'P. avium","'","'","'","'","'","'","'","'",
"'endocarp removed","'0","'90-125","'21","'21","'-","'91","'","'69",
"'endocarp intact","'0","'120-180","'21","'21","'-","'76","'10+","'",
"'endocarp intact","'14","'189","'3","'3","'+","'88","'-","'",
"'P. caroliana","'0","'30-60","'-","'","'","'","'-","'",
"'P. cerasifera","'-","'196","'al","'a7","'28","'65","'2","'",
"'P. cerasus","'0","'90-150","'-","'-","'","'-","'82","'-",
"'P. domestica","'14","'189","'3","'3","'+","'56","'15","'",
"'","'0","'120-150","'-","'-","'","'-","'85","'",
"'","'0","'90","'2","'2","'-","'-","'91","'",
"'P. domestica var. insititia","'0","'84-112","'18","'18","'-","'89","'7","'",
"'P. dulcis","'0","'65","'2","'2","'#","'-","'90","'",
"'P. emarginata","'0","'90-126","'24","'24","'60","'4","'3+","'",
"'P. ilicifolia","'","'","'","'","'","'","'","'",
"'fresh seed","'0","'0","'-","'","'","'-","'","'",
"'stored seed","'0","'90","'","'","'","'-","'24","'",
"'P. laurocerasus","'0","'60-90","'-","'","'","'-","'-","'",
"'P. mahaleb","'0","'80-100","'","'","'","'89","'5","'",
"'","'14","'189","'3","'3","'#","'55","'3","'",
"'P. maritima","'0","'90","'","'","'","'-","'39","'",
"'P. munsoniana","'0","'80-100","'-","'","'","'100","'10","'",
"'P. padus","'","'","'","'","'","'","'","'",
"'fresh seeds","'0","'100-120","'-","'-","'-","'85","'-","'",
"'stored seeds","'14","'210","'3","'3","'+","'50","'3","'",
"'P. pensylvanica","'60","'90","'25","'10","'60","'62","'2","'91",
"'P. persica","'","'","'","'","'","'","'","'",
"'endocarp intact","'0","'98-105","'5(§41)","'5(§41)","'I","'32","'8","'",
"'endocarp removed","'0","'70-105","'5(§41)","'5(§41)","'#","'82","'8","'92",
"'P. pumila var. besseyi","'0","'120","'-","'-","'-","'60","'72","'",
"'P. serotina","'0","'120","'26","'10","'40-60","'86","'32","'80",
"'","'14","'189","'3","'3","'#","'90","'3","'",
"'P. spinosa","'0","'170","'-","'-","'-","'-","'90","'",
"'P. subcordata","'0","'90","'-","'","'100","'I","'-","'",
"'P. tomentosa","'0","'60-90","'-","'-","'","'II","'-","'86",
"'P. virginiana","'0","'120-160","'25","'10","'40","'77","'3","'62",
,,,,,,,,

'Confidence Scores % (Table Cell)
"'53.90625000","'53.90625000","'53.90625000","'53.90625000","'53.90625000","'53.90625000","'53.90625000","'53.90625000","'53.90625000",
"'50.87890625","'68.16406250","'68.16406250","'83.49609375","'83.49609375","'83.49609375","'84.81445313","'44.45800781","'60.30273438",
"'50.87890625","'68.16406250","'68.16406250","'57.47070313","'57.47070313","'40.55175781","'40.16113281","'44.45800781","'60.30273438",
"'50.87890625","'72.85156250","'77.29492188","'76.07421875","'77.39257813","'40.55175781","'78.12500000","'44.45800781","'60.30273438",
"'94.14062500","'88.33007813","'93.70117188","'92.23632813","'93.84765625","'91.55273438","'94.72656250","'90.38085938","'91.55273438",
"'89.06250000","'83.59375000","'88.67187500","'87.30468750","'88.81835938","'86.66992188","'89.64843750","'85.54687500","'86.66992188",
"'93.75000000","'87.98828125","'93.31054688","'91.84570313","'93.45703125","'91.21093750","'94.38476563","'89.99023438","'91.21093750",
"'48.53515625","'48.53515625","'48.53515625","'48.53515625","'48.53515625","'48.53515625","'48.53515625","'48.53515625","'48.53515625",
"'91.65039063","'85.98632813","'91.21093750","'89.79492188","'91.35742188","'89.11132813","'92.23632813","'87.98828125","'89.11132813",
"'89.45312500","'83.93554688","'89.06250000","'87.64648438","'89.20898438","'87.01171875","'90.03906250","'85.88867188","'87.01171875",
"'92.28515625","'86.62109375","'91.89453125","'90.42968750","'91.99218750","'89.79492188","'92.91992188","'88.62304688","'89.79492188",
"'46.19140625","'46.19140625","'46.19140625","'46.19140625","'46.19140625","'46.19140625","'46.19140625","'46.19140625","'46.19140625",
"'92.18750000","'86.52343750","'91.79687500","'90.33203125","'91.89453125","'89.69726563","'92.82226563","'88.52539063","'89.69726563",
"'91.06445313","'85.44921875","'90.67382813","'89.20898438","'90.77148438","'88.57421875","'91.65039063","'87.45117188","'88.57421875",
"'92.18750000","'86.52343750","'91.79687500","'90.33203125","'91.89453125","'89.69726563","'92.82226563","'88.52539063","'89.69726563",
"'83.10546875","'77.97851563","'82.71484375","'81.39648438","'82.86132813","'80.81054688","'83.64257813","'79.78515625","'80.81054688",
