"'Table 2-Prunus,","'cherry, peach, and plum:","'phenology of flowering and","'fruiting","'",
"'Species","'Location","'Flowering","'Fruit ripening","'Seed dispersal",
"'P. alleghaniensis","'Scattered","'Late Apr-May","'Aug-Sept","'-",
"'P. americana","'-","'Mar-May","'June-Oct.","'June-Oct",
"'P. angustifolia","'","'Mar-Apr","'May-July","'May-July",
"'P. armeniaca","'California","'Feb-Mar","'May-June","'-",
"'","'USSR","'Mar-Apr","'July","'July-Aug*",
"'P. avium","'NE US","'Apr-May","'June-July","'-",
"'P. caroliniana","'SE US","'Mar-Apr","'Sept-Oct","'-",
"'P. cerasifera","'Geneva, New York","'May 12t","'July 15-Aug 10","'",
"'","'USSR","'Apr-May","'Aug","'",
"'P. cerasus","'-","'Apr-May","'June-July","'-",
"'","'Geneva, New York","'May 8-18+","'June-July","'-",
"'P. domestica","'Geneva, New York","'May 12-21+","'July 15-Oct I","'",
"'","'USSR","'May","'Aug","'",
"'P. d. var. insititia","'US & Canada","'Late Apr-May","'Aug-Sept","'",
"'","'Geneva, New York","'May 16-21+","'Aug 20-Oct I","'",
"'P. dulcis","'California","'Mid Feb-Mar","'Late Aug-Oct*","'",
"'P. emarginata","'-","'Apr-June","'July-Sept","'Aug-Sept*",
"'P. hortulana","'SE US","'Mar-May","'Aug-Oct","'",
"'P. ilicifolia","'-","'Mar-May","'Sept-Oct*","'Oct-Dec",
"'P. laurocerasus","'SE Europe & Asia Minor","'Apr-May","'July-Aug","'-",
"'P. mahaleb","'NE US & SE Canada","'Apr-May","'July","'",
"'P. maritima","'Maine to Delaware","'Apr-June","'Sept-Oct","'",
"'P. munsoniana","'","'Mar-May","'July-Sept*","'",
"'","'Geneva, New York","'May 20-24-","'July 15-Sept 10","'",
"'P. padus","'Philadelphia & vicinity","'End Apr-early May","'Late June-July","'-",
"'","'USSR","'May-early June","'June-Aug","'Aug*",
"'P. pensylvanica","'-","'Late Mar-early July","'July-Sept","'-",
"'","'Warren Co., Pennsylvania","'May I-15","'Late July-early","'-",
"'P. persica","'NE US","'Apr-May","'July-Sept","'-",
"'","'SE US","'Feb-Apr","'May-Aug","'-",
"'P. pumila","'-","'May-July","'July-Sept","'-",
"'P. pumila. var. besseyi","'Nebraska","'Apr-May","'July-Sept","'July-Sept",
"'P. serotina","'Central Mississippi","'Early Apr","'June-July","'July",
"'","'N Pennsylvania","'Late May-early June","'Late Aug-Sept","'Aug 20-Sept; rarely Nov",
"'","'-","'Late Apr-June 10","'June-Sept.","'July I-Sept",
"'P. spinosa","'USSR","'Apr-May","'Aug-Sept","'Sept",
"'P. subcordata","'-","'Mar-May","'Aug-Sept","'-",
"'P. tomentosa","'Cheyenne, Wyoming","'Early May","'Late July","'Early Aug",
"'","'Bismarck, N Dakota","'May 10-15","'July 10-15","'July 15-Sept I",
"'P. umbellata","'SE United States","'Mar-Apr","'Aug-Sept","'-",
"'P. virginiana","'E US","'Late Apr-early June","'July-Oct","'-",
"'","'Warren Co., Pennsylvania","'May 10-20","'Early Aug","'-",
"'","'California","'","'Aug-Sept*","'-",
,,,,

'Confidence Scores % (Table Cell)
"'90.38085938","'90.38085938","'90.38085938","'90.38085938","'90.38085938",
"'93.84765625","'94.14062500","'93.65234375","'94.04296875","'94.82421875",
"'94.43359375","'94.67773438","'94.23828125","'94.62890625","'95.41015625",
"'85.49804688","'85.79101563","'85.35156250","'85.69335938","'86.42578125",
"'90.72265625","'91.01562500","'90.52734375","'90.91796875","'91.69921875",
"'77.34375000","'64.64843750","'64.35546875","'64.59960938","'65.13671875",
"'77.34375000","'68.65234375","'68.31054688","'68.60351563","'69.18945313",
"'91.84570313","'92.13867188","'91.65039063","'92.04101563","'92.82226563",
"'91.06445313","'91.30859375","'90.86914063","'91.25976563","'91.99218750",
"'91.60156250","'77.05078125","'76.70898438","'77.00195313","'77.63671875",
"'91.60156250","'73.58398438","'73.24218750","'73.53515625","'74.16992188",
"'69.92187500","'86.08398438","'85.64453125","'86.03515625","'86.76757813",
"'69.92187500","'83.34960938","'82.91015625","'83.25195313","'83.98437500",
"'77.05078125","'82.17773438","'81.73828125","'82.08007813","'82.76367188",
"'77.05078125","'73.19335938","'72.80273438","'73.09570313","'73.73046875",
"'75.48828125","'88.72070313","'88.28125000","'88.62304688","'89.40429688",
"'75.48828125","'88.76953125","'88.33007813","'88.67187500","'89.45312500",
"'90.67382813","'90.96679688","'90.47851563","'90.86914063","'91.65039063",
"'91.30859375","'91.55273438","'91.11328125","'91.45507813","'92.23632813",
"'92.13867188","'92.43164063","'91.94335938","'92.33398438","'93.11523438",
