"'Table 2-Alnus,","'alder: phenology of flowering","'and fruiting*","'","'",
"'Species","'Location","'Flowering","'Fruit ripening","'Seed dispersal",
"'A. glutinosa","'E US","'Mar-May","'Sept","'Sept or Oct-early spring",
"'","'S US & England","'(can start Jan)","'Feb-April","'",
"'A. incana","'Europe","'Mar-May","'Sept-Nov","'Sept-Dec",
"'ssp. rugosa","'Canada, US","'Mar-May","'-","'",
"'ssp. tenuifolia","'Idaho, Montana, Oregon","'Mar-Apr","'Aug-Sept","'-",
"'A. nepalensis","'Hawaii","'-","'Oct-Feb","'Oct-Apr",
"'A. rhombifolia","'Oregon","'Mar","'Late Sept-early Oct","'",
"'A. rubra","'Washington, Oregon","'Late winter-","'Aug-Oct","'Sept-Dec",
"'","'","'early spring","'","'",
"'A. serrulata","'-","'Feb-May","'Late Sept-early Oct","'-",
"'A. viridis ssp. crispa","'E US, Alaska","'Spring","'Late Aug-mid-Oct","'Soon after ripening",
"'","'","'Apr-June","'Mid Sept-early Oct","'Sept-early spring",
"'ssp. sinuata","'Alaska, W Canada, & NW US","'Apr-June","'Sept-Dec","'",
,,,,

'Confidence Scores % (Table Cell)
""'91.25976563","'91.25976563","'91.25976563","'91.25976563","'91.25976563",
"'91.35742188","'94.33593750","'91.16210938","'94.48242188","'94.82421875",
"'41.01562500","'74.65820313","'72.11914063","'74.75585938","'75.04882813",
"'41.01562500","'64.06250000","'61.91406250","'64.16015625","'64.45312500",
"'83.78906250","'86.52343750","'83.59375000","'86.62109375","'86.96289063",
"'79.63867188","'82.17773438","'79.39453125","'82.32421875","'82.66601563",
"'82.37304688","'85.00976563","'82.17773438","'85.15625000","'85.49804688",
"'88.33007813","'91.21093750","'88.13476563","'91.30859375","'91.69921875",
"'83.05664063","'85.74218750","'82.86132813","'85.88867188","'86.23046875",
"'44.72656250","'46.16699219","'44.60449219","'46.24023438","'46.41113281",
"'43.53027344","'44.92187500","'43.40820313","'44.99511719","'45.19042969",
"'87.01171875","'89.79492188","'86.76757813","'89.94140625","'90.33203125",
"'42.79785156","'44.16503906","'42.67578125","'44.23828125","'44.40917969",
"'53.12500000","'54.83398438","'52.97851563","'54.93164063","'55.12695313",
"'76.51367188","'78.95507813","'76.31835938","'79.10156250","'79.39453125",
