"'Table 4-Corylus,","'hazel:","'germination","'test conditions","'and","'results","'","'","'","'",
"'","'Germination","'test","'conditions","'","'","'Germinative energy","'Germinative","'capacity","'",
"'","'","'Temp","'(°)","'","'Amt","'","'Average","'","'Purity",
"'Species","'Medium","'Day","'Night","'Days","'(%)","'Days","'(%)","'Samples","'(%)",
"'C. americana","'Sand","'30","'20","'60","'10","'30","'13","'2","'96",
"'C. avellana","'Sand or germinator","'30","'20","'60","'-","'-","'69","'13","'95",
"'C. cornuta","'Sand","'30","'20","'60","'I","'26","'I","'I","'99",
"'var. californica","'Sand","'30","'20","'90","'-","'-","'20","'I","'62",
,,,,,,,,,

'Confidence Scores % (Table Cell)
""'94.87304688","'94.87304688","'94.87304688","'94.87304688","'94.87304688","'94.87304688","'94.87304688","'94.87304688","'94.87304688","'94.87304688",
"'66.11328125","'96.04492188","'96.04492188","'96.04492188","'96.04492188","'95.21484375","'95.21484375","'94.53125000","'94.53125000","'94.53125000",
"'66.11328125","'45.89843750","'45.89843750","'45.89843750","'51.85546875","'59.27734375","'63.08593750","'61.96289063","'59.17968750","'60.30273438",
"'66.11328125","'65.18554688","'64.35546875","'68.79882813","'51.85546875","'59.27734375","'63.08593750","'61.96289063","'59.17968750","'60.30273438",
"'79.39453125","'74.51171875","'73.58398438","'78.66210938","'75.87890625","'78.90625000","'76.26953125","'78.61328125","'77.88085938","'76.95312500",
"'89.20898438","'83.69140625","'82.66601563","'88.37890625","'85.25390625","'88.67187500","'85.69335938","'88.28125000","'87.45117188","'86.42578125",
"'68.21289063","'64.01367188","'63.23242188","'67.62695313","'65.23437500","'67.82226563","'65.57617188","'67.52929688","'66.89453125","'66.11328125",
"'80.85937500","'75.87890625","'74.95117188","'80.12695313","'77.29492188","'80.37109375","'77.68554688","'80.02929688","'79.29687500","'78.32031250",
