"'Table 2-Clematis,","'clematis: phenology of flowering","'and fruiting","'",
"'Species","'Location","'Flowering","'Fruit ripening",
"'C. columbiana","'-","'May-June","'July-Aug",
"'C. drummondii","'SW US","'Mar-Sept","'Aug-Oct",
"'C. flammula","'-","'Aug-Oct","'Aug-Oct",
"'C. ligusticifolia","'California","'Mar-Apr","'May-Aug",
"'","'Texas","'Mar-Sept","'Aug-Nov",
"'","'Colorado & Utah","'May-Aug","'Oct-Dec",
"'C. pauciflora","'California","'Mar-Apr","'May-July",
"'C. virginiana","'-","'July-Sept","'July-Sept",
"'","'Minnesota","'June-July","'Aug-Sept",
"'C. vitalba","'NE US","'July-Sept","'July-Sept",
"'","'France","'June-July","'Sept-Oct",
"'C. viticella","'NE US","'June-Aug","'June-Aug",
"'","'","'","'",
,,,

'Confidence Scores % (Table Cell)
""'90.62500000","'90.62500000","'90.62500000","'90.62500000",
"'91.45507813","'93.75000000","'92.62695313","'94.87304688",
"'88.96484375","'91.16210938","'90.03906250","'92.28515625",
"'83.64257813","'85.74218750","'84.66796875","'86.76757813",
"'87.06054688","'89.25781250","'88.13476563","'90.33203125",
"'43.87207031","'80.41992188","'79.44335938","'81.39648438",
"'43.87207031","'81.78710938","'80.76171875","'82.76367188",
"'43.87207031","'80.27343750","'79.29687500","'81.25000000",
"'87.69531250","'89.89257813","'88.81835938","'91.01562500",
"'45.80078125","'83.15429688","'82.12890625","'84.13085938",
"'45.80078125","'72.65625000","'71.77734375","'73.53515625",
"'46.28906250","'85.64453125","'84.57031250","'86.66992188",
"'46.28906250","'75.83007813","'74.90234375","'76.75781250",
"'89.50195313","'91.74804688","'90.62500000","'92.87109375",
"'51.95312500","'53.22265625","'52.58789063","'53.90625000",
