"'Table 6-Cornus,","'dogwood:","'germination test","'conditions and","'results","'","'","'",
"'","'Germination conditions*","'test","'","'Germination rate","'","'Germination","'%",
"'Species","'Daily light (hrs)","'Days","'Amt (%)","'Days","'Average (%)","'Samples","'Purity (%)",
"'C. alba","'-","'-","'-","'-","'-","'-","'-",
"'C. alternifolia","'8","'60","'8","'50","'10","'2","'63",
"'C. amomum","'8-24","'14-28","'86+","'II","'70","'6","'91",
"'C. canadensis","'-","'60-90","'6","'26","'16","'5","'90",
"'C. drummondii","'8","'50","'14","'34","'25","'3","'89",
"'C. florida","'8","'60","'14-45","'15-20","'35","'7","'97",
"'C. kousa","'-","'30","'","'","'85","'2","'-",
"'C. macrophylla","'-","'-","'-","'-","'-","'-","'-",
"'C. mas","'-","'-","'-","'-","'57","'6","'95",
"'C. nuttallii","'8-24","'47","'57","'16","'81","'2","'100",
"'C. racemosa","'8","'60","'22-30","'14","'20","'8","'83",
"'C. rugosa","'8","'60+","'8","'15","'46","'4","'95",
"'C. sericea","'-","'60-90","'35","'13-18","'57","'18","'99",
,,,,,,,

'Confidence Scores % (Table Cell)
""'88.72070313","'88.72070313","'88.72070313","'88.72070313","'88.72070313","'88.72070313","'88.72070313","'88.72070313",
"'60.69335938","'92.77343750","'92.77343750","'96.19140625","'96.19140625","'95.11718750","'95.11718750","'95.11718750",
"'60.69335938","'88.23242188","'90.77148438","'94.14062500","'89.74609375","'93.55468750","'91.40625000","'91.50390625",
"'92.67578125","'87.35351563","'89.84375000","'93.16406250","'88.86718750","'92.62695313","'90.52734375","'90.62500000",
"'84.96093750","'80.07812500","'82.37304688","'85.40039063","'81.44531250","'84.91210938","'82.95898438","'83.05664063",
"'89.01367188","'83.88671875","'86.27929688","'89.50195313","'85.35156250","'88.96484375","'86.91406250","'87.01171875",
"'87.35351563","'82.37304688","'84.71679688","'87.84179688","'83.78906250","'87.30468750","'85.30273438","'85.40039063",
"'88.52539063","'83.44726563","'85.83984375","'89.01367188","'84.91210938","'88.47656250","'86.47460938","'86.57226563",
"'88.52539063","'83.44726563","'85.83984375","'89.01367188","'84.91210938","'88.47656250","'86.47460938","'86.57226563",
"'85.69335938","'80.81054688","'83.10546875","'86.18164063","'82.17773438","'85.64453125","'83.69140625","'83.78906250",
"'85.35156250","'80.46875000","'82.76367188","'85.83984375","'81.88476563","'85.35156250","'83.39843750","'83.44726563",
"'80.61523438","'76.02539063","'78.17382813","'81.05468750","'77.29492188","'80.56640625","'78.75976563","'78.80859375",
"'86.76757813","'81.83593750","'84.13085938","'87.25585938","'83.20312500","'86.71875000","'84.76562500","'84.86328125",
"'87.64648438","'82.61718750","'84.96093750","'88.13476563","'84.03320313","'87.59765625","'85.59570313","'85.69335938",
"'85.40039063","'80.51757813","'82.81250000","'85.88867188","'81.93359375","'85.40039063","'83.44726563","'83.49609375",
"'91.40625000","'86.18164063","'88.62304688","'91.89453125","'87.64648438","'91.35742188","'89.25781250","'89.35546875",
