"'","'","'","'","'","'","'","'","'","'",
"'","'","'","'","'","'","'","'Cleaned","'seeds/weight","'",
"'","'Place","'Fruits/vol","'","'Seed","'wt/fruit vol","'Range","'","'","'Average",
"'Species","'collected","'/hl","'/bu","'kg/hl","'lb/bu","'/kg","'/lb","'/kg","'/lb",
"'C. alba","'","'","'","'","'","'75-249","'34-113","'200","'90",
"'","'Mississippi","'5,040","'1,776","'57","'44","'71-106","'32-48","'79","'36",
"'C. aquatica","'Mississippi","'","'","'","'","'305-419","'138-140","'360","'164",
"'C. cordiformis","'-","'","'","'51","'40","'275-408","'125-185","'344","'156",
"'C. glabra","'-","'-","'","'51","'40","'386-496","'175-225","'441","'200",
"'","'Mississippi","'10,100","'3,552","'","'","'","'-","'143","'65",
"'C. illinoensis","'-","'","'","'","'","'121-353","'55-160","'220","'100",
"'","'Mississippi","'20,800","'7,330","'","'","'333-384","'151-174","'357","'162",
"'","'Texas","'-","'","'","'","'","'","'311","'141",
"'C. laciniosa","'","'-","'","'","'","'55-77","'25-35","'66","'30",
"'C. myristiciformis","'Mississippi & Arkansas","'14,500","'5,110","'","'","'207-375","'94-170","'273","'124",
"'C. ovata","'","'17,600","'6,200","'38-49","'30-38","'176-331","'80-150","'220","'100",
"'","'Wisconsin","'-","'","'","'","'","'","'291","'32",
"'","'Mississippi","'12,100","'4,264","'","'","'","'","'207","'94",
,,,,,,,,,

'Confidence Scores % (Table Cell)
""'54.88281250","'54.88281250","'54.88281250","'54.88281250","'54.88281250","'54.88281250","'54.88281250","'54.88281250","'54.88281250","'54.88281250",
"'83.39843750","'76.95312500","'88.47656250","'88.47656250","'86.57226563","'86.57226563","'92.18750000","'92.18750000","'92.18750000","'92.18750000",
"'83.39843750","'76.95312500","'88.47656250","'88.47656250","'86.57226563","'86.57226563","'92.28515625","'92.28515625","'91.16210938","'91.16210938",
"'83.39843750","'76.95312500","'92.96875000","'93.70117188","'93.60351563","'92.57812500","'94.67773438","'94.14062500","'92.28515625","'90.62500000",
"'72.26562500","'88.86718750","'91.79687500","'92.48046875","'92.38281250","'91.35742188","'93.40820313","'92.91992188","'91.06445313","'89.45312500",
"'72.26562500","'80.02929688","'82.66601563","'83.30078125","'83.20312500","'82.27539063","'84.13085938","'83.69140625","'82.03125000","'80.56640625",
"'84.81445313","'82.32421875","'85.00976563","'85.64453125","'85.54687500","'84.61914063","'86.52343750","'86.03515625","'84.37500000","'82.81250000",
"'92.28515625","'89.55078125","'92.48046875","'93.16406250","'93.11523438","'92.04101563","'94.14062500","'93.60351563","'91.74804688","'90.13671875",
"'53.80859375","'76.36718750","'78.85742188","'79.49218750","'79.39453125","'78.51562500","'80.27343750","'79.83398438","'78.27148438","'76.85546875",
"'53.80859375","'82.95898438","'85.64453125","'86.32812500","'86.23046875","'85.25390625","'87.20703125","'86.71875000","'85.00976563","'83.44726563",
"'53.71093750","'83.15429688","'85.88867188","'86.52343750","'86.47460938","'85.49804688","'87.40234375","'86.96289063","'85.25390625","'83.69140625",
"'53.71093750","'83.10546875","'85.83984375","'86.52343750","'86.42578125","'85.44921875","'87.35351563","'86.91406250","'85.20507813","'83.64257813",
"'53.71093750","'75.97656250","'78.46679688","'79.05273438","'79.00390625","'78.07617188","'79.88281250","'79.44335938","'77.88085938","'76.46484375",
"'84.66796875","'82.17773438","'84.86328125","'85.49804688","'85.40039063","'84.47265625","'86.37695313","'85.88867188","'84.22851563","'82.71484375",
"'43.75000000","'42.45605469","'43.82324219","'44.16503906","'44.11621094","'43.62792969","'44.60449219","'44.36035156","'43.50585938","'42.72460938",
"'58.59375000","'75.92773438","'78.41796875","'79.00390625","'78.95507813","'78.07617188","'79.83398438","'79.39453125","'77.83203125","'76.41601563",
"'58.59375000","'78.32031250","'80.90820313","'81.49414063","'81.44531250","'80.51757813","'82.32421875","'81.88476563","'80.27343750","'78.80859375",
"'58.59375000","'62.01171875","'64.01367188","'64.50195313","'64.45312500","'63.72070313","'65.18554688","'64.79492188","'63.52539063","'62.40234375",
