"'Table 2-Penstemon,","'penstemon,","'beardtongue:","'seed data","'","'","'",
"'","'","'","'Seeds/weight","'","'","'",
"'","'Mean","'","'","'Range","'Mean %","'",
"'Species","'/g","'/oz","'/g","'/oz","'viability","'Samples",
"'P. ambiguus","'1,000","'28,000","'820-1,270","'23,000-36,000","'90","'6",
"'P. fruticosus","'3,500","'98,000","'3,230-3,850","'90,000-108,000","'68","'4",
"'P. leonardii","'1,250","'35,000","'900-2,220","'25,000-62,000","'84","'8",
"'P. linarioides","'810","'23,000","'720-900","'20,000-25,000","'84","'4",
"'P. petiolatus","'2,700","'77,000","'2,640-2,800","'74,000-78,000","'98","'2",
"'P. platyphyllus","'1,460","'42,000","'1,390-1,590","'39,000-45,000","'95","'3",
"'P. rostriflorus","'2,260","'64,000","'1,560-2,940","'44,000-82,000","'87","'14",
"'P. sepalulus","'1,700","'48,000","'1,350-2,000,","'38,000-56,000","'85","'6",
,,,,,,

'Confidence Scores % (Table Cell)
"'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500",
"'84.76562500","'82.27539063","'82.27539063","'82.27539063","'82.27539063","'62.59765625","'57.76367188",
"'84.76562500","'86.62109375","'86.62109375","'84.03320313","'84.03320313","'62.59765625","'57.76367188",
"'84.76562500","'78.36914063","'84.27734375","'84.71679688","'83.44726563","'62.59765625","'57.76367188",
"'91.79687500","'84.17968750","'90.52734375","'90.96679688","'89.64843750","'92.43164063","'90.67382813",
"'86.37695313","'79.19921875","'85.20507813","'85.64453125","'84.37500000","'87.01171875","'85.35156250",
"'88.08593750","'80.76171875","'86.86523438","'87.30468750","'86.03515625","'88.72070313","'87.01171875",
"'88.33007813","'80.95703125","'87.10937500","'87.54882813","'86.23046875","'88.96484375","'87.25585938",
"'87.59765625","'80.32226563","'86.42578125","'86.86523438","'85.54687500","'88.23242188","'86.52343750",
"'87.89062500","'80.61523438","'86.66992188","'87.10937500","'85.83984375","'88.52539063","'86.81640625",
"'84.86328125","'77.78320313","'83.69140625","'84.13085938","'82.86132813","'85.44921875","'83.83789063",
"'50.53710938","'46.33789063","'49.85351563","'50.09765625","'49.36523438","'50.92773438","'49.92675781",
