"'Table I I-Rhamnus, buckthorn: nomenclature","'and occurrence","'",
"'Scientific names & synonym(s)","'Common name(s)","'Occurrence",
"'R. alnifolia L'Hér.","'alder buckthorn","'Transcontinental in S Canada, Maine to Virginia, Tennessee, W to Utah, California",
"'R. arguta Maxim.","'","'Introduced in Indiana",
"'R. cathartica L.","'European buckthorn, waythorn, common buckthorn","'Europe & Asia; naturalized from Nova Scotia, Maine, S to Virginia, W to Montana, Wyoming, Utah, & California",
"'R. crocea Nutt. R. pilosa (Trel.) Abrams","'spiny redberry, redberry buckthorn","'California to Baja California Sur, Arizona, & New Mexico",
"'R. davurica Pallas","'Dahurian buckthorn","'Siberia to N China; introduced in Rhode Island, Pennsylvania, North Carolina, E to North Dakota, Nebraska",
"'R. davurica Pallas ssp. nipponica (Makino) Kartesz & Gandhi","'Dahurian buckthorn","'Introduced in Rhode Island",
"'R. ilicifolia Kellogg R. crocea Nutt. ssp. ilicifolia (Kellogg) C.B.Wolf R. crocea Nutt. var. ilicifolia (Kellogg) Greene","'hollyleaf redberry","'Oregon, California, Nevada, & Arizona",
"'R. japonica Maxim.","'Japanese buckthorn","'Japan: introduced in Illinois",
"'R lanceolate Pursh ssp. glabrata (Gleason) Kartesz & Gandhi R. lanceolata Pursh var. glabrata Gleason","'lanceleaf buckthorn","'Virginia, Ohio, Tennessee, Alabama, W to South Dakota, Arkansas, Texas",
"'R. lanceolate Pursh ssp. lanceolata","'lanceleaf buckthorn","'Pennsylvania, Virginiana, W to Wisconsin, Indiana, Missouri, Tennessee, Alabama",
"'R. pirifolia Greene R. crocea Nutt. var. pirifolia (Greene) Little R. crocea Nutt. ssp. pirifolia (Greene) C.B. Wolf","'island redberry","'S California to Mexico",
"'R. serrata Humb. & Bonpl. ex J.A. Schultes R. fasciculata Greene R. smithii Greene ssp. fasciculata (Greene) C.B. Wolf","'sawleaf buckthorn","'Arizona, New Mexico, Texas",
"'R smithii Greene R. smithii Greene ssp. typica C.B. Wolf","'Smith buckthorn","'Colorado & New Mexico",
"'R. utilis Dcne.","'Chinese buckthorn","'E China; introduced in Michigan & Illinois",
"'","'","'",
,,

'Confidence Scores % (Table Cell)
"'85.79101563","'85.79101563","'85.79101563",
"'92.23632813","'90.77148438","'93.94531250",
"'90.96679688","'89.55078125","'92.62695313",
"'65.38085938","'64.35546875","'66.60156250",
"'92.67578125","'91.21093750","'94.38476563",
"'86.32812500","'84.96093750","'87.89062500",
"'93.70117188","'92.23632813","'95.41015625",
"'76.26953125","'75.04882813","'77.63671875",
"'94.28710938","'92.77343750","'95.99609375",
"'81.83593750","'80.56640625","'83.34960938",
"'94.38476563","'92.87109375","'96.09375000",
"'88.18359375","'86.81640625","'89.79492188",
"'89.74609375","'88.33007813","'91.40625000",
"'71.43554688","'70.31250000","'72.70507813",
"'81.98242188","'80.71289063","'83.49609375",
"'80.37109375","'79.10156250","'81.83593750",
"'55.71289063","'55.71289063","'55.71289063",
