"'Table I-Penstemon,","'penstemon, beardtongue: habitat","'and geographic distribution","'",
"'Scientific name(s)","'Common name(s)","'Habitat*","'Geographic distribution",
"'P. ambiguus Torr.","'moth penstemon, bush penstemon, gilia beardtongue","'Sandy soil; desert shrubland, pinyon-junipen","'S Nevada to S Utah, Kansas, & Oklahoma",
"'P. fruticosus (Pursh) Greene","'shrubby penstemon, bush penstemon","'Shallow soils; spruce-fir, lodgepole pine","'N Rocky Mtns from British Columbia to Idaho",
"'P. leonardii Rydb.","'Leonard penstemon, Leonard's beardtongue","'Sagebrush-grassland to aspen-conifen","'SE Idaho to S Utah",
"'P. linarioides Gray","'toadflax penstemon","'Sagebrush-grassland to ponderosa pine","'Utah & Colorado to Arizona & New Mexico",
"'P. petiolatus Brandeg.","'crevice penstemon, petiole beardtongue","'Limestone crevices; warm desert shrubland","'E Mojave Desert",
"'P. platyphyllus Rydb.","'sidehill penstemon, broadleaf beardtongue","'Mountain brush; aspen- conifen","'Wasatch Mtns, N Utah",
"'P. rostriflorus Kellogg P. bridgesii Gray","'Bridges penstemon","'Warm desert shrubland to alpine","'Widespread in W US",
"'P. sepalulus A. Nels.","'littlecup penstemon, littlecup beardtongue","'Sagebrush-grasssland to aspen-conifer","'Wasatch Mtns, N Utah",
"'","'","'","'",
,,,

'Confidence Scores % (Table Cell)
"'89.55078125","'89.55078125","'89.55078125","'89.55078125",
"'89.59960938","'89.16015625","'90.62500000","'91.25976563",
"'92.91992188","'92.48046875","'93.99414063","'94.62890625",
"'75.78125000","'75.43945313","'76.70898438","'77.24609375",
"'75.92773438","'75.58593750","'76.85546875","'77.39257813",
"'85.05859375","'84.66796875","'86.03515625","'86.66992188",
"'85.74218750","'85.35156250","'86.76757813","'87.35351563",
"'88.18359375","'87.79296875","'89.20898438","'89.84375000",
"'84.76562500","'84.37500000","'85.79101563","'86.37695313",
"'83.30078125","'47.14355469","'47.92480469","'85.44921875",
"'83.30078125","'41.50390625","'42.16308594","'85.44921875",
