"'A. X shastensis","'SW Oregon (1,850-2,000)","'Mid-late June","'Late Sept","'Late Sept-mid-Oct","'30-55","'30-40","'2-3",
"'","'N. California coast ranges (2,000)","'-","'Late Sept","'Early-mid-Oct","'","'","'",
"'","'Shasta Co., California (1,700-2,000)","'-","'-","'Mid-Oct","'","'","'",
"'A. sibirica","'W Siberia","'-","'-","'","'","'","'2-8",
"'A. veitchii","'Japan","'June","'Sept-early Oct","'Sept-Oct","'20-25","'30","'5-6",
"'","'","'","'","'","'","'","'",
,,,,,,,

'Confidence Scores % (Table Cell)
""'53.22265625","'53.22265625","'53.22265625","'53.22265625","'53.22265625","'53.22265625","'53.22265625","'53.22265625",
"'91.25976563","'95.60546875","'94.09179688","'95.06835938","'96.19140625","'92.77343750","'91.21093750","'93.01757813",
"'90.13671875","'94.48242188","'92.96875000","'93.94531250","'95.01953125","'91.65039063","'90.08789063","'91.89453125",
"'68.99414063","'86.32812500","'84.96093750","'85.83984375","'86.86523438","'83.78906250","'82.32421875","'83.98437500",
"'68.99414063","'88.76953125","'87.35351563","'88.28125000","'89.30664063","'86.13281250","'84.66796875","'86.37695313",
"'68.99414063","'84.81445313","'83.44726563","'84.32617188","'85.30273438","'82.27539063","'80.90820313","'82.51953125",
"'66.25976563","'90.52734375","'89.06250000","'90.03906250","'91.06445313","'87.84179688","'86.32812500","'88.08593750",
"'66.25976563","'87.10937500","'85.69335938","'86.62109375","'87.59765625","'84.52148438","'83.05664063","'84.71679688",
"'89.55078125","'93.84765625","'92.33398438","'93.31054688","'94.43359375","'91.06445313","'89.50195313","'91.30859375",
"'85.59570313","'89.69726563","'88.28125000","'89.20898438","'90.23437500","'87.06054688","'85.54687500","'87.25585938",
"'37.30468750","'91.50390625","'90.03906250","'91.01562500","'92.04101563","'88.81835938","'87.30468750","'89.01367188",
"'37.30468750","'90.96679688","'89.55078125","'90.47851563","'91.55273438","'88.28125000","'86.81640625","'88.52539063",
"'89.06250000","'93.31054688","'91.84570313","'92.82226563","'93.89648438","'90.57617188","'89.01367188","'90.77148438",
"'87.50000000","'91.65039063","'90.18554688","'91.16210938","'92.18750000","'88.96484375","'87.45117188","'89.16015625",
"'56.10351563","'93.40820313","'91.89453125","'92.91992188","'93.99414063","'90.67382813","'89.11132813","'90.86914063",
"'56.10351563","'87.30468750","'85.88867188","'86.81640625","'87.79296875","'84.71679688","'83.25195313","'84.91210938",
"'56.10351563","'83.20312500","'81.83593750","'82.71484375","'83.69140625","'80.71289063","'79.34570313","'80.95703125",
"'56.10351563","'90.38085938","'88.91601563","'89.89257813","'90.91796875","'87.69531250","'86.18164063","'87.93945313",
"'88.33007813","'92.57812500","'91.06445313","'92.04101563","'93.11523438","'89.84375000","'88.28125000","'90.03906250",
"'89.01367188","'93.26171875","'91.79687500","'92.77343750","'93.84765625","'90.52734375","'88.96484375","'90.77148438",
"'59.91210938","'87.74414063","'86.32812500","'87.25585938","'88.28125000","'85.15625000","'83.69140625","'85.40039063",
"'59.91210938","'90.28320313","'88.81835938","'89.79492188","'90.82031250","'87.59765625","'86.13281250","'87.84179688",
"'59.91210938","'87.40234375","'86.03515625","'86.96289063","'87.93945313","'84.81445313","'83.39843750","'85.05859375",
"'59.91210938","'74.85351563","'73.68164063","'74.46289063","'75.29296875","'72.65625000","'71.43554688","'72.85156250",
"'90.57617188","'94.87304688","'93.35937500","'94.38476563","'95.45898438","'92.08984375","'90.52734375","'92.33398438",
"'83.69140625","'87.69531250","'86.27929688","'87.20703125","'88.23242188","'85.10742188","'83.64257813","'85.35156250",
"'48.82812500","'83.25195313","'81.88476563","'82.76367188","'83.74023438","'80.76171875","'79.39453125","'81.00585938",
"'48.82812500","'85.74218750","'84.37500000","'85.30273438","'86.27929688","'83.20312500","'81.78710938","'83.44726563",
"'87.84179688","'92.04101563","'90.57617188","'91.55273438","'92.57812500","'89.30664063","'87.79296875","'89.55078125",
"'85.88867188","'89.99023438","'88.52539063","'89.50195313","'90.52734375","'87.35351563","'85.83984375","'87.54882813",
"'52.44140625","'93.01757813","'91.55273438","'92.52929688","'93.60351563","'90.28320313","'88.76953125","'90.52734375",
"'52.44140625","'82.76367188","'81.44531250","'82.32421875","'83.25195313","'80.32226563","'78.95507813","'80.51757813",
"'53.71093750","'92.23632813","'90.77148438","'91.69921875","'92.77343750","'89.50195313","'87.98828125","'89.74609375",
"'53.71093750","'91.50390625","'90.03906250","'91.01562500","'92.04101563","'88.81835938","'87.30468750","'89.01367188",
"'53.71093750","'86.03515625","'84.66796875","'85.54687500","'86.57226563","'83.49609375","'82.08007813","'83.69140625",
"'53.71093750","'81.98242188","'80.66406250","'81.54296875","'82.47070313","'79.58984375","'78.22265625","'79.78515625",
"'87.84179688","'92.04101563","'90.57617188","'91.55273438","'92.57812500","'89.30664063","'87.79296875","'89.55078125",
"'44.26269531","'60.83984375","'59.86328125","'60.49804688","'61.18164063","'59.03320313","'58.00781250","'59.17968750",
"'44.26269531","'46.41113281","'45.67871094","'46.16699219","'46.70410156","'45.04394531","'44.28710938","'45.16601563",
