"'","'nursery","'practices","'","'","'","'","'","'","'","'",
"'","'","'","'","'","'Bareroot","'production","'","'","'Container production","'",
"'","'Stratification","'","'Seedling","'density","'Sowing","'depth","'","'Stock","'Container","'Stock",
"'Species","'time (days)","'Sowing season","'/m²","'/ft2","'cm","'in","'Mulch","'type","'typeb","'type",
"'A. alba","'0","'Fall","'270-430","'25-40","'2°","'3/4c","'Pine needles","'-","'-","'-",
"'","'30d_80","'Mid-Mar-mid-Apr","'","'","'","'","'","'","'Styro 2,5","'1+0",
"'A. amabilis","'","'Mar-Apr","'270-540","'25-50","'0.5-1","'1/4-1/2","'Straw","'3+0, 3+1","'-","'-",
"'","'","'","'","'","'","'","'None","'1+0, , 2+0,3+0","'-","'-",
"'","'","'Late Apr-early May","'330/row","'100/row","'","'","'","'3+0, 3+1","'-","'-",
"'","'30d-120h","'Early Jan (1+0) for fall/winter lift","'","'","'","'","'","'-","'313B, 410A","'1+0",
"'","'30d-120h","'Jan-Mar (1+0)","'","'","'","'","'","'-","'313A&B, 410A, PCT410,","'1+0, P+13",
"'","'","'","'","'","'","'","'","'","'412A, 415B&D, 615A","'",
"'","'30d-120h","'Early Mar-early April","'","'","'","'","'","'-","'313A, Styro 2, 5,& 7","'1+0,2+0,P+1",
"'","'30d-120h","'Apr-early May (2+0) outdoors","'","'","'","'","'","'-","'415B,D, 412A","'2+0",
"'A. balsamea","'0","'Fall","'220-54","'20-50","'","'","'","'-","'-","'",
"'","'28-60h","'Late Mar-early Apr","'","'","'","'","'","'-","'Styro 2,5,7","'++0,2+0,P+1",
"'A. bracteata","'0","'Fall","'-","'","'0.5","'1/4","'","'2+0","'-","'-",
"'","'14-28","'Feb-Mar","'-","'","'","'","'","'","'313A, 415B, D, 615A","'1+0, 2+0,2+1,1 P+I",
"'A. concolor","'0","'Fall","'270-430","'25-40","'2c","'3/4","'Pine needles,","'2+0,2+2,3+0, P+1","'-","'",
"'","'28-60f","'Spring","'220-540","'20-50","'","'","'peat moss, none Straw8, none","'|+0,2+0,2+1","'-","'",
"'","'14d-80h","'Early Jan (1+0) for fall/winter lift","'","'","'","'","'","'","'313B, 410A","'1+0",
"'","'14d-80h","'Feb-mid-Apr","'","'","'","'","'","'-","'313A, 410A, 415B,D, 412A,","'1+0,2+0,2+1,",
"'","'","'","'","'","'","'","'","'","'615A, Styro 2,5,7; Leach 1,2","'P+1",
"'","'-","'Apr-early May (2+0) outdoors","'","'","'","'","'","'-","'415B, 412A","'2+0",
