"'Table 4-Cercis,","'redbud: seed","'yield","'data","'","'","'","'","'",
"'","'","'Seed","'wt/","'","'","'Cleaned seeds/wt","'","'",
"'","'Seeds/100 wt","'legume","'vol","'","'Average","'Range","'","'",
"'Species","'of legumes","'kg/hl","'lb/bu","'/kg","'/lb","'/kg","'/lb","'Samples",
"'C. canadensis","'20-35","'","'","'39,570","'17,950","'30,870-55,100","'14,000-25,000","'18",
"'C. orbiculata","'44","'2.10","'1.64","'27,460","'12,455","'20,950-40,100","'9,500-18,169","'24",
,,,,,,,,

'Confidence Scores % (Table Cell)
""'93.99414063","'93.99414063","'93.99414063","'93.99414063","'93.99414063","'93.99414063","'93.99414063","'93.99414063","'93.99414063",
"'85.54687500","'88.13476563","'89.50195313","'89.50195313","'89.79492188","'89.79492188","'89.79492188","'89.79492188","'80.37109375",
"'85.54687500","'88.13476563","'89.50195313","'89.50195313","'85.49804688","'85.49804688","'87.06054688","'87.06054688","'80.37109375",
"'85.54687500","'88.13476563","'73.48632813","'82.42187500","'73.09570313","'82.51953125","'84.52148438","'80.12695313","'80.37109375",
"'87.59765625","'89.99023438","'78.75976563","'88.33007813","'78.32031250","'88.47656250","'90.62500000","'85.93750000","'92.48046875",
"'86.86523438","'89.25781250","'78.12500000","'87.59765625","'77.68554688","'87.74414063","'89.89257813","'85.20507813","'91.69921875",
