"'Table 5-Cornus,","'dogwood: stratification","'treatments","'","'","'",
"'","'Warm period","'","'Cold","'period","'",
"'Species","'Medium","'Temp (C°)","'Days","'Temp (C°)","'Duration (days)",
"'C. alba","'","'-","'","'5","'90-120",
"'C. alternifolia","'Sand, peat, or mix","'30-20","'60","'5","'60",
"'C. amomum*","'""Moist"","'","'-","'3-5","'21-28",
"'","'Sand, peat, or moss","'-","'-","'5","'90-120",
"'C. canadensist","'","'-","'-","'-","'60-90",
"'","'Sand, peat, or mix","'25","'30-60","'I","'120-150",
"'C. controversa","'","'","'60-90","'-","'60-90",
"'C. drummondiit","'Sand","'21-27","'","'5","'30",
"'","'","'-","'30-60","'-","'30-60",
"'C. florida","'Sand","'","'","'5","'120",
"'C. kousa","'Sand, peat, or vermiculite","'","'-","'I-5","'40-120",
"'C. macrophylla","'-","'","'90-150","'-","'90",
"'C. mas","'Soil or vermiculite","'20-30","'120","'I-13","'30-120",
"'C. nuttallii§","'Peat","'","'-","'3","'90",
"'C. officinalis","'-","'15-22","'120-150","'-","'90",
"'C. racemosa","'Sand","'20-30","'60","'5","'60, 120",
"'C. rugosa","'Soil","'-","'-","'Outdoors","'Overwinter",
"'C. sanguinea","'-","'-","'60","'-","'60-90",
"'C. sericea //","'Sand","'-","'-","'2-5","'60-90",
"'","'Sand","'-","'-","'5","'60-90",
"'","'","'","'","'","'",
,,,,,

'Confidence Scores % (Table Cell)
""'89.30664063","'89.30664063","'89.30664063","'89.30664063","'89.30664063","'89.30664063",
"'78.32031250","'88.08593750","'88.08593750","'88.33007813","'88.33007813","'50.97656250",
"'78.32031250","'92.77343750","'90.52734375","'94.67773438","'91.55273438","'50.97656250",
"'89.94140625","'90.57617188","'88.37890625","'92.43164063","'89.35546875","'92.87109375",
"'86.86523438","'87.45117188","'85.35156250","'89.25781250","'86.27929688","'89.69726563",
"'83.34960938","'83.88671875","'81.88476563","'85.59570313","'82.76367188","'86.03515625",
"'82.61718750","'83.20312500","'81.20117188","'84.91210938","'82.08007813","'85.35156250",
"'60.40039063","'66.40625000","'64.79492188","'67.77343750","'65.52734375","'68.11523438",
"'60.40039063","'78.22265625","'76.31835938","'79.83398438","'77.19726563","'80.22460938",
"'88.91601563","'89.50195313","'87.35351563","'91.35742188","'88.28125000","'91.79687500",
"'50.09765625","'69.14062500","'67.48046875","'70.55664063","'68.21289063","'70.89843750",
"'50.09765625","'68.99414063","'67.33398438","'70.41015625","'68.06640625","'70.75195313",
"'88.81835938","'89.40429688","'87.25585938","'91.25976563","'88.23242188","'91.69921875",
"'84.66796875","'85.25390625","'83.15429688","'86.96289063","'84.08203125","'87.40234375",
"'84.13085938","'84.66796875","'82.61718750","'86.42578125","'83.54492188","'86.86523438",
"'87.79296875","'88.37890625","'86.23046875","'90.18554688","'87.20703125","'90.67382813",
"'89.01367188","'89.59960938","'87.40234375","'91.45507813","'88.37890625","'91.89453125",
"'86.81640625","'87.40234375","'85.30273438","'89.20898438","'86.23046875","'89.64843750",
"'88.23242188","'88.81835938","'86.66992188","'90.62500000","'87.59765625","'91.06445313",
"'87.10937500","'87.69531250","'85.54687500","'89.50195313","'86.52343750","'89.94140625",
"'87.79296875","'88.37890625","'86.23046875","'90.18554688","'87.20703125","'90.67382813",
"'76.95312500","'77.49023438","'75.63476563","'79.10156250","'76.46484375","'79.49218750",
"'83.64257813","'84.22851563","'82.17773438","'85.93750000","'83.10546875","'86.37695313",
"'38.08593750","'38.08593750","'38.08593750","'38.08593750","'38.08593750","'38.08593750",
