"'Table I-Betula, birch: nomenclature","'and occurrence","'",
"'Scientific name & synonym(s)","'Common name(s)","'Occurrence",
"'","'","'",
"'B. alleghaniensis Britt. B. lutea Michx. F.","'yellow birch","'Newfoundland to SE Manitoba, S to NE lowa N Illinois & Delaware; mtns to Tennessee",
"'B. borealis Spach","'northern birch","'Massachusetts, New Hampshire, Vermont, Maine, N to Nova Scotia, Newfoundland, Quebec, & Labrador",
"'B. davurica Pall.","'Dahurian birch","'Temperate China, Japan, & Russian Federation",
"'B. ermanii Cham.","'Erman birch","'NE China, Japan, Korea, Russian Federation in Chita, Kamchatka, Sakhalin, Yakutia-Sakha, & Bryansk",
"'B. lenta L.","'sweet birch, black birch, cherry birch","'S Maine to S Ontario, S to E Ohio & Delaware; mtns to N Alabama & Georgia",
"'B. mandshurica var. japonica (Miq.) Rehder B. alba var. japonica Miq. B. japonica Siebold ex H.J.P. Winkl. B. japonica var. Kamtschatica (Regel) H.J.P. Winkl. B. platyphylla var. japonica (Miq.) H. Hara B. platyphylla var. kamtschatica (Regel) H.","'Japanese white birch, Asian white birch Hara","'Japanese islands of Hokkaido & Honshu; Russian Siberia in Kamchatka, Magadan, & Sakhalin",
"'B. maximowicziana Regel","'monarch birch","'Japanese islands of Hokkaido & Honshu; Kurile Islands, Russia",
"'B. minor (Tuckerman) Fern. B. saxophila Lepage B. papyrifera var. minor (Tuckerman) S. Wats. & Coult.","'dwarf white birch","'New York, New Hampshire, Maine, New Brunswick, N to Ontario, Quebec, Newfoundland, & Labrador",
"'B. murrayana Barnes & Dancik","'Murray birch","'Michigan",
"'B. nana L. B. gladulosa Michx. B. exilis Sukatschev B. michauxii Sarg. B. glandulosa var. hallii (T.J. Howell) C.L. Hitchc. B. glandulosa var. sibirica (Ledeb.) Schneid. B. nana ssp. exilis (Sukaczev) Hutten B. nana var. sibirica Ledeb.","'bog birch, swamp birch, dwarf birch","'Newfoundland to Alaska, S to higher mtns of California, Colorado, & Maine",
"'B. neoalaskana Sarg. B. papyrifera var. neoalaskana (Sarg.) Raup","'Alaska birch","'Alaska, Alberta, N British Columbia, Manitoba, W Northwest Territory, NW Ontario, Saskatchewan, & Yukon Territory",
"'B. nigra L.","'river birch, black birch, water birch","'Connecticut to E lowa & SE Kansas, S to E Texas, E to N Florida",
"'B. occidentalis Hook. B. beeniana A. Nels B. fontinalis Sarg. B. papyrifera Marsh. ssp. occidentalis (Hook.) Hulten B. occidentalis var. inopina (Jepson) C.L. Hitchc. B. papyrifera var. occidentalis (Hook.) Sarg.","'water birch","'Alaska, Canada, W US, E to the Dakotas, Nebraska, Colorado, & New Mexico",
"'B. papyrifera Marsh. B. cordifolia Regel B. alba var. cordifolia (Regel) Regel","'paper birch, canoe birch, silver birch, white birch","'Newfoundland to Canada, S to Washington & E to North Dakota, NE lowa & New England; locally in other states in N",
"'B. pendula Roth B. verrucosa Ehrh.","'European white birch","'Europe to Japan",
"'B. populifolia Marsh.","'gray birch, white birch, wire birch","'Nova Scotia to S Ontario, S to N Ohio, Pennsylvania, & Delaware",
,,

'Confidence Scores % (Table Cell)
""'87.84179688","'87.84179688","'87.84179688",
"'94.82421875","'93.21289063","'95.65429688",
"'39.69726563","'39.69726563","'39.69726563",
"'94.62890625","'93.06640625","'95.45898438",
"'94.58007813","'93.01757813","'95.41015625",
"'74.07226563","'72.85156250","'74.70703125",
"'89.11132813","'87.59765625","'89.84375000",
"'92.18750000","'90.62500000","'92.96875000",
"'92.62695313","'91.06445313","'93.40820313",
"'92.87109375","'91.30859375","'93.65234375",
"'82.56835938","'81.15234375","'83.25195313",
"'74.21875000","'72.94921875","'74.85351563",
"'94.62890625","'93.06640625","'95.45898438",
"'90.82031250","'89.30664063","'91.60156250",
"'79.93164063","'78.56445313","'80.61523438",
"'94.33593750","'92.72460938","'95.11718750",
"'82.22656250","'80.81054688","'82.91015625",
"'80.56640625","'79.19921875","'81.25000000",
"'95.36132813","'93.75000000","'96.19140625",
