"'Table I-Frangula, buckthorn: nomenclature","'and occurrence (continued)","'",
"'Scientific name(s)","'Common name(s)","'Occurrence",
"'F. caroliniana (Walt.) Gray R. caroliniana Walt. R. caroliniana Walt. var. mollis Fern.","'Carolina buckthorn, yellow buckthorn, yellowwood","'New Jersey S to Florida, W to Missouri, Kentucky, Arkansas, & Texas",
"'F. purshiana (DC.) Cooper R. purshiana DC.","'cascara, cascara sagrada, Pursh buckthorn, chittam, coffeetree","'British Columbia, Washington, Oregon, N California, also N Idaho & W Montana",
"'F. rubra (Greene) V. Grub. ssp. modocensis (C.B.Wolf) Kartesz & Gandhi R. rubra Greene ssp. modocensis C.B.Wolf","'Modoc buckthorn","'California",
"'F. rubra (Greene) V. Grub. ssp. nevadensis (A. Nels.) Kartesz & Gandhi R. rubra Greene ssp. nevadensis (A. Nels) C.B.Wolf","'Nevada buckthorn","'Nevada",
"'F. rubra (Greene) V. Grub. ssp. obtusissima (Greene) Kartesz & Gandhi R. rubra Greene ssp. obtusissima (Greene) C.B.Wolf","'obtuse buckthorn","'California & Nevada",
"'F. rubra (Greene) V. Grub. ssp. rubra R. rubra Greene","'red buckthorn, Sierra buckthorn, coffeeberry","'California & Nevada",
"'F. rubra (Greene) V. Grub. ssp. yosemitana (C.B.Wolf) Kartesz & Gandhi R. rubra Greene ssp. yosemitana C.B. Wolf","'Yosemite buckthorn","'California",
"'","'","'",
,,

'Confidence Scores % (Table Cell)
"'90.38085938","'90.38085938","'90.38085938",
"'91.06445313","'89.89257813","'91.01562500",
"'94.67773438","'93.45703125","'94.62890625",
"'74.90234375","'73.92578125","'74.85351563",
"'94.28710938","'93.06640625","'94.23828125",
"'58.59375000","'57.86132813","'58.59375000",
"'79.39453125","'78.36914063","'79.34570313",
"'78.71093750","'77.68554688","'78.66210938",
"'95.36132813","'94.14062500","'95.31250000",
"'43.96972656","'43.96972656","'43.96972656",
