"'Table 4-Ribes, currant,","'gooseberry:","'fruit characteristics","'and seed storage conditions","'for","'air-dried seeds","'",
"'","'","'","'","'","'Storage conditions","'",
"'","'","'Fruit characteristics","'","'Temp","'Duration","'Viability",
"'Species","'Surface","'Diam (cm)","'Ripe color","'(C)","'(yr)","'at end (%)",
"'R. alpinum","'Glabrous","'","'Scarlet","'-","'-","'",
"'R. americanum","'Glabrous","'0.6","'Black","'6","'4","'38",
"'R. aureum","'Glabrous","'0.6","'Red, black, or yellow","'21","'17","'89",
"'R. aureum var. villosum","'Smooth","'1.0","'Black, golden, or reddish brown","'21","'17","'32",
"'R. cereum","'Glandular","'0.6","'Dull to bright red","'21","'27","'4",
"'R. cynosbati","'Glandular","'","'Reddish purple","'21","'7","'8",
"'R. hudsonianum","'Smooth","'1.0","'Black","'21","'17","'40",
"'R. inerme","'Smooth","'0.6","'Reddish purple","'21","'II","'80",
"'R. lacustre","'Glandular","'0.6","'Purple to black","'","'","'",
"'R. missouriense","'Smooth","'1.3","'Purple to black","'","'","'",
"'R. montigenum","'Glandular","'0.6","'Red","'-","'","'",
"'R. nevadense","'Glandular","'-","'Blue to black","'Soil","'4","'81",
"'","'Glandular","'","'Blue to black","'21","'4","'88",
"'R. oxyacanthoides ssp. irriguum","'Smooth","'1.0","'Bluish purple","'","'","'",
"'R. roezlii","'Glandular","'1.3","'Purple or deep reddish brown","'Soil","'13","'82",
"'","'Glandular","'1.3","'Purple or deep reddish brown","'2","'12","'45",
"'R. rotundifolium","'Smooth","'0.6","'Purple","'","'","'",
"'R. sanguimeum","'Glandular","'1.0","'Blue to black","'","'","'",
"'R. viscosissimum","'Glandular","'1.3","'Black","'21","'17","'23",
"'","'","'","'","'21","'22","'7",
,,,,,,

'Confidence Scores % (Table Cell)
"'92.04101563","'92.04101563","'92.04101563","'92.04101563","'92.04101563","'92.04101563","'92.04101563",
"'53.22265625","'82.27539063","'82.27539063","'82.27539063","'86.96289063","'86.96289063","'86.96289063",
"'53.22265625","'82.27539063","'82.27539063","'82.27539063","'72.16796875","'50.48828125","'45.50781250",
"'53.22265625","'87.25585938","'90.77148438","'93.50585938","'72.16796875","'50.48828125","'45.50781250",
"'93.84765625","'87.79296875","'91.30859375","'94.09179688","'87.30468750","'92.48046875","'92.87109375",
"'87.01171875","'81.39648438","'84.66796875","'87.20703125","'80.95703125","'85.74218750","'86.08398438",
"'92.43164063","'86.52343750","'89.94140625","'92.67578125","'86.03515625","'91.11328125","'91.50390625",
"'90.91796875","'85.05859375","'88.47656250","'91.16210938","'84.61914063","'89.59960938","'89.99023438",
"'91.40625000","'85.49804688","'88.91601563","'91.65039063","'85.05859375","'90.08789063","'90.42968750",
"'88.86718750","'83.15429688","'86.47460938","'89.11132813","'82.71484375","'87.59765625","'87.93945313",
"'91.99218750","'86.03515625","'89.50195313","'92.18750000","'85.59570313","'90.62500000","'91.01562500",
"'90.72265625","'84.91210938","'88.28125000","'90.96679688","'84.42382813","'89.40429688","'89.79492188",
"'90.38085938","'84.57031250","'87.93945313","'90.62500000","'84.13085938","'89.11132813","'89.45312500",
"'85.54687500","'80.02929688","'83.20312500","'85.74218750","'79.58984375","'84.27734375","'84.61914063",
"'93.01757813","'87.01171875","'90.52734375","'93.26171875","'86.57226563","'91.69921875","'92.04101563",
"'79.34570313","'74.26757813","'77.24609375","'79.58984375","'73.87695313","'78.22265625","'78.51562500",
"'72.90039063","'68.21289063","'70.94726563","'73.09570313","'67.87109375","'71.87500000","'72.16796875",
"'91.11328125","'85.25390625","'88.67187500","'91.35742188","'84.81445313","'89.79492188","'90.18554688",
"'43.57910156","'50.68359375","'52.68554688","'54.29687500","'50.39062500","'53.36914063","'53.56445313",
"'43.57910156","'48.70605469","'50.63476563","'52.19726563","'48.43750000","'51.31835938","'51.51367188",
"'89.11132813","'83.34960938","'86.71875000","'89.35546875","'82.91015625","'87.84179688","'88.18359375",
"'88.47656250","'82.81250000","'86.08398438","'88.72070313","'82.37304688","'87.20703125","'87.54882813",
"'80.81054688","'75.58593750","'78.61328125","'81.00585938","'75.19531250","'79.63867188","'79.93164063",
"'86.32812500","'80.76171875","'84.03320313","'86.57226563","'80.37109375","'85.10742188","'85.44921875",
