"'","'","'","'",
"'Species","'Location","'Fruit ripening","'Flowering",
"'R. alpinum","'Europe","'Apr-May","'July-Aug",
"'R. americanum","'-","'Apr-June","'June-Sept",
"'R. aureum","'-","'Apr-May","'June-July",
"'R. aureum var.villosum","'Wyoming","'Late May","'Late Aug",
"'","'Kansas","'Mid-Apr","'June",
"'","'-","'Apr-June","'June-Aug",
"'R. cereum","'-","'Apr-June","'Aug",
"'R. cynosbati","'-","'Apr-early June","'Late July-Sept",
"'R. hudsonianum","'-","'May-July","'-",
"'R. inerme","'-","'May-June","'-",
"'R. lacustre","'-","'Apr-July","'Aug",
"'R. missouriense","'-","'Apr-May","'June-Sept",
"'R. montigenum","'","'Late June-July","'Aug-Sept",
"'R. nevadense","'-","'May-July","'-",
"'R. oxyacanthoides ssp. irriguum","'","'Apr-June","'-",
"'R. roezlii","'","'May-June","'-",
"'R. rotundifolium","'-","'Apr-May","'July-Sept",
"'R. sanguineum","'Oregon","'Apr-May","'July-Aug",
"'","'-","'Mar-June","'-",
"'R. viscosissimum","'-","'May-June","'Aug-Sept",
,,,

'Confidence Scores % (Table Cell)
"'51.56250000","'51.56250000","'51.56250000","'51.56250000",
"'94.58007813","'92.33398438","'94.77539063","'95.16601563",
"'94.38476563","'92.13867188","'94.62890625","'94.97070313",
"'88.57421875","'86.47460938","'88.81835938","'89.16015625",
"'92.08984375","'89.89257813","'92.33398438","'92.67578125",
"'79.58984375","'77.68554688","'79.78515625","'80.07812500",
"'78.02734375","'76.22070313","'78.22265625","'78.56445313",
"'88.62304688","'86.52343750","'88.86718750","'89.20898438",
"'90.28320313","'88.13476563","'90.52734375","'90.86914063",
"'90.42968750","'88.28125000","'90.67382813","'91.01562500",
"'89.06250000","'86.96289063","'89.25781250","'89.64843750",
"'88.52539063","'86.42578125","'88.76953125","'89.11132813",
"'92.72460938","'90.52734375","'92.91992188","'93.31054688",
"'90.38085938","'88.23242188","'90.62500000","'90.96679688",
"'89.50195313","'87.35351563","'89.69726563","'90.08789063",
"'89.64843750","'87.50000000","'89.84375000","'90.18554688",
"'88.37890625","'86.27929688","'88.62304688","'88.96484375",
"'87.50000000","'85.40039063","'87.69531250","'88.03710938",
"'89.25781250","'87.15820313","'89.45312500","'89.84375000",
"'80.95703125","'79.05273438","'81.15234375","'81.49414063",
"'63.37890625","'61.91406250","'63.52539063","'63.81835938",
"'94.67773438","'92.43164063","'94.87304688","'95.26367188",
