"'Table 3-Rhus,","'sumac; Malosma,","'laurel-sumac:","'seed yield data","'","'","'","'",
"'","'","'","'","'Cleaned seeds","'(x1,000)/weight","'","'",
"'","'Fruits","'(x1,000)/wt","'Range","'","'","'Average","'",
"'Species","'/kg","'","'/kg","'","'Akg","'","'Samples",
"'R. copallina","'","'","'81.4-173.8","'37.0-79.0","'125.4","'57.0","'4",
"'R. glabra","'50.6-105.6","'23.0-48.0","'52.8-277.2","'24.0-126.0","'107.8","'49.0","'28",
"'R. hirta","'66.0","'30.0","'107.1-148.7","'48.7-67.6","'117.3","'53.3","'5",
"'R. integrifolia","'6.6","'3.0","'15.0-17.6","'6.8-8.0","'16.7","'7.6","'2",
"'R. ovata","'37.4","'17.0","'41.1-57.2","'18.7-26.0","'","'","'2",
"'R. trilobata","'15.4-19.8","'7.0-9.0","'23.3-66.0","'10.6-30.0","'44.7","'20.3","'9",
"'M. laurina","'198.0","'90.0","'","'","'285.1","'129.6","'I",
,,,,,,,

'Confidence Scores % (Table Cell)
"'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000",
"'61.42578125","'85.64453125","'85.64453125","'81.59179688","'81.59179688","'81.59179688","'81.59179688","'52.83203125",
"'61.42578125","'85.64453125","'85.64453125","'88.08593750","'88.08593750","'87.93945313","'87.93945313","'52.83203125",
"'61.42578125","'86.08398438","'86.71875000","'90.62500000","'88.37890625","'87.84179688","'84.86328125","'52.83203125",
"'88.03710938","'86.62109375","'87.25585938","'91.21093750","'88.96484375","'88.37890625","'85.40039063","'91.65039063",
"'80.71289063","'79.44335938","'79.98046875","'83.64257813","'81.54296875","'81.05468750","'78.27148438","'84.03320313",
"'85.44921875","'84.08203125","'84.66796875","'88.52539063","'86.32812500","'85.79101563","'82.86132813","'88.91601563",
"'83.78906250","'82.47070313","'83.05664063","'86.81640625","'84.66796875","'84.13085938","'81.29882813","'87.25585938",
"'83.88671875","'82.56835938","'83.15429688","'86.91406250","'84.76562500","'84.22851563","'81.39648438","'87.30468750",
"'82.37304688","'81.10351563","'81.64062500","'85.40039063","'83.25195313","'82.71484375","'79.93164063","'85.79101563",
"'90.03906250","'88.62304688","'89.20898438","'93.26171875","'90.96679688","'90.38085938","'87.30468750","'93.70117188",
