"'Table 2-Aesculus,","'buckeye: phenology of","'flowering and fruiting","'","'",
"'Species","'Location","'Flowering","'Fruit ripening","'Seed dispersal",
"'A. californica","'S California","'Apr-Sept","'Sept-Oct","'Nov & Dec",
"'A. flava","'","'Apr-June","'Sept","'Sept",
"'A. glabra","'-","'Mar-May","'Sept-mid-Oct","'Early Sept-late Oct",
"'var. arguta","'Texas","'Mar-Apr","'May-June","'",
"'","'Minnesota","'May","'Sept-Oct","'Sept-Oct",
"'A. hippocastanum","'Europe & NE US","'Late Apr-early June","'Mid-Sept-early Oct","'Mid-Sept-mid-Oct",
"'A. parviflora","'SW Georgia, Alabama","'July-Aug","'Oct-Nov","'Oct-Nov",
"'A. pavia","'South part of range","'Mar-Apr","'Sept-Oct","'Sept-Nov",
"'","'North part of range","'May-June","'Sept-Oct","'Sept-Nov",
"'A. sylvatica","'","'Apr-May","'July-Aug","'July-Aug",
"'","'Minnesota","'May","'Sept-Oct","'Sept-Oct",
,,,,

'Confidence Scores % (Table Cell)
""'91.74804688","'91.74804688","'91.74804688","'91.74804688","'91.74804688",
"'89.94140625","'91.16210938","'91.40625000","'91.65039063","'92.91992188",
"'90.47851563","'91.69921875","'91.89453125","'92.13867188","'93.45703125",
"'84.08203125","'85.20507813","'85.40039063","'85.64453125","'86.86523438",
"'87.10937500","'88.28125000","'88.52539063","'88.72070313","'89.99023438",
"'85.69335938","'86.81640625","'87.06054688","'87.25585938","'88.52539063",
"'84.03320313","'85.15625000","'85.35156250","'85.59570313","'86.81640625",
"'86.86523438","'88.03710938","'88.28125000","'88.47656250","'89.74609375",
"'88.08593750","'89.25781250","'89.50195313","'89.69726563","'91.01562500",
"'86.32812500","'87.50000000","'87.69531250","'87.93945313","'89.20898438",
"'84.13085938","'85.25390625","'85.44921875","'85.69335938","'86.91406250",
"'78.80859375","'79.88281250","'80.07812500","'80.32226563","'81.44531250",
"'89.16015625","'90.38085938","'90.62500000","'90.82031250","'92.13867188",
