"'","'","'Cleaned","'seeds/weight","'",
"'","'Range","'","'","'Average",
"'Species","'/kg","'/lb","'/kg","'/lb",
"'C. acutifolus","'48,466-58,212","'21,984-26,405","'59,300","'26,900",
"'C. horizontalis","'-","'-","'141,094","'64,000",
"'C. integerrimus","'-","'-","'35,274","'16,000",
"'C. lucidus","'-","'-","'51,560","'23,390",
,,,,

'Confidence Scores % (Table Cell)
""'36.03515625","'61.13281250","'61.13281250","'61.13281250","'61.13281250",
"'36.03515625","'80.37109375","'80.37109375","'82.22656250","'82.22656250",
"'36.03515625","'83.69140625","'47.87597656","'74.46289063","'86.96289063",
"'91.16210938","'86.96289063","'49.75585938","'77.39257813","'90.38085938",
"'84.13085938","'80.27343750","'45.92285156","'71.43554688","'83.39843750",
"'81.49414063","'77.73437500","'44.45800781","'69.18945313","'80.81054688",
"'88.08593750","'84.03320313","'48.07128906","'74.75585938","'87.35351563",
