"'Table 6-Cotoneaster,","'cotoneaster:","'germination test","'conditions and","'results","'","'","'",
"'","'","'Germination test conditions","'","'","'Percentage","'","'germination",
"'","'Daily","'","'Temp","'(C)","'","'Avg","'",
"'Species","'light (hrs)","'Medium","'Day","'Night","'Days","'(%)","'Samples #",
"'C. acutifolius","'9","'Wet paper","'25","'10","'-","'70-80","'-",
"'C. horizontalis","'24","'Wet paper","'27","'-","'-","'100","'-",
"'","'24","'Sand","'30","'20","'100","'30","'5+",
"'C. lucidus","'9","'Wet paper","'25","'10","'-","'70","'-",
"'C. niger","'9","'Wet paper","'25","'10","'-","'80","'-",
,,,,,,,

'Confidence Scores % (Table Cell)
""'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500",
"'57.86132813","'85.93750000","'85.93750000","'85.93750000","'85.93750000","'93.75000000","'93.75000000","'93.75000000",
"'57.86132813","'72.50976563","'65.57617188","'87.15820313","'87.15820313","'66.69921875","'69.92187500","'70.50781250",
"'57.86132813","'72.50976563","'65.57617188","'74.02343750","'73.53515625","'66.69921875","'69.92187500","'70.50781250",
"'80.66406250","'75.39062500","'82.42187500","'77.73437500","'77.19726563","'81.29882813","'77.44140625","'79.88281250",
"'47.46093750","'51.66015625","'56.49414063","'53.27148438","'52.92968750","'55.76171875","'53.07617188","'54.73632813",
"'47.46093750","'48.38867188","'52.88085938","'49.90234375","'49.56054688","'52.19726563","'49.70703125","'51.26953125",
"'70.11718750","'65.52734375","'71.63085938","'67.57812500","'67.08984375","'70.65429688","'67.33398438","'69.43359375",
"'39.33105469","'36.76757813","'40.18554688","'37.91503906","'37.64648438","'39.64843750","'37.76855469","'38.94042969",
