"'","'","'","'","'","'","'","'","'","'",
"'","'Prechill","'Daily","'Germination","'","'conditions","'","'Germination","'","'",
"'Species","'period","'light","'","'Temp","'(C)","'","'Avg","'","'Purity",
"'","'(days)","'(hr)","'Medium","'Day","'Night","'Days","'(%)","'Samples","'(%)",
"'B. alleghaniensis","'30-0","'8+","'Sand","'32","'15","'30-40","'27","'22","'56",
"'","'None","'8+","'","'30","'20","'14-28","'59","'3","'60",
"'B. davurica","'None","'8+","'","'30","'20","'14-8","'18","'4","'-",
"'B. lenta","'40-70","'8+","'Sand","'32","'15","'30","'43","'13","'72",
"'B. nana","'(over winter)","'-","'Sand","'30","'20","'30","'24","'I","'",
"'","'None","'20","'Perlite","'24","'18","'30","'3","'5","'",
"'B. nigra","'30-60","'8+","'Sand","'30","'20","'30","'34","'13","'42",
"'","'None","'20","'Perlite","'24","'18","'30","'73","'35","'",
"'B. papyrifera","'60-75","'8+","'Sand","'32","'15","'30-40","'-","'-","'24",
"'","'None","'8+","'Paper pads","'-","'","'40","'47","'6","'",
"'B. pendula","'30-40","'8+","'Sand","'-","'","'","'30","'10+","'68",
"'","'None","'8+","'-","'30","'20","'30-40","'36","'143","'-",
"'B. populifera","'60-90","'8+","'Sand","'30","'20","'40","'64","'3","'-",
"'B. pubescens","'30-60","'8+","'","'30","'20","'30","'40","'44","'69",
"'","'None","'8+","'","'25","'15","'30","'87","'17","'-",
"'B. pumila var. glandulifera","'None","'20","'Perlite","'24","'18","'30","'31","'4","'38",
,,,,,,,,,

'Confidence Scores % (Table Cell)
""'70.80078125","'70.80078125","'70.80078125","'70.80078125","'70.80078125","'70.80078125","'70.80078125","'70.80078125","'70.80078125","'70.80078125",
"'95.84960938","'95.01953125","'92.33398438","'95.41015625","'95.41015625","'95.41015625","'88.96484375","'88.96484375","'88.96484375","'90.72265625",
"'95.84960938","'95.01953125","'92.33398438","'58.30078125","'62.25585938","'62.25585938","'82.27539063","'91.40625000","'95.16601563","'90.72265625",
"'95.84960938","'95.01953125","'92.33398438","'58.30078125","'83.98437500","'86.47460938","'82.27539063","'91.40625000","'95.16601563","'90.72265625",
"'88.57421875","'85.88867188","'86.03515625","'89.35546875","'85.74218750","'88.28125000","'89.45312500","'87.35351563","'88.23242188","'88.76953125",
"'88.57421875","'73.97460938","'74.07226563","'76.95312500","'73.82812500","'76.02539063","'77.05078125","'75.24414063","'75.97656250","'76.41601563",
"'91.01562500","'87.79296875","'87.93945313","'91.30859375","'87.64648438","'90.28320313","'91.45507813","'89.30664063","'90.18554688","'90.72265625",
"'90.96679688","'87.74414063","'87.89062500","'91.25976563","'87.59765625","'90.23437500","'91.40625000","'89.25781250","'90.13671875","'90.67382813",
"'57.76367188","'88.42773438","'88.57421875","'91.99218750","'88.28125000","'90.91796875","'92.13867188","'89.94140625","'90.82031250","'91.40625000",
"'57.76367188","'72.55859375","'72.65625000","'75.43945313","'72.41210938","'74.60937500","'75.58593750","'73.77929688","'74.51171875","'74.95117188",
"'65.23437500","'70.31250000","'70.41015625","'73.14453125","'70.21484375","'72.26562500","'73.24218750","'71.53320313","'72.21679688","'72.65625000",
"'65.23437500","'69.62890625","'69.72656250","'72.41210938","'69.53125000","'71.58203125","'72.50976563","'70.80078125","'71.48437500","'71.92382813",
"'65.38085938","'56.68945313","'56.78710938","'58.98437500","'56.59179688","'58.30078125","'59.03320313","'57.66601563","'58.25195313","'58.59375000",
"'65.38085938","'54.63867188","'54.73632813","'56.83593750","'54.54101563","'56.15234375","'56.93359375","'55.56640625","'56.10351563","'56.44531250",
"'63.72070313","'73.58398438","'73.73046875","'76.56250000","'73.48632813","'75.68359375","'76.66015625","'74.85351563","'75.58593750","'76.07421875",
"'63.72070313","'65.42968750","'65.52734375","'68.06640625","'65.33203125","'67.23632813","'68.16406250","'66.55273438","'67.18750000","'67.57812500",
"'89.16015625","'86.03515625","'86.13281250","'89.45312500","'85.88867188","'88.42773438","'89.59960938","'87.50000000","'88.33007813","'88.86718750",
"'45.60546875","'74.26757813","'74.41406250","'77.24609375","'74.16992188","'76.36718750","'77.39257813","'75.53710938","'76.26953125","'76.75781250",
"'45.60546875","'68.26171875","'68.35937500","'70.99609375","'68.16406250","'70.16601563","'71.09375000","'69.43359375","'70.11718750","'70.50781250",
"'89.59960938","'86.42578125","'86.57226563","'89.89257813","'86.27929688","'88.86718750","'90.03906250","'87.93945313","'88.76953125","'89.30664063",
