"'Table 5-Sorbus,","'","'mountain-ash:","'stratification","'and germination","'test","'conditions and","'results*","'","'",
"'","'","'Stratification","'","'Germination","'test","'","'","'Total","'",
"'","'","'Temp","'Moist","'Temp","'","'Germination","'","'germination","'",
"'Species","'Days","'(C)","'medium","'(C)","'Days","'(%)","'Days","'(%)","'Samples",
"'S. americana","'60","'5","'Sand","'20-30","'14","'13","'8","'13","'4",
"'","'90","'5","'Sand","'10","'60","'II","'22","'12","'4",
"'","'CSG","'5","'","'5","'150","'15","'132","'16:","'4",
"'S. aucuparia","'CSG","'I","'Peat moss","'I","'127","'70","'99","'94","'I",
"'","'CSG","'I","'Peat moss","'I","'82","'69","'61","'96","'I",
"'","'CSG","'I","'Peat moss","'I","'120","'58","'90","'93","'6",
"'","'CSG","'I","'Peat moss","'I","'120","'57","'90","'90","'4",
"'","'120","'2","'Paper","'20","'","'68","'90","'76","'I",
"'","'CSG","'3","'Sand","'3","'150-210","'-","'-","'95+","'26",
"'","'30-180","'20","'Sand","'3","'150-210","'-","'-","'90+","'52",
"'","'CSG","'3","'Peat & sand","'3","'560","'60","'420","'88","'I",
"'","'70","'20","'Peat & sand","'3","'350","'86","'300","'93","'I",
"'","'126","'2","'Peat","'20","'42","'-","'-","'30","'3",
"'S. decora","'-","'","'","'20-30","'60","'-","'-","'10","'4",
"'S. scopulina","'115","'3-5","'Peat-verm","'20","'38","'61","'17","'61","'I",
"'S. sitchensis","'90$","'3","'Paper","'20-30","'53","'30","'10","'30","'I",
"'","'120","'0","'","'-","'50","'","'-","'21","'",
"'","'140","'5","'Sand","'21","'17","'15","'11","'15","'",
,,,,,,,,,

'Confidence Scores % (Table Cell)
"'95.16601563","'95.16601563","'95.16601563","'95.16601563","'95.16601563","'95.16601563","'95.16601563","'95.16601563","'95.16601563","'95.16601563",
"'92.72460938","'92.38281250","'92.38281250","'92.38281250","'91.89453125","'91.89453125","'95.41015625","'95.41015625","'88.67187500","'88.67187500",
"'92.72460938","'91.35742188","'95.45898438","'95.99609375","'94.58007813","'94.77539063","'95.41015625","'95.41015625","'88.67187500","'88.67187500",
"'92.72460938","'91.35742188","'95.45898438","'95.99609375","'94.58007813","'94.77539063","'87.74414063","'84.61914063","'88.86718750","'85.98632813",
"'61.23046875","'84.47265625","'85.98632813","'90.23437500","'89.11132813","'89.25781250","'88.91601563","'85.79101563","'90.08789063","'87.15820313",
"'61.23046875","'79.93164063","'81.34765625","'85.40039063","'84.32617188","'84.42382813","'84.13085938","'81.15234375","'85.20507813","'82.47070313",
"'61.23046875","'80.90820313","'82.32421875","'86.42578125","'85.35156250","'85.44921875","'85.15625000","'82.17773438","'86.23046875","'83.44726563",
"'48.53515625","'83.78906250","'85.25390625","'89.50195313","'88.37890625","'88.52539063","'88.18359375","'85.05859375","'89.30664063","'86.42578125",
"'48.53515625","'82.27539063","'83.74023438","'87.89062500","'86.76757813","'86.91406250","'86.62109375","'83.54492188","'87.69531250","'84.86328125",
"'48.53515625","'84.03320313","'85.54687500","'89.79492188","'88.67187500","'88.76953125","'88.47656250","'85.35156250","'89.59960938","'86.71875000",
"'48.53515625","'81.68945313","'83.15429688","'87.25585938","'86.18164063","'86.32812500","'85.98632813","'82.95898438","'87.10937500","'84.27734375",
"'48.53515625","'80.12695313","'81.54296875","'85.64453125","'84.52148438","'84.66796875","'84.37500000","'81.39648438","'85.44921875","'82.66601563",
"'48.53515625","'80.07812500","'81.49414063","'85.59570313","'84.47265625","'84.61914063","'84.32617188","'81.34765625","'85.40039063","'82.61718750",
"'48.53515625","'81.88476563","'83.34960938","'87.50000000","'86.42578125","'86.52343750","'86.23046875","'83.20312500","'87.35351563","'84.52148438",
"'48.53515625","'79.98046875","'81.44531250","'85.49804688","'84.42382813","'84.52148438","'84.22851563","'81.25000000","'85.30273438","'82.56835938",
"'48.53515625","'80.46875000","'81.93359375","'85.98632813","'84.91210938","'85.05859375","'84.76562500","'81.73828125","'85.83984375","'83.05664063",
"'48.53515625","'79.05273438","'80.46875000","'84.47265625","'83.39843750","'83.54492188","'83.25195313","'80.32226563","'84.32617188","'81.59179688",
"'87.15820313","'83.64257813","'85.10742188","'89.35546875","'88.23242188","'88.37890625","'88.03710938","'84.96093750","'89.16015625","'86.27929688",
"'85.49804688","'82.03125000","'83.49609375","'87.64648438","'86.57226563","'86.66992188","'86.37695313","'83.30078125","'87.50000000","'84.66796875",
"'42.16308594","'80.46875000","'81.93359375","'85.98632813","'84.91210938","'85.05859375","'84.76562500","'81.73828125","'85.83984375","'83.05664063",
"'42.16308594","'75.00000000","'76.31835938","'80.12695313","'79.15039063","'79.24804688","'78.95507813","'76.17187500","'79.98046875","'77.39257813",
"'42.16308594","'86.13281250","'87.69531250","'92.04101563","'90.86914063","'91.01562500","'90.72265625","'87.50000000","'91.84570313","'88.91601563",
