"'Table 4-Cupressus,","'cypress:","'germination test","'results on stratified","'seeds","'","'",
"'","'","'Germination","'","'","'Soundness","'",
"'Species","'Days","'Average (%)","'Samples","'Average (%)","'Samples","'",
"'C. arizonica","'20","'26","'9","'30","'4","'",
"'ssp. nevadensis","'6","'6","'I","'38","'I","'",
"'C. bakeri","'30","'12","'2","'36","'2","'",
"'C. forbesii","'30","'12","'2","'54","'I","'",
"'C. goveniana","'30","'22","'2","'93","'2","'",
"'ssp. pygmaea","'30","'31","'2","'-","'-","'",
"'C. macnabiana","'30","'I","'I","'5","'I","'",
"'","'-","'-","'15","'2","'-","'",
"'C. macrocarpa","'30","'24","'4","'82","'4","'",
"'","'30","'14","'37","'-","'-","'",
"'C. sargentii","'30","'13","'2","'41","'2","'",
"'C. sempervirens","'-","'-","'-","'27","'9","'",
,,,,,,

'Confidence Scores % (Table Cell)
""'93.50585938","'93.50585938","'93.50585938","'93.50585938","'93.50585938","'93.50585938","'93.50585938",
"'49.02343750","'43.50585938","'85.00976563","'85.00976563","'83.54492188","'83.54492188","'54.88281250",
"'49.02343750","'43.50585938","'91.50390625","'91.45507813","'93.75000000","'80.61523438","'54.88281250",
"'71.14257813","'65.42968750","'70.41015625","'70.36132813","'72.11914063","'62.06054688","'71.33789063",
"'69.33593750","'63.76953125","'68.65234375","'68.60351563","'70.36132813","'60.49804688","'69.58007813",
"'84.13085938","'77.39257813","'83.30078125","'83.25195313","'85.35156250","'73.38867188","'84.42382813",
"'84.61914063","'77.78320313","'83.74023438","'83.69140625","'85.83984375","'73.77929688","'84.86328125",
"'72.26562500","'66.45507813","'71.53320313","'71.48437500","'73.29101563","'63.03710938","'41.40625000",
"'68.35937500","'62.84179688","'67.67578125","'67.62695313","'69.33593750","'59.61914063","'41.40625000",
"'61.71875000","'56.73828125","'61.08398438","'61.03515625","'62.59765625","'53.80859375","'43.31054688",
"'58.44726563","'53.75976563","'57.86132813","'57.81250000","'59.27734375","'50.97656250","'43.31054688",
"'42.06542969","'62.74414063","'67.52929688","'67.48046875","'69.18945313","'59.52148438","'68.45703125",
"'42.06542969","'59.96093750","'64.55078125","'64.55078125","'66.16210938","'56.88476563","'65.42968750",
"'79.73632813","'73.33984375","'78.95507813","'78.90625000","'80.85937500","'69.53125000","'79.98046875",
"'88.13476563","'81.05468750","'87.20703125","'87.20703125","'89.40429688","'76.85546875","'88.37890625",
