"'Table 2-Swietenia,","'mahogany: seed yield","'data","'","'",
"'","'Median fruit","'","'","'Seeds/weight",
"'Species","'dimensions (cm)","'Seeds/fruit","'/kg","'",
"'S. humilis","'17x11","'50 +","'1,500","'680",
"'S. macrophylla","'15 X 8","'50-70","'1,400-2,400","'640-1,100",
"'S. mahagoni","'X 4","'35-60","'5,400-7,800","'2,500-3,500",
"'S. macrophylla X mahagoni","'12 X 7","'45-65","'1,900-3,000","'860-1,400",
,,,,

'Confidence Scores % (Table Cell)
"'90.33203125","'90.33203125","'90.33203125","'90.33203125","'90.33203125",
"'85.00976563","'83.05664063","'71.63085938","'82.95898438","'82.95898438",
"'85.00976563","'83.05664063","'71.63085938","'85.54687500","'88.18359375",
"'88.33007813","'86.91406250","'88.28125000","'85.15625000","'87.74414063",
"'84.17968750","'82.86132813","'84.13085938","'81.15234375","'83.64257813",
"'80.22460938","'78.95507813","'80.22460938","'77.34375000","'79.68750000",
"'91.50390625","'90.03906250","'91.45507813","'88.23242188","'90.86914063",
