"'Table","'4-Sorbus,","'mountain-ash:","'fruit","'weight","'and seed yield data","'","'","'","'",
"'","'Fruit","'wt/","'Seed","'yield/","'","'Cleaned","'seeds","'","'",
"'","'fruit","'vol","'fruit","'vol","'Range","'","'Average","'","'",
"'Species","'kg/hl","'lb/bu","'kg/hl","'lb/bu","'/kg","'/lb","'/kg","'","'Samples",
"'S. americana","'-","'","'1.3-2.6","'I-2","'183,000-521,000","'83,000-236,300","'319,400","'144,900","'9",
"'S. aucuparia*","'-","'-","'","'-","'229,300-374,800","'104,000-170,000","'286,200","'129,800","'10",
"'S. decora","'","'-","'-","'-","'","'","'280,400","'127,200","'I",
"'S. sitchensist","'52","'40","'1.3","'","'146,400-385,000","'66,400-174,600","'290,800","'131,900","'8",
,,,,,,,,,

'Confidence Scores % (Table Cell)
"'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000","'96.09375000",
"'58.15429688","'91.84570313","'91.84570313","'93.89648438","'93.89648438","'83.69140625","'83.69140625","'83.69140625","'83.69140625","'56.49414063",
"'58.15429688","'91.84570313","'91.84570313","'93.89648438","'93.89648438","'87.35351563","'87.35351563","'90.13671875","'90.13671875","'56.49414063",
"'58.15429688","'79.15039063","'86.32812500","'87.89062500","'83.25195313","'90.72265625","'90.91796875","'86.62109375","'87.15820313","'56.49414063",
"'88.18359375","'78.90625000","'86.03515625","'87.54882813","'82.95898438","'90.38085938","'90.62500000","'86.32812500","'86.81640625","'89.99023438",
"'81.73828125","'73.14453125","'79.78515625","'81.20117188","'76.90429688","'83.78906250","'83.98437500","'80.02929688","'80.51757813","'83.44726563",
"'81.34765625","'72.75390625","'79.39453125","'80.76171875","'76.51367188","'83.34960938","'83.59375000","'79.63867188","'80.07812500","'83.00781250",
"'90.72265625","'81.15234375","'88.52539063","'90.08789063","'85.35156250","'92.96875000","'93.21289063","'88.81835938","'89.35546875","'92.62695313",
