"'Table 3-Syringa, lilac:","'germination","'test results","'",
"'","'%","'germination","'",
"'Species","'Average","'Range","'Tests",
"'S. reticulata var. amurensis","'72","'64-80","'5",
"'S. villosa","'77","'70-84","'2",
"'S. vulgaris","'61","'33-85","'13",
"'","'44","'-","'61",
,,,

'Confidence Scores % (Table Cell)
"'88.81835938","'88.81835938","'88.81835938","'88.81835938",
"'59.17968750","'84.03320313","'84.03320313","'45.70312500",
"'59.17968750","'80.56640625","'85.00976563","'45.70312500",
"'90.13671875","'83.30078125","'87.93945313","'87.20703125",
"'84.37500000","'77.97851563","'82.32421875","'81.64062500",
"'66.84570313","'61.76757813","'65.18554688","'64.64843750",
"'78.85742188","'72.85156250","'76.90429688","'76.26953125",
