"'Table 2-Symphoricarpos,","'snowberry: phenology of","'flowering and fruiting.","'",
"'Species","'Location (& elevation)","'Flowering","'Fruit ripening",
"'S. albus","'","'","'",
"'var. albus","'Michigan","'June I-July 31","'Sept I-Oct 31",
"'","'Michigan","'May I-Sept 30","'Aug I-Oct 31",
"'","'Idaho","'","'",
"'","'700 m","'June 5-Aug 5","'Aug - Sept 5",
"'var. laevigatus","'Missoula Co., Montana","'","'",
"'","'1,000 m","'June 20-Aug 15","'Aug 15-Sept 30",
"'","'1,300 m","'July I-July 30","'Aug 25-Sept 20",
"'","'1,650 m","'July 15-Aug 30","'Sept 10-Oct 5",
"'","'2,000 m","'July 25-Sept 5","'Sept 25-Oct 25",
"'S. occidentalis","'Pennington Co., South Dakota","'","'",
"'","'750 m","'June I-July 31","'Sept I-Oct 31",
"'S. orbiculatus","'","'July I-Aug 31","'Sept I-heavy frost",
"'S. oreophilus","'Wasatch Plateau, Utah","'","'",
"'","'2,230 m","'June 17-June 26","'Aug 20-Sept 18",
"'","'2,576 m","'June 22-June 30","'Aug 17-Sept 12",
"'","'2,698 m","'July 2-July 8","'Aug 21-Sept 26",
"'","'Northern Utah","'","'",
"'","'2,080 m","'June 5-June 10","'July 15-Aug 3",
,,,

'Confidence Scores % (Table Cell)
"'84.32617188","'84.32617188","'84.32617188","'84.32617188",
"'87.45117188","'94.82421875","'93.50585938","'96.38671875",
"'59.47265625","'59.47265625","'59.47265625","'59.47265625",
"'47.46093750","'88.23242188","'86.96289063","'89.64843750",
"'47.46093750","'94.14062500","'92.82226563","'95.65429688",
"'47.46093750","'55.76171875","'54.98046875","'56.64062500",
"'47.46093750","'90.67382813","'89.40429688","'92.13867188",
"'50.09765625","'37.52441406","'37.52441406","'37.52441406",
"'50.09765625","'91.89453125","'90.62500000","'93.40820313",
"'50.09765625","'87.89062500","'86.66992188","'89.30664063",
"'50.09765625","'87.06054688","'85.83984375","'88.47656250",
"'50.09765625","'90.08789063","'88.81835938","'91.50390625",
"'49.12109375","'42.89550781","'42.28515625","'43.57910156",
"'49.12109375","'42.70019531","'42.08984375","'43.38378906",
"'86.47460938","'93.75000000","'92.43164063","'95.26367188",
"'44.16503906","'34.37500000","'34.37500000","'34.37500000",
"'44.16503906","'79.54101563","'78.41796875","'80.81054688",
"'44.16503906","'86.08398438","'84.86328125","'87.50000000",
"'44.16503906","'90.72265625","'89.45312500","'92.18750000",
"'44.16503906","'32.71484375","'32.71484375","'32.71484375",
"'44.16503906","'69.28710938","'84.27734375","'53.12500000",
