"'","'","'","'","'","'","'",
"'","'","'","'Germination*","'(% of total","'viable seeds)","'",
"'Species","'Samples","'No chill","'4 weeks","'8 weeks","'12 weeks","'16 weeks",
"'E. brevicaule","'2","'3","'28","'65","'86","'96",
"'E. corymbosum","'3","'28","'79","'100","'100","'100",
"'E. heracleoides","'3","'4","'II","'30","'55","'77",
"'E. jamesii","'2","'54","'79","'91","'94","'100",
"'E. ovalifolium","'2","'22","'74","'98","'98","'100",
"'E. umbellatum","'4","'7","'30","'74","'99","'100",
,,,,,,

'Confidence Scores % (Table Cell)
""'32.59277344","'32.59277344","'32.59277344","'32.59277344","'32.59277344","'32.59277344","'32.59277344",
"'55.81054688","'52.44140625","'71.92382813","'71.92382813","'71.92382813","'71.92382813","'71.92382813",
"'55.81054688","'52.44140625","'88.47656250","'91.65039063","'90.67382813","'90.13671875","'91.74804688",
"'93.40820313","'90.33203125","'89.99023438","'93.21289063","'92.23632813","'91.69921875","'93.31054688",
"'87.69531250","'84.81445313","'84.47265625","'87.50000000","'86.57226563","'86.08398438","'87.59765625",
"'89.11132813","'86.18164063","'85.83984375","'88.91601563","'87.98828125","'87.45117188","'89.01367188",
"'87.93945313","'85.00976563","'84.71679688","'87.74414063","'86.81640625","'86.32812500","'87.84179688",
"'86.42578125","'83.54492188","'83.25195313","'86.23046875","'85.30273438","'84.81445313","'86.32812500",
"'92.23632813","'89.20898438","'88.86718750","'92.04101563","'91.06445313","'90.57617188","'92.13867188",
