"'Table 1-Physocarpus, ninebark: nomenclature,","'occurrence, and first","'cultivation","'",
"'Scientific name & synonyms","'Common name","'Occurrence","'First cultivated",
"'P. alternans (M.E. Jones) J.T. Howell Neillia monogyna var. alternans Jones Opulaster alternans Heller","'dwarf ninebark","'California to Nevada","'",
"'P. amurensis (Maxim.) Maxim. Spiraea amurensis Maxim.","'Amur ninebark","'Manchuria & Korea","'1856",
"'P. capitatus (Pursh) Kuntze Spiraea capitatus Pursh","'Pacific ninebark","'Alaska, British Columbia, Montana, south to California","'1827",
"'P. malvaceus (Greene) Kuntze Neillia malvacea Greene Opulaster malvaceus (Greene) Kuntze ex Rydb. Opulaster pauciflorus (Torr. & A. Gray) Heller Opulaster pubescens Rydb. P. pubescens (Torr. & A. Gray) Piper P. pubescens (Rydb.) A. Nels. P. pauciflorus Piper ; Spiraea opulifolia L.","'mallow ninebark","'British Columbia to Montana, south to Oregon, Utah, & Wyoming","'1897",
"'P. monogynus (Torr.) Coult. Opulaster hapmanii Rydb. Opulaster monogynus Kuntze P. torreyi (S. Wats.) Maxim.","'mountain ninebark","'South Dakota to Texas, Arizona, Nevada","'1889",
"'P. opulifolius (L.) Maxim. Opulaster alabamensis Rydb. O. australis Rydb. O. opulifolius (L.) Kuntze; O. stellatus Rydb. Spiraea opulifolia L.","'common ninebark","'Maine to Minnesota, S to Tennessee & Florida","'1687",
"'P. opulifolius (L.) Maxim. var. intermedius (Rydb.) Robins. Opulaster intermedius Rydb. P. intermedius (Rydb.) Schneid. P. missouriensis Daniels; P. ramaleyi A. Nels.","'Atlantic ninebark Missouri","'Quebec to North Dakota, S to Colorado, Arkansas, &","'1908",
,,,

'Confidence Scores % (Table Cell)
"'88.18359375","'88.18359375","'88.18359375","'88.18359375",
"'90.57617188","'89.30664063","'90.82031250","'87.74414063",
"'92.38281250","'91.06445313","'92.67578125","'89.50195313",
"'86.52343750","'85.30273438","'86.81640625","'83.83789063",
"'83.34960938","'82.17773438","'83.59375000","'80.76171875",
"'92.72460938","'91.40625000","'92.96875000","'89.84375000",
"'93.45703125","'92.13867188","'93.75000000","'90.57617188",
"'92.96875000","'91.65039063","'93.21289063","'90.03906250",
"'67.62695313","'66.69921875","'67.87109375","'65.52734375",
