"'Table 4-Salix, willow:","'cleaned seed data","'","'","'",
"'","'","'Cleaned seeds (x","'1,000)/weight","'",
"'Species","'Place collected","'Ag","'","'Samples",
"'S. amygdaloides","'Minnesota","'5,720","'2,600","'",
"'S. bebbiana","'Idaho (770 m)","'5,500","'2,500","'2",
"'S. caroliniana","'South Carolina","'18,260","'8,300","'",
"'S. exigua","'Washington (615 m)","'22,000","'10,000","'",
"'S. fragilis","'Minnesota","'7,040","'3,200","'",
"'S. lasiandra","'Idaho (770 m)","'25,300","'11,500","'",
"'S. petiolaris","'Minnesota","'1,100","'500","'",
"'S. scouleriana","'Idaho (770 m)","'14,300","'6,500","'",
"'","'","'","'","'",
,,,,

'Confidence Scores % (Table Cell)
"'91.74804688","'91.74804688","'91.74804688","'91.74804688","'91.74804688",
"'53.41796875","'51.07421875","'38.11035156","'38.11035156","'38.11035156",
"'53.41796875","'51.07421875","'88.72070313","'87.93945313","'63.08593750",
"'81.00585938","'82.71484375","'80.12695313","'79.44335938","'56.98242188",
"'79.39453125","'81.05468750","'78.56445313","'77.83203125","'55.85937500",
"'84.47265625","'86.23046875","'83.54492188","'82.81250000","'59.42382813",
"'85.64453125","'87.40234375","'84.71679688","'83.93554688","'60.25390625",
"'72.41210938","'73.92578125","'71.63085938","'70.99609375","'50.92773438",
"'75.58593750","'77.14843750","'74.75585938","'74.12109375","'53.17382813",
"'77.29492188","'78.90625000","'76.46484375","'75.78125000","'54.34570313",
"'41.30859375","'89.16015625","'88.52539063","'84.96093750","'54.88281250",
"'41.30859375","'89.16015625","'39.42871094","'84.96093750","'54.88281250",
