"'","'","'","'","'","'",
"'","'","'Cleaned seeds","'(million)weight","'","'",
"'","'Mean","'","'","'Range","'",
"'Species","'/kg","'/lb","'/kg","'/lb","'",
"'A. arbuscula","'1.81","'0.82","'1.13-2.15","'0.15-0.98","'",
"'A. bigelovii","'5.54","'2.52","'-","'-","'",
"'A. cana","'2.87","'1.30","'1.81-4.90","'0.82-2.23","'",
"'A. nova","'2.03","'0.92","'2.00-2.12","'0.91-0.96","'",
"'A. pygmaea","'1.04","'0.47","'-","'-","'",
"'A. rigida","'1.10","'0.50","'-","'-","'",
"'A. tridentata","'","'","'","'","'",
"'spp. tridentata","'5.26*","'2.38*","'4.25-5.67*","'1.93-2.58*","'",
"'spp. vaseyana","'4.30","'1.95","'4.23-4.36","'1.92-1.98","'",
"'spp. wyomingensis","'4.72","'2.14","'4.00-5.42","'1.82-2.46","'",
"'A. tripartita","'4.87","'2.21","'-","'-","'",
"'A. filifolia","'3.20","'1.45","'-","'-","'",
"'A. frigida","'10.0","'4.55","'-","'-","'",
"'A. spinescens","'3.06","'1.39","'2.25-3.70","'1.02-1.68","'",
,,,,,

'Confidence Scores % (Table Cell)
""'35.13183594","'35.13183594","'35.13183594","'35.13183594","'35.13183594","'35.13183594",
"'56.68945313","'37.93945313","'37.93945313","'37.93945313","'37.93945313","'40.20996094",
"'56.68945313","'88.62304688","'88.62304688","'45.50781250","'45.50781250","'40.20996094",
"'56.68945313","'85.49804688","'93.16406250","'92.77343750","'47.29003906","'40.20996094",
"'91.99218750","'84.91210938","'92.52929688","'92.08984375","'46.97265625","'48.07128906",
"'87.64648438","'80.85937500","'88.13476563","'87.74414063","'44.72656250","'45.80078125",
"'89.40429688","'82.51953125","'89.94140625","'89.50195313","'45.65429688","'46.72851563",
"'91.69921875","'84.61914063","'92.18750000","'91.79687500","'46.80175781","'47.90039063",
"'91.84570313","'84.76562500","'92.38281250","'91.94335938","'46.89941406","'47.99804688",
"'92.87109375","'85.69335938","'93.35937500","'92.96875000","'47.38769531","'48.53515625",
"'40.91796875","'40.91796875","'40.91796875","'40.91796875","'40.91796875","'40.91796875",
"'85.20507813","'78.61328125","'85.69335938","'85.30273438","'43.48144531","'44.53125000",
"'87.89062500","'81.10351563","'88.37890625","'87.98828125","'44.84863281","'45.92285156",
"'86.76757813","'80.07812500","'87.25585938","'86.81640625","'44.28710938","'45.33691406",
"'88.28125000","'81.49414063","'88.76953125","'88.37890625","'45.06835938","'46.14257813",
"'89.01367188","'82.12890625","'89.50195313","'89.11132813","'45.43457031","'46.50878906",
"'85.79101563","'79.19921875","'86.27929688","'85.88867188","'43.79882813","'44.84863281",
"'94.09179688","'86.81640625","'94.58007813","'94.18945313","'48.02246094","'49.16992188",
