"'Table I-Atriplex, saltbush: ecology","'and distribution","'","'",
"'Scientific name","'Common name(s)","'Geographic distribution","'Ecology",
"'A. canescens (Pursh) Nutt.","'fourwing saltbush, chamisa","'Widely distributed in W North America","'Wide ecological amplitude; mostly in sandy uplands & gravelly washes",
"'A. confertifolia (Torr. & Frem.) S. Wats.","'shadscale saltbush, spiny saltbush, sheepfat","'Widely distributed in W North America","'Wide ecological amplitude; mostly on silt or clay soils of low to moderate salinity",
"'A. corrugata S. Wats.","'mat saltbush","'Colorado Plateau N to Red Desert of Wyoming","'Restricted to heavy saline clays on shale outcrops",
"'A. cuneata A. Nels.","'Castle Valley saltbush","'Colorado Plateau","'Restricted to heavy saline clays on shale outcrops",
"'A. falcata (M.E. Jones) Standl.","'sickle saltbush, falcate saltbush, Nuttall saltbush","'N Great Basin","'Subsaline soils of benches & alluvial fans",
"'A. gardneri (Moq.) D. Dietr.","'Gardner saltbush","'NW Great Plains, Wyoming, & Montana","'Mostly on saline or subsaline clay soils",
"'A. hymenelytra (Torr.) S. Wats.","'desert-holly","'Mojave Desert","'Clay flats & gravelly fans under extreme aridity",
"'A. lentiformis (Torr.) S.Wats.","'big saltbush, quailbush, lensscale","'Mojave Desert; cismontane & coastal California","'Mostly around saline springs & seeps",
"'A. obovata Moq.","'mound saltbush, broadscale saltbush","'Chihuahuan Desert","'Saline flats",
"'A. polycarpa (Torr.) S.Wats.","'allscale saltbush, cattle saltbush, desert saltbush","'Mojave Desert; Central Valley of California","'Saline & subsaline slopes & flats",
"'A. semibaccata R. Br.","'Australian saltbush, trailing saltbush","'Introduced from Australia","'Along roadsides & in saline disturbances",
"'A. tridentata Kuntze","'basin saltbush, trident saltbush","'NE Great Basin, & Uinta Basin of Utah","'Saline flats",
,,,

'Confidence Scores % (Table Cell)
""'74.90234375","'74.90234375","'74.90234375","'74.90234375",
"'90.13671875","'91.35742188","'91.35742188","'91.74804688",
"'92.33398438","'93.55468750","'93.55468750","'93.99414063",
"'85.40039063","'86.52343750","'86.52343750","'86.91406250",
"'86.52343750","'87.64648438","'87.64648438","'88.08593750",
"'89.84375000","'91.01562500","'91.01562500","'91.45507813",
"'92.52929688","'93.75000000","'93.75000000","'94.18945313",
"'73.58398438","'74.56054688","'74.56054688","'74.90234375",
"'75.87890625","'76.85546875","'76.85546875","'77.19726563",
"'91.55273438","'92.77343750","'92.77343750","'93.16406250",
"'70.75195313","'71.67968750","'71.67968750","'72.02148438",
"'91.45507813","'92.67578125","'92.67578125","'93.06640625",
"'69.14062500","'70.06835938","'70.06835938","'70.41015625",
"'68.40820313","'69.33593750","'69.33593750","'69.62890625",
