"'Table 2-Abies, fir: schematic of new infragenetic","'classification system","'",
"'Section","'Subsection","'Species",
"'Abies P. Mill.","'","'Abies alba (type) A. cephalonica, A. cilicica A. nebrodensis, A. nordmanniana ,Abies X borisii-regis",
"'Piceaster Spach emended Farjon & Rushforth","'","'Abies pinsapo (type) 3 A. numidica",
"'Bracteata Engelmann emended Sargent","'","'Abies bracteata (type)",
"'Momi Franco emended Farjon & Rushforth (type: Abies firma)","'Homolepides (Franco) Farjon & Rushworth Firmae (Franco) Farjon & Rushforth Holophyllae Farjon & Rushforth","'Abies homolepis (type) 4 A. recurvata (includes A. recurvata var. ernestii) Abies firma (type) A. beshanzuensis Abies holophylla (type) A. chensiensis 5,A. pindrow A. ziyuanensis",
"'Amabilis (Matzenko) Farjon & Rushforth","'","'Abies amabilis (type) A. mariesii",
"'Pseudopicea Hickel emended Farjon & Rushworth (type: Abies spectabilis)","'Delavayianae Farjon & Rushforth Squamatae E. Murray","'Abies delavayi (type) 7 A. chengii, A. densa, A. fabri 8. A. fargesii 9. A. forestii 10 A. fanjingshanensis, A. spectablis, A. yuanbaoshanensis Abies squamata (type)",
"'Balsameae Engelmann emended Farjon & Rushforth (type: Abies balsamea)","'Laterales Patschke emended Farjon & Rushforth Medianae Patschke emended Farjon & Rushforth","'Abies kawakamii (type) A. balsamea, A. bifolia, A. lasiocarpa, A. sibirica (includes var. semenovii) Abies sachalinensis (type) (includes var. mayriana = A. mayriana) A. fraseri, A. koreana, A. nephrolepis, A. veitchii (includes var. sikokiana)",
"'Grandes Engelmann emended Farjon & Rushforth","'","'Abies grandis (type) A. concolor (includes var. concolor & var. lowiana), A. durangensis U. A. flinckii (= guatemalensis var. jaliscans), A. guatemalensis",
"'Oiamel Franco (type: Abies religiosa)","'Religiosae (Matzenko) Farjon & Rushforth Hickeliange Farjon & Rushforth","'Abies religiosa (type) A. colimensis, A. mexicana 12. A. vejarii Abies hickelii (type) 13",
"'Nobiles Engelmann","'","'A. procera (type) A. magnifica (includes var. shastensis)",
,,

'Confidence Scores % (Table Cell)
""'71.14257813","'71.14257813","'71.14257813",
"'89.30664063","'88.42773438","'89.64843750",
"'94.87304688","'93.94531250","'95.26367188",
"'89.89257813","'88.96484375","'90.23437500",
"'56.54296875","'56.00585938","'56.78710938",
"'41.45507813","'41.04003906","'41.60156250",
"'80.22460938","'79.39453125","'80.51757813",
"'88.23242188","'87.35351563","'88.57421875",
"'49.34082031","'48.85253906","'49.53613281",
"'93.89648438","'92.96875000","'94.23828125",
"'92.38281250","'91.50390625","'92.77343750",
"'90.91796875","'89.99023438","'91.25976563",
