"'Table I-Betula, birch: nomenclature","'and occurrence (Continued)","'",
"'Scientific name & synonym(s)","'Common name","'Occurrence",
"'B. pubescens Ehrh. B. alba L. B. tortusa Ledeb.","'downy birch","'N & central Europe to E Siberia",
"'B. pumila L. B. pumila var. glandulifera Regel (Gleason) B. glandulifera (Regel) Butler B. nana var. glandulifera (Regel) Boivin B. glandulosa var. glandulifera (Regel) Gleason","'swamp birch, glandulose birch, bog birch, swamp birch","'W Quebec to British Columbia, S to Montana, E to North Dakota & N New York",
"'B. uber (Ashe) Fern. Betula X utahensis Britt. (pro sp.) B. andrewsii A. Nels. B. piperi Britt.; B. ( commixta Sarg. B. occidentalis var. fecunda Fern. B. papyrifera var. subcordata (Rydb.) Sarg.","'roundleaf birch northwestern paper birch","'Smyth Co., Virginia Yukon Territory, S through British Columbia, Alberta, Saskatchewan, Washington, Idaho, Montana, Oregon, Wyoming, & Utah",
"'Source: Brinkman","'","'",
,,

'Confidence Scores % (Table Cell)
""'84.42382813","'84.42382813","'84.42382813",
"'86.81640625","'86.37695313","'89.64843750",
"'80.61523438","'80.17578125","'83.20312500",
"'88.47656250","'88.03710938","'91.35742188",
"'91.94335938","'91.45507813","'94.92187500",
"'37.74414063","'37.74414063","'77.68554688",
