"'Table 10-Abies,","'fir: nursery","'practices (Continued)","'","'","'","'","'","'","'","'",
"'","'","'","'","'","'Bareroot","'production","'","'","'Container production","'",
"'","'Stratification","'","'Seedling","'density","'Sowing","'depth","'","'Stock","'Container","'Stock",
"'Species","'time (days)","'Sowing season","'/m2","'/ft2","'cm","'in","'Mulch","'type","'type","'type",
"'A. lasiocarpa","'30d-120","'Early Jan (1+0) for fall/winter lift","'","'","'","'","'","'-","'313B, 410A","'1+0",
"'var. lasiocarpa","'30d-120","'Jan-to early Feb (1+0)","'-","'","'","'","'","'-","'313B, 410A, 415B,D, 615A","'1+0",
"'","'","'Jan-Mar","'-","'","'","'","'","'-","'313A,B, 410A, PCT410,","'1+0, 2+0, 2+1, P+",
"'","'30d-120","'Early Mar-late May (2+0)","'","'","'","'","'","'-","'410A, 412A, 415B,D,415B, 615A","'1+0, 2+0,2+1,P+I",
"'","'30d-120","'(incl outdoors)","'","'","'","'","'","'","'","'",
"'A. magnifica","'30-42f","'Mid-Mar-early May","'215-430","'20-40","'0.5-1.5","'1/4-1/2","'None","'1+0,2+0,2+2","'","'-",
"'var. magnifica","'","'","'(330/row)","'(100/row)","'","'","'","'P+1","'","'",
"'","'30d-60h","'Jan","'-","'","'","'","'","'-","'415B,D, 615A","'1+0",
"'","'","'Late Mar-early Apr","'-","'","'","'","'","'-","'Styro 2,5,7","'1+0, 2+0, P+1",
"'A. nordmanniana","'0","'Fall","'220-540","'20-50","'2c","'3/4c","'Pine needles, none","'-","'","'",
"'","'50-70f","'Spring","'540","'50","'I-2.5","'3/8-1","'Peat moss","'3+0","'-","'-",
"'","'14d-80h","'Mid-Mar-mid-Apr","'-","'","'","'","'","'","'Styro 2,5,7","'1+0,2+0",
"'A. pindrow","'30d-80","'Mid-Mar-mid-Apr","'","'","'","'","'","'","'Styro 2,5","'1+0",
"'A. procera","'0","'Fall","'220-540","'20-50","'2c","'3/4","'Pine needles, none","'1+0, 2+0, 3+0","'","'-",
"'","'oi_42f","'Spring","'320-430","'30-40","'0.5-1.5","'1/4-1/2","'None","'2+0, 3+0, 2+0","'","'-",
"'","'28d-120h","'Early Mar-early May","'220-380","'20-35","'0.5-1.5","'1/4-1/2","'None","'2+0, 3+0,","'-","'-",
"'","'28d-120h","'Early Jan (1+0) for fall/winter lift","'-","'","'","'","'","'","'313B, 410A","'1+0",
"'","'28d-120h","'Jan-early Feb (1+0)","'","'","'","'","'","'-","'313B, 410A, 415B,D, 615A","'1+0",
"'","'28d-120h","'Feb-Apr","'","'","'","'","'","'-","'313B, 415B,D, 410A,","'1+0, 2+0, 2+1,",
"'","'","'","'","'","'","'","'","'","'615A, Styro 2,5, Leach 1,2","'P+1",
"'","'28d_120h","'Early Mar (greenhouse)","'","'","'","'","'","'-","'313A","'2+0, P+1",
"'","'28d-120h","'Apr-early May (2+0) (incl outdoors)","'","'","'","'","'","'-","'415B,D, 412A","'2+0",
"'A. sachalinensis","'30-60k","'Spring","'","'","'","'","'","'2+2","'-","'",
"'A. X shastensis","'0j_42f","'Spring","'220-430","'20-40","'I-1.5","'3/8-1/2","'None","'1+0,2+0,2+1,3+0","'-","'-",
"'","'30d_45h","'Late Feb-Apr","'","'","'","'","'","'-","'410A, 412A, Styro 5, Leach 1,2","'1+0, 2+0, P+",
,,,,,,,,,,

'Confidence Scores % (Table Cell)
""'76.56250000","'76.56250000","'76.56250000","'76.56250000","'76.56250000","'76.56250000","'76.56250000","'76.56250000","'76.56250000","'76.56250000","'76.56250000",
"'89.20898438","'78.46679688","'66.79687500","'80.17578125","'80.17578125","'80.17578125","'80.17578125","'80.17578125","'78.85742188","'78.07617188","'78.07617188",
"'89.20898438","'78.46679688","'66.79687500","'71.67968750","'71.67968750","'71.04492188","'71.04492188","'66.11328125","'47.26562500","'48.53515625","'50.00000000",
"'89.20898438","'78.46679688","'66.79687500","'84.42382813","'87.79296875","'83.15429688","'80.22460938","'66.11328125","'47.26562500","'48.53515625","'50.00000000",
"'85.98632813","'76.75781250","'82.71484375","'76.31835938","'79.39453125","'75.19531250","'72.55859375","'82.08007813","'70.50781250","'83.49609375","'79.88281250",
"'85.98632813","'53.56445313","'57.71484375","'53.27148438","'55.41992188","'52.49023438","'50.63476563","'57.32421875","'49.24316406","'58.30078125","'55.76171875",
