"'Table 4-Abies, fir: insects affecting","'cone and seed production","'",
"'Insect*","'Common name","'Host tree species",
"'Adelges piceae Ratz.","'balsam woolly aphid","'A. balsamea, fraseri",
"'Argyresthia fundella F.R.","'","'A. alba",
"'Asynapta sppt","'bract feeder","'A. concolor, lasiocarpa",
"'Barbara spp.","'fir cone moth","'A. alba, concolor, grandis, lasiocarpa, magnifica, nephrolepis",
"'Camptomyia spp.","'","'A. alba",
"'Cartodere spp.","'NOT_SELECTED -","'A. alba",
"'Cryptophagus (micrambe) abietis (Pay.)","'NOT_SELECTED","'A. alba",
"'Cydia bracteatana Fernald","'fin seed moth","'A. concolor",
"'Dasineura spp.","'fir seed midges","'A. concolor, grandis, lasiocarpa, procera",
"'Dendroctonus spp.","'","'A. guatemalensis",
"'Dioryctria spp.","'cone moth","'A. alba, amabilis, balsamea, A. cephalonica, A. concolor, A. grandis, nephrolepis, nordmanniana,",
"'","'","'A. pindrow, pinsapo",
"'Earomyia spp.","'seed maggot","'A. alba, concolor, grandis, lasiocarpa, magnifica,",
"'","'","'A. nordmanniana, procera",
"'Epinotia nigricana H.-S.","'NOT_SELECTED","'A. alba",
"'Eucosma siskiyouana Kearfott","'cone and seed miner","'A. concolor",
"'Evetria margarotana Wocke","'","'A. alba, borisii-regis, cephalonica, sibirica",
"'Hylemya spp.","'cone maggot","'A. bracteata, concolor, grandis, lasiocarpa, nephrolepis",
"'Lasiomma spp.","'fir cone maggot","'A. concolor, grandis, lasiocarpa, nephrolepis",
"'Laspeyresia spp.","'","'A. alba, borisii-regis, cephalonica, concolor, magnifica",
"'Leptoglossus occidentalis Heid.","'western conifer seed bug","'A. grandis",
"'Lestodiplosis holstei L.","'","'A. alba",
"'Lonchea viridana Meig.","'NOT_SELECTED","'A. alba, borisii-regis, cephalonica",
"'Lycoriella cellaris Leng","'NOT_SELECTED -","'A. alba",
"'Megastigmus spp.","'seed chalcid","'A. alba, amabilis, balsamea, borisii-regis,",
"'","'","'A. bracteata, cephalonica, concolor, fraseri, grandis, guatemalensis, A. lasiocarpa, magnifica, bornmuelleriana var. equitrojana A. sibirica pinsapo, procera,",
"'Pegohylemia spp.","'","'A. alba, balsamea",
"'Ptilinus fur L.","'","'A. alba",
"'Resseliella spp.","'cone scale midge","'A. alba, borisii-regis, cephalonica, cilicica, concolor,",
"'","'","'A. grandis, nordmanniana",
"'Spermatolonchaea viridana L.","'NOT_SELECTED","'A. cilicica",
"'Zeiraphera rufimitrana Foote","'NOT_SELECTED","'A. alba",
,,

'Confidence Scores % (Table Cell)
""'84.37500000","'84.37500000","'84.37500000",
"'95.11718750","'93.50585938","'95.75195313",
"'80.07812500","'78.71093750","'80.61523438",
"'67.08984375","'65.96679688","'67.52929688",
"'84.71679688","'83.30078125","'85.25390625",
"'92.91992188","'91.35742188","'93.55468750",
"'88.52539063","'87.01171875","'89.11132813",
"'89.74609375","'88.23242188","'90.33203125",
"'88.96484375","'87.45117188","'89.55078125",
"'87.06054688","'85.59570313","'87.64648438",
"'75.87890625","'74.60937500","'76.36718750",
"'69.09179688","'67.91992188","'69.53125000",
"'42.16308594","'41.45507813","'42.43164063",
"'53.12500000","'52.19726563","'53.46679688",
"'49.65820313","'42.06542969","'50.00000000",
"'33.34960938","'42.06542969","'33.56933594",
"'70.60546875","'69.38476563","'71.04492188",
"'82.56835938","'81.15234375","'83.10546875",
"'89.69726563","'88.18359375","'90.28320313",
"'91.25976563","'89.69726563","'91.84570313",
"'90.77148438","'89.25781250","'91.35742188",
"'82.32421875","'80.90820313","'82.86132813",
"'79.49218750","'78.17382813","'80.02929688",
"'79.44335938","'78.12500000","'79.98046875",
"'84.52148438","'83.10546875","'85.05859375",
"'72.55859375","'71.28906250","'72.99804688",
"'46.70410156","'45.92285156","'46.99707031",
"'40.67382813","'39.96582031","'40.91796875",
"'64.11132813","'63.03710938","'64.55078125",
"'58.49609375","'57.51953125","'58.88671875",
"'86.03515625","'53.66210938","'54.93164063",
"'86.03515625","'33.93554688","'34.74121094",
"'52.34375000","'51.46484375","'52.68554688",
"'79.83398438","'78.51562500","'80.37109375",
