"'Table 6-Abies,","'fir: cone and seed maturity indices identifying","'earliest collection date",
"'Species","'Cones","'Seeds",
"'A. amabilis","'Green with yellow tinge, turning gray or purple","'Seedcoat cream or tan; wing light brown/pale purple, with brown margin; megagametophyte opaque & firm; embryo yellow/yellow-green, 90% extended; rudimentary cotyledons well developed*",
"'A. balsamea","'Turning purple; moisture content < 60%","'",
"'A. concolor","'Specific gravity 0.85-0.96","'Wing uniform brown, deep magenta edge; seed detached/loosely attached to cone scale; embryo pale yellow-green, 9 of 10 fully elongated",
"'A. firma","'Turning yellow-brown, losing luster","'",
"'A. fraseri","'Blue-green turning brown","'Distinct seedcoat color visible",
"'A. grandis","'Light brown; specific gravity <0.90 In BC: turning gray or purple.","'Wing purple-brown (green-colored cones only); seed detached from cone scales In BC: seedcoat cream or tan; wing light brown/pale purple, with brown margin; megagametophyte opaque & firm; embryo yellow/yellow-green, 90% extended; rudimentary cotyledons well developed",
"'A. guatemalensis","'Turning dark green or purple; resin droplets visible on exterior","'Wings yellow",
"'A. homolepis","'Turning yellow-brown & losing luster","'",
"'A. lasiocarpa","'Green with yellow tinge, turning gray or purple","'Seedcoat cream or tan; wing light brown/ pale purple, brown margin; megagameto- phyte opaque & firm; embryo yellow/ yellow-green, 90% extended; rudimentary cotyledons well developed",
"'A. magnifica","'Specific gravity < 0.75.","'Wing uniform brown, deep Imagenta edge; detached/loosely attached to cone scale; embryo pale yellow-green, 8 of 10 fully elongated",
"'A. mariesii","'Turning brown & losing luster.","'",
"'A. procera","'Light brown; specific gravity < 0.90","'Wing uniform brown; detached from cone scale; embryo 90% extended & firm; crude fat content 25 mg/g dry weight",
"'A. sachalinensis","'Turning brown & losing luster","'",
"'A. veitchii","'Turning brown & losing luster","'-",
,,

'Confidence Scores % (Table Cell)
""'86.91406250","'86.91406250","'86.91406250",
"'92.57812500","'94.23828125","'95.01953125",
"'94.14062500","'95.80078125","'96.63085938",
"'64.01367188","'65.13671875","'65.67382813",
"'93.35937500","'95.01953125","'95.84960938",
"'65.18554688","'66.35742188","'66.94335938",
"'66.40625000","'67.62695313","'68.16406250",
"'83.15429688","'84.66796875","'85.35156250",
"'88.76953125","'90.38085938","'91.11328125",
"'76.17187500","'77.49023438","'78.17382813",
"'93.35937500","'95.01953125","'95.84960938",
"'92.13867188","'93.79882813","'94.58007813",
"'76.17187500","'77.49023438","'78.17382813",
"'94.14062500","'95.84960938","'96.67968750",
"'76.56250000","'77.92968750","'78.61328125",
"'92.28515625","'93.94531250","'94.72656250",
