"'Table I-Olea","'europaea, olive:","'fruit and seed","'data","'","'","'",
"'","'","'Fruits/wt","'Seed wt/metric","'ton of fruit","'","'Seeds/weight",
"'","'/kg","'","'kg","'lb","'Akg","'",
"'Small","'706","'320","'778","'353","'4,410","'2,000",
"'Medium","'198","'90","'584","'265","'1,654","'750",
"'Large","'99","'45","'485","'220","'992","'450",
"'","'","'","'","'","'","'",
,,,,,,

'Confidence Scores % (Table Cell)
"'92.77343750","'92.77343750","'92.77343750","'92.77343750","'92.77343750","'92.77343750","'92.77343750",
"'58.78906250","'89.74609375","'89.74609375","'92.72460938","'92.72460938","'88.37890625","'88.37890625",
"'58.78906250","'76.41601563","'81.44531250","'84.27734375","'81.88476563","'81.10351563","'81.78710938",
"'82.95898438","'76.12304688","'81.10351563","'83.93554688","'81.54296875","'80.76171875","'81.39648438",
"'72.70507813","'66.69921875","'71.04492188","'73.53515625","'71.43554688","'70.75195313","'71.33789063",
"'87.20703125","'79.98046875","'85.25390625","'88.23242188","'85.69335938","'84.86328125","'85.54687500",
"'56.29882813","'56.29882813","'56.29882813","'56.29882813","'56.29882813","'56.29882813","'56.29882813",
