"'Table 3-Pyrus, pear:","'seed properties","'","'","'","'","'","'",
"'","'Chilling","'Best","'","'Seed size","'","'","'",
"'","'requirement","'chilling","'Length","'Width","'L/W","'","'Seeds/wt",
"'Species","'(days)","'temp (C)","'(mm)","'(mm)","'ratio","'Ag","'",
"'P. amygdaliforms","'25-27","'7","'6.7","'4.2","'1.60","'24,000","'11,000",
"'P. betulifolia","'55-86","'4","'4.0","'2.3","'1.74","'90,000","'41,000",
"'P. calleryana","'30-87","'7","'5.2","'2.6","'2.00","'55,000","'25,000",
"'P. communis ssp. caucasica","'130","'4","'7.7","'4.2","'1.83","'40,000","'18,000",
"'P. communis (domestic)","'90","'4","'8.4","'4.8","'1.77","'22,000","'10,000",
"'P. cordata","'","'4","'4.6","'2.6","'1.77","'86,000","'39,000",
"'P. dimorphophylla","'65-88","'7","'5.2","'2.8","'1.86","'77,000","'35,000",
"'P. elaeagrifolia","'90-127","'4","'6.7","'4.2","'1.6","'22,000","'10,000",
"'P. fauriei","'38-88","'7","'4.7","'2.9","'1.62","'57,000","'26,000",
"'P. gharbiana","'60-78","'7","'4.6","'2.4","'1.92","'99,000","'45,000",
"'P. koehnii","'","'7","'4.4","'2.4","'1.83","'79,000","'36,000",
"'P. mamorensis","'50-58","'7","'8.9","'5.9","'1.51","'11,000","'5,000",
"'P. nivalis","'110","'4","'10.0","'4.3","'2.32","'18,000","'8,000",
"'P. pashia","'15-43","'10","'6.5","'3.1","'2.10","'55,000","'25,000",
"'P. pyrifolia","'120-170","'4","'8.7","'4.4","'1.98","'26,000","'12,000",
"'P. regelii","'","'","'11.3","'7.6","'1.49","'7,000","'3,000",
"'P. salicifolia","'","'4","'7.2","'4.6","'1.59","'24,000","'11,000",
"'P. syriaca","'","'7","'9.3","'6.2","'1.50","'9,000","'4,000",
"'P. ussuriensis","'100","'7","'7.4","'4.5","'1.64","'20,000","'9,000",
"'","'","'","'","'","'","'","'",
,,,,,,,

'Confidence Scores % (Table Cell)
"'91.11328125","'91.11328125","'91.11328125","'91.11328125","'91.11328125","'91.11328125","'91.11328125","'91.11328125",
"'96.63085938","'95.75195313","'96.14257813","'91.25976563","'91.25976563","'91.25976563","'95.70312500","'95.70312500",
"'96.63085938","'95.75195313","'96.14257813","'96.09375000","'97.41210938","'97.16796875","'95.70312500","'95.70312500",
"'96.63085938","'95.75195313","'96.14257813","'96.09375000","'97.41210938","'97.16796875","'91.79687500","'89.25781250",
"'92.28515625","'90.13671875","'91.16210938","'89.45312500","'92.33398438","'90.13671875","'91.99218750","'89.45312500",
"'86.47460938","'84.47265625","'85.40039063","'83.78906250","'86.52343750","'84.47265625","'86.18164063","'83.78906250",
"'90.52734375","'88.42773438","'89.45312500","'87.74414063","'90.57617188","'88.42773438","'90.28320313","'87.74414063",
"'90.13671875","'88.08593750","'89.06250000","'87.40234375","'90.18554688","'88.08593750","'89.89257813","'87.40234375",
"'89.45312500","'87.35351563","'88.37890625","'86.71875000","'89.50195313","'87.35351563","'89.16015625","'86.71875000",
"'89.55078125","'87.45117188","'88.47656250","'86.76757813","'89.59960938","'87.45117188","'89.25781250","'86.76757813",
"'88.13476563","'86.08398438","'87.06054688","'85.40039063","'88.18359375","'86.08398438","'87.84179688","'85.40039063",
"'88.47656250","'86.42578125","'87.40234375","'85.74218750","'88.47656250","'86.42578125","'88.18359375","'85.74218750",
"'89.69726563","'87.59765625","'88.57421875","'86.91406250","'89.74609375","'87.59765625","'89.40429688","'86.91406250",
"'89.59960938","'87.50000000","'88.52539063","'86.81640625","'89.64843750","'87.50000000","'89.30664063","'86.81640625",
"'89.45312500","'87.35351563","'88.37890625","'86.71875000","'89.50195313","'87.35351563","'89.16015625","'86.71875000",
"'88.96484375","'86.91406250","'87.89062500","'86.23046875","'89.01367188","'86.91406250","'88.72070313","'86.23046875",
"'88.37890625","'86.32812500","'87.30468750","'85.64453125","'88.37890625","'86.32812500","'88.08593750","'85.64453125",
"'88.42773438","'86.37695313","'87.35351563","'85.69335938","'88.42773438","'86.37695313","'88.13476563","'85.69335938",
"'87.84179688","'85.79101563","'86.76757813","'85.15625000","'87.89062500","'85.79101563","'87.54882813","'85.15625000",
"'88.72070313","'86.66992188","'87.64648438","'85.98632813","'88.76953125","'86.66992188","'88.47656250","'85.98632813",
"'86.86523438","'84.81445313","'85.79101563","'84.17968750","'86.86523438","'84.81445313","'86.57226563","'84.17968750",
"'86.13281250","'84.13085938","'85.10742188","'83.49609375","'86.18164063","'84.13085938","'85.88867188","'83.49609375",
"'93.70117188","'91.55273438","'92.57812500","'90.82031250","'93.75000000","'91.55273438","'93.40820313","'90.82031250",
"'44.84863281","'44.84863281","'44.84863281","'44.84863281","'44.84863281","'44.84863281","'44.84863281","'44.84863281",
