"'Table 3-Crataegus,","'hawthorn: seed yield data","'","'","'","'","'",
"'","'","'Seed","'wt/fruit wt","'Average","'cleaned seeds/wt","'",
"'Species","'Provenance","'kg/kg","'Ib/100 lb","'/kg","'/lb","'Samples",
"'C. chrysocarpa","'South Dakota","'-","'-","'21,500","'10,750","'I",
"'C. douglasii","'Washington, Idaho, Oregon","'0.15","'15.2","'45,200","'22,600","'6",
"'C. phaenopyrum","'","'-","'-","'59,600","'29,800","'I",
"'C. punctata","'Minnesota","'0.11","'11.3","'9,400","'4,700","'2",
"'C. sanguinea","'Russia","'0.15","'15.0","'-","'","'-",
"'C. succulenta","'-","'-","'-","'41,200","'20,600","'I",
,,,,,,

'Confidence Scores % (Table Cell)
""'91.65039063","'91.65039063","'91.65039063","'91.65039063","'91.65039063","'91.65039063","'91.65039063",
"'58.69140625","'56.20117188","'84.66796875","'84.66796875","'82.61718750","'82.61718750","'62.50000000",
"'58.69140625","'56.20117188","'88.23242188","'92.96875000","'93.11523438","'91.21093750","'62.50000000",
"'75.73242188","'78.36914063","'74.16992188","'78.12500000","'78.27148438","'76.61132813","'78.12500000",
"'77.53906250","'80.27343750","'75.92773438","'80.02929688","'80.12695313","'78.46679688","'80.02929688",
"'82.71484375","'85.59570313","'80.95703125","'85.35156250","'85.44921875","'83.69140625","'85.35156250",
"'83.54492188","'86.42578125","'81.78710938","'86.18164063","'86.32812500","'84.52148438","'86.18164063",
"'80.76171875","'83.59375000","'79.05273438","'83.34960938","'83.44726563","'81.68945313","'83.34960938",
"'43.79882813","'45.33691406","'42.87109375","'45.19042969","'45.26367188","'44.31152344","'45.19042969",
