"'Table 2-Cotinus,","'smoketree: seed pregermination","'treatments","'","'",
"'","'Scarification","'","'Stratification","'treatments",
"'Species","'in H2SO4 (min)","'Moist medium","'Temp (C)","'Days",
"'C. coggygria","'30","'Sand","'3","'45-60",
"'","'30/60","'Sphagnum moss","'5","'90",
"'","'20/80","'Peat","'3","'60-80",
"'C. obovatus","'20/40","'Plastic bag","'3","'60",
,,,,

'Confidence Scores % (Table Cell)
""'94.33593750","'94.33593750","'94.33593750","'94.33593750","'94.33593750",
"'73.38867188","'64.25781250","'78.12500000","'78.12500000","'78.12500000",
"'73.38867188","'64.25781250","'83.34960938","'86.03515625","'84.81445313",
"'48.53515625","'82.61718750","'77.68554688","'80.17578125","'79.05273438",
"'48.53515625","'79.10156250","'74.36523438","'76.75781250","'75.68359375",
"'48.53515625","'80.22460938","'75.43945313","'77.88085938","'76.75781250",
"'85.54687500","'89.84375000","'84.47265625","'87.20703125","'85.98632813",
