"","Genus_species","Original.Genus","Corrected.Genus","Family","Dormancy.Class","matched_name2"
"14938","Terminalia brassii","Terminalia","Terminalia","Combretaceae","ND","Terminalia brassii"
"14940","Terminalia brownii","Terminalia","Terminalia","Combretaceae","PD","Terminalia brownii"
"14942","Terminalia bucoidides","Terminalia","Terminalia","Combretaceae","PD","Terminalia bucidoides"
"14944","Terminalia calamansanai","Terminalia","Terminalia","Combretaceae","ND","Terminalia calamansanai"
"14946","Terminalia catappa","Terminalia","Terminalia","Combretaceae","PD","Terminalia catappa"
"14948","Terminalia chebula","Terminalia","Terminalia","Combretaceae","PD","Terminalia chebula"
"14950","Terminalia chebula","Terminalia","Terminalia","Combretaceae","ND","Terminalia chebula"
"14954","Terminalia citrina","Terminalia","Terminalia","Combretaceae","PD","Terminalia citrina"
"14956","Terminalia dichotoma","Terminalia","Terminalia","Combretaceae","PD","Terminalia dichotoma"
"14958","Terminalia fagifolia","Terminalia","Terminalia","Combretaceae","PD","Terminalia fagifolia"
"14960","Terminalia ferdinandiana","Terminalia","Terminalia","Combretaceae","PD","Terminalia ferdinandiana"
"14962","Terminalia ferdinandiana","Terminalia","Terminalia","Combretaceae","ND","Terminalia ferdinandiana"
"14964","Terminalia ivorensis","Terminalia","Terminalia","Combretaceae","ND","Terminalia ivorensis"
"14966","Terminalia ivorensis","Terminalia","Terminalia","Combretaceae","PD","Terminalia ivorensis"
"14970","Terminalia kuhlmannii","Terminalia","Terminalia","Combretaceae","PD","Terminalia kuhlmannii"
"14972","Terminalia latipes","Terminalia","Terminalia","Combretaceae","PD","Terminalia latipes"
"14974","Terminalia lucida","Terminalia","Terminalia","Combretaceae","PD","Terminalia lucida"
"14976","Terminalia manii","Terminalia","Terminalia","Combretaceae","ND","Terminalia manii"
"14978","Terminalia microcarpa","Terminalia","Terminalia","Combretaceae","PD","Terminalia microcarpa"
"14980","Terminalia mucronata","Terminalia","Terminalia","Combretaceae","ND","Terminalia mucronata"
"14982","Terminalia myriocarpa","Terminalia","Terminalia","Combretaceae","ND","Terminalia myriocarpa"
"14986","Terminalia oblonga","Terminalia","Terminalia","Combretaceae","PD","Terminalia oblonga"
"14988","Terminalia phellocarpa","Terminalia","Terminalia","Combretaceae","PD","Terminalia phellocarpa"
"14990","Terminalia platyphylla","Terminalia","Terminalia","Combretaceae","PD","Terminalia platyphylla"
"14992","Terminalia procera","Terminalia","Terminalia","Combretaceae","ND","Terminalia procera"
"14994","Terminalia prunoides","Terminalia","Terminalia","Combretaceae","PD","Terminalia prunioides"
"14996","Terminalia pterocarya","Terminalia","Terminalia","Combretaceae","PD","Terminalia pterocarya"
"14998","Terminalia rostrata","Terminalia","Terminalia","Combretaceae","PD","Terminalia rostrata"
"15000","Terminalia sericea","Terminalia","Terminalia","Combretaceae","PD","Terminalia sericea"
"15002","Terminalia seriocarpa","Terminalia","Terminalia","Combretaceae","ND","Terminalia sericocarpa"
"15004","Terminalia subspathulata","Terminalia","Terminalia","Combretaceae","ND","Terminalia subspathulata"
"15006","Terminalia superba","Terminalia","Terminalia","Combretaceae","PD","Terminalia superba"
"15010","Terminalia tomentosa","Terminalia","Terminalia","Combretaceae","PD","Terminalia tomentosa"
"15012","Terminalia triflora","Terminalia","Terminalia","Combretaceae","ND","Terminalia triflora"
"15014","Ternstroemia bancana","Ternstroemia","Ternstroemia","Pentaphylacaceae","ND","Ternstroemia bancana"
"15015","Ternstroemia brasiliensis","Ternstroemia","Ternstroemia","Pentaphylacaceae","PD","Ternstroemia brasiliensis"
"15016","Ternstroemia brasiliensis","Ternstroemia","Ternstroemia","Pentaphylacaceae","ND","Ternstroemia brasiliensis"
"15019","Ternstroemia gymnanthera","Ternstroemia","Ternstroemia","Pentaphylacaceae","PD","Ternstroemia gymnanthera"
"15020","Ternstroemia japonica","Ternstroemia","Ternstroemia","Pentaphylacaceae","PD","Ternstroemia japonica"
"15021","Ternstroemia lineata","Ternstroemia","Ternstroemia","Pentaphylacaceae","PD","Ternstroemia lineata"
"15022","Ternstroemia luteoflora","Ternstroemia","Ternstroemia","Pentaphylacaceae","PD","Ternstroemia luteoflora"
"15023","Ternstroemia wallichiana","Ternstroemia","Ternstroemia","Pentaphylacaceae","PD","Ternstroemia wallichiana"
"15024","Tersonia cyathiflora","Tersonia","Tersonia","Gyrostemonaceae","PD","Tersonia cyathiflora"
"15026","Tetracarpidium conophorum","Tetracarpidium","Tetracarpidium","Euphorbiaceae","PD","Tetracarpidium conophorum"
"15028","Tetracera nordtiana","Tetracera","Tetracera","Dilleniaceae","MPD","Tetracera nordtiana"
"15030","Tetradium glabrifolium","Tetradium","Tetradium","Rutaceae","PD","Tetradium glabrifolium"
"15031","Tetragastris balsamifera","Tetragastris","Tetragastris","Burseraceae","PD","Tetragastris balsamifera"
"15033","Tetragonia arbuscula","Tetragonia","Tetragonia","Aizoaceae","PD","Tetragonia arbuscula"
"15034","Tetragonia echinata","Tetragonia","Tetragonia","Aizoaceae","PD","Tetragonia echinata"
"15035","Tetragonia microptera","Tetragonia","Tetragonia","Aizoaceae","PD","Tetragonia microptera"
"15036","Tetrameles nudiflora","Tetrameles","Tetrameles","Tetramelaceae","ND","Tetrameles nudiflora"
"15037","Tetramerista glabra","Tetramerista","Tetramerista","Tetrameristaceae","PD","Tetramerista glabra"
"15038","Tetramolopium arenarium","Tetramolopium","Tetramolopium","Asteraceae","PD","Tetramolopium arenarium"
"15039","Tetramolopium consanguineum","Tetramolopium","Tetramolopium","Asteraceae","PD","Tetramolopium consanguineum"
"15040","Tetramolopium filiforme","Tetramolopium","Tetramolopium","Asteraceae","PD","Tetramolopium filiforme"
"15041","Tetramolopium humile","Tetramolopium","Tetramolopium","Asteraceae","PD","Tetramolopium humile"
"15042","Tetramolopium lepidotum","Tetramolopium","Tetramolopium","Asteraceae","PD","Tetramolopium lepidotum"
"15043","Tetrapathaea tetrandra","Tetrapathaea","Tetrapathaea","Passifloraceae","PD","Tetrapathaea tetrandra"
"15044","Tetraplasandra sp.","Tetraplasandra","Tetraplasandra","Araliaceae","MPD","Tetraplasandra sp."
"15045","Tetrapleura chevalieri","Tetrapleura","Tetrapleura","Fabaceae","ND","Tetrapleura chevalieri"
"15046","Tetrapleura tetraptera","Tetrapleura","Tetrapleura","Fabaceae","PY","Tetrapleura tetraptera"
"15047","Tetrapleura tetraptera","Tetrapleura","Tetrapleura","Fabaceae","ND","Tetrapleura tetraptera"
"15048","Tetraria capillaris","Tetraria","Tetraria","Cyperaceae","PD","Tetraria capillaris"
"15050","Tetraria octandra","Tetraria","Tetraria","Cyperaceae","PD","Tetraria octandra"
"15052","Tetrarrhaena laevis","Tetrarrhaena","Ehrharta","Poaceae","PD","Tetrarrhena laevis"
"15053","Tetratheca efoliata","Tetratheca","Tetratheca","Elaeocarpaceae","MPD","Tetratheca efoliata"
"15055","Tetratheca hirsuta","Tetratheca","Tetratheca","Elaeocarpaceae","MPD","Tetratheca hirsuta"
"15057","Tetratheca juncea","Tetratheca","Tetratheca","Elaeocarpaceae","MPD","Tetratheca juncea"
"15059","Tetratheca setigera","Tetratheca","Tetratheca","Elaeocarpaceae","PD","Tetratheca setigera"
"15061","Tetrorchidium didymostemon","Tetrorchidium","Tetrorchidium","Euphorbiaceae","ND","Tetrorchidium didymostemon"
"15063","Teucrium carolipaui","Teucrium","Teucrium","Lamiaceae","ND","Teucrium carolipaui"
"15064","Teucrium carolipaui","Teucrium","Teucrium","Lamiaceae","PD","Teucrium carolipaui"
"15065","Teucrium lepicephalum","Teucrium","Teucrium","Lamiaceae","ND","Teucrium lepicephalum"
"15066","Teucrium libanitis","Teucrium","Teucrium","Lamiaceae","ND","Teucrium libanitis"
"15067","Teucrium oxylepis","Teucrium","Teucrium","Lamiaceae","PD","Teucrium oxylepis"
"15068","Teucrium polium","Teucrium","Teucrium","Lamiaceae","PD","Teucrium polium"
"15069","Teucrium pumilum","Teucrium","Teucrium","Lamiaceae","ND","Teucrium pumilum"
"15070","Teucrium pumilum","Teucrium","Teucrium","Lamiaceae","PD","Teucrium pumilum"
"15071","Teucrium scorodonia","Teucrium","Teucrium","Lamiaceae","PD","Teucrium scorodonia"
"15072","Teucrium turredanum","Teucrium","Teucrium","Lamiaceae","ND","Teucrium turredanum"
"15073","Thalassia hemprichii","Thalassia","Thalassia","Hydrocharitaceae","ND","Thalassia hemprichii"
"15074","Thalassia testudinum","Thalassia","Thalassia","Hydrocharitaceae","ND","Thalassia testudinum"
"15075","Thalictrum alpinum","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum alpinum"
"15076","Thalictrum baicalense","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum baicalense"
"15077","Thalictrum chelidonii","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum chelidonii"
"15078","Thalictrum dasycarpum","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum dasycarpum"
"15079","Thalictrum flavum","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum flavum"
"15081","Thalictrum minus","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum minus"
"15082","Thalictrum mirabile","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum mirabile"
"15083","Thalictrum przewalskii","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum przewalskii"
"15084","Thalictrum rutifolium","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum rutifolium"
"15085","Thalictrum simplex","Thalictrum","Thalictrum","Ranunculaceae","MPD","Thalictrum simplex"
"15086","Thalictrum uncatum","Thalictrum","Thalictrum","Ranunculaceae","MD","Thalictrum uncatum"
"15087","Thamnochortus bachmannii","Thamnochortus","Thamnochortus","Restionaceae","PD","Thamnochortus bachmannii"
"15088","Thamnochortus cinereus","Thamnochortus","Thamnochortus","Restionaceae","PD","Thamnochortus cinereus"
"15090","Thamnochortus pellucidus","Thamnochortus","Thamnochortus","Restionaceae","PD","Thamnochortus pellucidus"
"15091","Thamnochortus punctatus","Thamnochortus","Thamnochortus","Restionaceae","PD","Thamnochortus punctatus"
"15092","Thamnochortus spicigerus","Thamnochortus","Thamnochortus","Restionaceae","PD","Thamnochortus spicigerus"
"15093","Thamnochortus sporadicus","Thamnochortus","Thamnochortus","Restionaceae","PD","Thamnochortus sporadicus"
"15094","Thaspium barbinode","Thaspium","Thaspium","Apiaceae","MPD","Thaspium barbinode"
"15095","Thaspium pinnatifidum","Thaspium","Thaspium","Apiaceae","MPD","Thaspium pinnatifidum"
"15096","Thelocactus conothelos","Thelocactus","Thelocactus","Cactaceae","PD","Thelocactus conothelos"
"15098","Thelocactus conothelos","Thelocactus","Thelocactus","Cactaceae","ND","Thelocactus conothelos"
"15100","Themeda australis","Themeda","Themeda","Poaceae","PD","Themeda australis"
"15101","Themeda tremula","Themeda","Themeda","Poaceae","PD","Themeda tremula"
"15102","Themeda triandra","Themeda","Themeda","Poaceae","PD","Themeda triandra"
"15103","Theobroma cacao","Theobroma","Theobroma","Malvaceae","ND","Theobroma cacao"
"15104","Theobroma grandiflorum","Theobroma","Theobroma","Malvaceae","ND","Theobroma grandiflorum"
"15105","Theobroma speciosum","Theobroma","Theobroma","Malvaceae","ND","Theobroma speciosum"
"15106","Thermopsis lanceolata","Thermopsis","Thermopsis","Fabaceae","PY","Thermopsis lanceolata"
"15107","Thermopsis lanceolatus","Thermopsis","Thermopsis","Fabaceae","PY","Thermopsis lanceolata"
"15108","Thermopsis lupinoides","Thermopsis","Thermopsis","Fabaceae","PY","Thermopsis lupinoides"
"15109","Thermopsis lupinoides","Thermopsis","Thermopsis","Fabaceae","PYPD","Thermopsis lupinoides"
"15110","Thermopsis macrophylla","Thermopsis","Thermopsis","Fabaceae","PY","Thermopsis macrophylla"
"15111","Thermopsis rhombifolia","Thermopsis","Thermopsis","Fabaceae","PY","Thermopsis rhombifolia"
"15112","Thermopsis turcica","Thermopsis","Thermopsis","Fabaceae","PY","Thermopsis turcica"
"15113","Thespesia grandiflora","Thespesia","Thespesia","Malvaceae","ND","Thespesia grandiflora"
"15114","Thespesia lampas","Thespesia","Thespesia","Malvaceae","PY","Thespesia lampas"
"15115","Thespesia populnea","Thespesia","Thespesia","Malvaceae","PY","Thespesia populnea"
"15117","Thespesia populnea","Thespesia","Thespesia","Malvaceae","ND","Thespesia populnea"
"15120","Thespesia speciosissima","Thespesia","Thespesia","Malvaceae","PY","Thespesia"
"15121","Thevetia ahouai","Thevetia","Thevetia","Apocynaceae","PD","Thevetia ahouai"
"15122","Thevetia peruviana","Thevetia","Thevetia","Apocynaceae","PD","Thevetia peruviana"
"15124","Thieleodoxa lanceolata","Thieleodoxa","Cordiera","Rubiaceae","ND","Thieleodoxa lanceolata"
"15125","Thinouia myriantha","Thinouia","Thinouia","Sapindaceae","PY","Thinouia myriantha"
"15126","Thlaspi arvense","Thlaspi","Thlaspi","Brassicaceae","PD","Thlaspi arvense"
"15127","Thlaspi perfoliatum","Thlaspi","Thlaspi","Brassicaceae","PD","Thlaspi perfoliatum"
"15128","Thomasia angustifolia","Thomasia","Thomasia","Malvaceae","PY","Thomasia angustifolia"
"15129","Thomasia foliosa","Thomasia","Thomasia","Malvaceae","PY","Thomasia foliosa"
"15130","Thomasia glutinosa","Thomasia","Thomasia","Malvaceae","PY","Thomasia glutinosa"
"15131","Thomasia macrocarpa","Thomasia","Thomasia","Malvaceae","PY","Thomasia macrocarpa"
"15132","Thomasia montana","Thomasia","Thomasia","Malvaceae","PY","Thomasia montana"
"15133","Thomasia solanacea","Thomasia","Thomasia","Malvaceae","PY","Thomasia solanacea"
"15134","Thomasia triphylla","Thomasia","Thomasia","Malvaceae","PY","Thomasia triphylla"
"15135","Thrasya glaziovii","Thrasya","Thrasya","Poaceae","PD","Thrasya glaziovii"
"15136","Threlkeldia diffusa","Threlkeldia","Threlkeldia","Amaranthaceae","PD","Threlkeldia diffusa"
"15137","Thrinax morrisii","Thrinax","Thrinax","Arecaceae","MPD","Thrinax morrisii"
"15139","Thrinax radiata","Thrinax","Thrinax","Arecaceae","MPD","Thrinax radiata"
"15140","Thryallis glauca","Thryallis","Thryallis","Malpighiaceae","PD","Thryallis glauca"
"15141","Thryptomene australis","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene australis"
"15142","Thryptomene baeckeaceae","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene baeckeacea"
"15143","Thryptomene calycina","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene calycina"
"15144","Thryptomene denticulata","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene denticulata"
"15145","Thryptomene hyporhytis","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene hyporhytis"
"15146","Thryptomene johnsonii","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene johnsonii"
"15147","Thryptomene mucronulata","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene mucronulata"
"15148","Thryptomene racemulosa","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene racemulosa"
"15149","Thryptomene saxicola","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene saxicola"
"15150","Thryptomene stronglylophylla","Thryptomene","Thryptomene","Myrtaceae","PD","Thryptomene strongylophylla"
"15151","Thuja occidentalis","Thuja","Thuja","Cupressaceae","PD","Thuja occidentalis"
"15153","Thuja plicata","Thuja","Thuja","Cupressaceae","ND","Thuja plicata"
"15155","Thymelaea hirsuta","Thymelaea","Thymelaea","Thymelaeaceae","PD","Thymelaea hirsuta"
"15156","Thymophylla tephroleuca","Thymophylla","Thymophylla","Asteraceae","PD","Thymophylla tephroleuca"
"15157","Thymus daenensis","Thymus","Thymus","Lamiaceae","PD","Thymus daenensis"
"15158","Thymus funkii","Thymus","Thymus","Lamiaceae","PD","Thymus funkii"
"15159","Thymus mastichina","Thymus","Thymus","Lamiaceae","PD","Thymus mastichina"
"15160","Thymus mongolicus","Thymus","Thymus","Lamiaceae","PD","Thymus mongolicus"
"15161","Thymus origanoides","Thymus","Thymus","Lamiaceae","PD","Thymus origanoides"
"15162","Thymus polytrichus","Thymus","Thymus","Lamiaceae","ND","Thymus polytrichus"
"15163","Thymus serpyllum","Thymus","Thymus","Lamiaceae","PD","Thymus serpyllum"
"15164","Thymus vulgaris","Thymus","Thymus","Lamiaceae","PD","Thymus vulgaris"
"15165","Thymus zygis","Thymus","Thymus","Lamiaceae","PD","Thymus zygis"
"15166","Thyridolepis mitchelliana","Thyridolepis","Thyridolepis","Poaceae","PD","Thyridolepis mitchelliana"
"15167","Thyrsodium spruceanum","Thyrsodium","Thyrsodium","Anacardiaceae","PD","Thyrsodium spruceanum"
"15168","Thysanotus aspera","Thysanotus","Thysanotus","Asparagaceae","MPD","Thysanotus aspera"
"15169","Thysanotus dichotomus","Thysanotus","Thysanotus","Asparagaceae","MPD","Thysanotus dichotomus"
"15170","Thysanotus multiflorus","Thysanotus","Thysanotus","Asparagaceae","MPD","Thysanotus multiflorus"
"15171","Thysanotus patersonii","Thysanotus","Thysanotus","Asparagaceae","MPD","Thysanotus patersonii"
"15172","Thysanotus sparteus","Thysanotus","Thysanotus","Asparagaceae","MPD","Thysanotus sparteus"
"15173","Thysanotus tenellus","Thysanotus","Thysanotus","Asparagaceae","MPD","Thysanotus tenellus"
"15174","Thysanotus triandrus","Thysanotus","Thysanotus","Asparagaceae","MPD","Thysanotus triandrus"
"15175","Tiarella cordifolia","Tiarella","Tiarella","Saxifragaceae","PD","Tiarella cordifolia"
"15176","Tiarella trifoliata","Tiarella","Tiarella","Saxifragaceae","PD","Tiarella trifoliata"
"15177","Tibetia himalaica","Tibetia","Tibetia","Fabaceae","PY","Tibetia himalaica"
"15178","Tibouchina andolleana","Tibouchina","Tibouchina","Melastomataceae","PD","Tibouchina candolleana"
"15179","Tibouchina gracilis","Tibouchina","Tibouchina","Melastomataceae","PD","Tibouchina gracilis"
"15180","Tibouchina granulosa","Tibouchina","Tibouchina","Melastomataceae","PD","Tibouchina granulosa"
"15181","Tibouchina longifolia","Tibouchina","Tibouchina","Melastomataceae","ND","Tibouchina longifolia"
"15182","Tibouchina multiflora","Tibouchina","Tibouchina","Melastomataceae","ND","Tibouchina multiflora"
"15183","Tibouchina urvilleana","Tibouchina","Tibouchina","Melastomataceae","ND","Tibouchina urvilleana"
"15184","Tieghemella africana","Tieghemella","Tieghemella","Sapotaceae","PD","Tieghemella africana"
"15185","Tilia americana","Tilia","Tilia","Malvaceae","PYPD","Tilia americana"
"15186","Tilia cordata","Tilia","Tilia","Malvaceae","PYPD","Tilia cordata"
"15187","Tilia europaea","Tilia","Tilia","Malvaceae","PYPD","Tilia europaea"
"15188","Tilia houghii","Tilia","Tilia","Malvaceae","PD","Tilia houghii"
"15189","Tilia japonica","Tilia","Tilia","Malvaceae","PYPD","Tilia japonica"
"15190","Tilia platypyllos","Tilia","Tilia","Malvaceae","PYPD","Tilia platyphyllos"
"15191","Tilia tomentosa","Tilia","Tilia","Malvaceae","PYPD","Tilia tomentosa"
"15192","Tillandsia brachycaulos","Tillandsia","Tillandsia","Bromeliaceae","ND","Tillandsia brachycaulos"
"15193","Tillandsia deppeanaE","Tillandsia","Tillandsia","Bromeliaceae","MPD","Tillandsia deppeanaE"
"15194","Tillandsia eiziiE","Tillandsia","Tillandsia","Bromeliaceae","MD","Tillandsia eiziiE"
"15195","Tillandsia geminiflora","Tillandsia","Tillandsia","Bromeliaceae","ND","Tillandsia geminiflora"
"15196","Tillandsia junceaE","Tillandsia","Tillandsia","Bromeliaceae","MPD","Tillandsia junceaE"
"15197","Tillandsia magnusiana","Tillandsia","Tillandsia","Bromeliaceae","ND","Tillandsia magnusiana"
