"datasetID","study","entered.by","genus","species","variety","woody","crop","source.population","provenance.lat","provenance.long","provenance.altitude","continent","no.indiv.collected","year.collected","year.germination","storage.type","storage.time","storage.humidity","storage.temp","treatment","chill.temp","chill.duration","germ.temp","other.treatment","photoperiod","chemical","chemical.concent","trt.duration","scarification","scarif.type","soaking","soaked.in","soaking.duration","seed.mass.given","respvar","response","error.type","resp.error","reps","n.per.rep","germ.duration","germ.time.zero","figure","Notes","sp.name"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","82.828999999999994",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","92.388000000000005",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","92.643000000000001",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","90.603999999999999",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","90.221000000000004",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","91.623000000000005",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","87.671999999999997",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","75.308999999999997",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","86.143000000000001",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","87.162000000000006",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","86.397999999999996",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","86.143000000000001",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","84.358000000000004",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","86.015000000000001",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","87.29",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","82.701999999999998",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","89.328999999999994",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","88.947000000000003",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","84.995999999999995",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","81.427000000000007",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","81.3",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","86.143000000000001",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","90.603999999999999",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","91.241",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","86.78",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","92.388000000000005",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","91.367999999999995",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","92.643000000000001",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Sand.XS","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","76.710999999999999",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Sand.XS","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","88.691999999999993",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Sand.XS","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","91.878",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Sand.XS","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","87.927000000000007",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Sand.XS","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","87.29",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Sand.XS","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","89.201999999999998",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"Sand.XS","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","35.994999999999997",NA,NA,"4","100","21","end of treatment","1A",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","Hawk Hills","57.583333000000003","117.61667","305","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.10%","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","51.984999999999999",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.10%","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","52.63",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.10%","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","42.954999999999998",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.10%","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","51.555",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.10%","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","50.48",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.10%","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","42.524000000000001",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.10%","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","53.92",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.20%","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","51.77",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.20%","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","51.984999999999999",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.20%","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","49.19",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.20%","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","50.48",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.20%","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","58.220999999999997",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.20%","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","53.704999999999998",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.20%","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","66.391000000000005",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","73.701999999999998",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","80.796999999999997",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","79.507000000000005",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","81.012",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","79.936999999999998",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","74.561999999999998",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.25%","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","73.057000000000002",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","64.671000000000006",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","71.552000000000007",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","74.132000000000005",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","70.046000000000006",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","66.176000000000002",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","52.2",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.30%","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","53.92",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","68.325999999999993",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","68.111000000000004",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","70.260999999999996",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","69.831000000000003",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","68.540999999999997",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","53.06",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"moist.content.fresh.weight.40%","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","53.49",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","7","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","70.046000000000006",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","14","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","70.046000000000006",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","21","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","80.152000000000001",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","28","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","77.787000000000006",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","35","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","72.626999999999995",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","56","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","66.391000000000005",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
"downie98","exp1","JN","Picea","glauca",NA,"Y","N","High Level","58.466670000000001","117.26667","341","North America",NA,"1979",NA,NA,NA,NA,NA,"Box.XS","5","84","30/20",NA,"8",NA,NA,NA,"N",NA,"N",NA,NA,"Y","per.germ","70.906000000000006",NA,NA,"4","100","21","end of treatment","1B",NA,"Picea glauca"
