"datasetID","study","entered.by","genus","species","variety","woody","crop","source.population","provenance.lat","provenance.long","provenance.altitude","continent","no.indiv.collected","year.collected","year.germination","storage.type","storage.time","storage.humidity","storage.temp","treatment","chill.temp","chill.duration","germ.temp","other.treatment","photoperiod","chemical","chemical.concent","trt.duration","scarification","scarif.type","soaking","soaked.in","soaking.duration","seed.mass.given","respvar","response","error.type","resp.error","reps","n.per.rep","germ.duration","germ.time.zero","figure","Notes","chillTemp","chillDuration","chillTempUnc","chillTempCycle","chillLightCycle","germTempGen","germTemp","germDuration","germTempClass","germTempDay","germTempNight","germPhotoperiod","germPhotoperiodDay","germPhotoperiodNight","scarifTypeGen","scarifTypeSpe","chemicalCor","storageType","storageDetails","storageTemp","storageDuration","responseVar","responseValueNum","responseErrorType","photoperiodCor","treatmentOverview","chemicalConcent","chemicalConcentUnit","datasetIDstudy","latbi","provLatLon","provLatLonAlt"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice Agro-Lig Micro Fine(humic acids with particles sizes between 0.075-0.85 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","26","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",26,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice Agro-Lig Micro Fine(humic acids with particles sizes between 0.075-0.85 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","8","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",8,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice Agro-Lig Greens Grade (humic acids with particles sizes between 0.212-1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","36","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",36,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice Agro-Lig Greens Grade (humic acids with particles sizes between 0.212-1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","13","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",13,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice Agro-Lig Greens Grade (humic acids with particles sizes between 0.212-1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","46","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",46,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice Agro-Lig Greens Grade (humic acids with particles sizes between 0.212-1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","22","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",22,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice Agro-Lig Greens Grade (humic acids with particles sizes between 0.212-1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","29","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",29,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice Agro-Lig Greens Grade (humic acids with particles sizes between 0.212-1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","17","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",17,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice sand (""Play Sand"" with particles sizes < 1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","39","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",39,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice sand (""Play Sand"" with particles sizes < 1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","14","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",14,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice sand (""Play Sand"" with particles sizes < 1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","56","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",56,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice sand (""Play Sand"" with particles sizes < 1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","25","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",25,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice sand (""Play Sand"" with particles sizes < 1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","42","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",42,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice sand (""Play Sand"" with particles sizes < 1.29 mm) ","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","19","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",19,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice cat litter","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","48","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",48,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice cat litter","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","17","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",17,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice cat litter","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","41","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",41,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice cat litter","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","21","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",21,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice cat litter","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","27","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",27,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice cat litter","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","13","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",13,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice peat moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","59","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",59,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice peat moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","21","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",21,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice peat moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","59","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",59,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice peat moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","27","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",27,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice peat moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","29","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",29,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice peat moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","17","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",17,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice living sphagnum moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","30","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",30,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","28","21/15","chilling conducted on soil matrice living sphagnum moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","12","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","28",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",12,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice living sphagnum moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","42","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",42,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","chilling conducted on soil matrice living sphagnum moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","22","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",22,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice living sphagnum moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","23","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",23,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","84","21/15","chilling conducted on soil matrice living sphagnum moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","13","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center","4","84",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",13,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","control",NA,NA,"21/15",NA,"8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","24","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center",NA,NA,NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",24,"not specified","light","control","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","control",NA,NA,"21/15",NA,"8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","6","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center",NA,NA,NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",6,"not specified","light","control","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","control",NA,NA,"21/15",NA,"8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","24","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center",NA,NA,NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",24,"not specified","light","control","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","control",NA,NA,"21/15",NA,"8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","6","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center",NA,NA,NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",6,"not specified","light","control","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","control",NA,NA,"21/15",NA,"8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","24","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center",NA,NA,NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",24,"not specified","light","control","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","procera",NA,"Y","N","Fraser Valley, BC, Canada","49","-121.5","1220","North America",NA,"1982",NA,"airtight plastic bags ",NA,NA,"-20","control",NA,NA,"21/15",NA,"8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","6","not specified",NA,"3","50","30","after treatment","Table 2","seeds are from the BC Ministry of Forests Tree Seed Center",NA,NA,NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",6,"not specified","light","control","0",NA,"ma03exp1","Abies_procera","49 -121.5","49 -121.5 1220"
"ma03","exp1","SC","Abies","amabilis",NA,"Y","N","Surrey, BC, Canada","49.13333333","-122.75","1415","North America",NA,"1985",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","4 weeks of normal moist chilling, then 4 weeks of moist chilling on soil matrice peat moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","per.germ","76","not specified",NA,"3","50","30","after treatment","Table 3","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"percent.germ",76,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_amabilis","49.13333333 -122.75","49.13333333 -122.75 1415"
"ma03","exp1","SC","Abies","amabilis",NA,"Y","N","Surrey, BC, Canada","49.13333333","-122.75","1415","North America",NA,"1985",NA,"airtight plastic bags ",NA,NA,"-20","moist chilling","4","56","21/15","4 weeks of normal moist chilling, then 4 weeks of moist chilling on soil matrice peat moss","8",NA,NA,NA,"N",NA,"Y","water","4320","Y","germ.rt","41","not specified",NA,"3","50","30","after treatment","Table 3","seeds are from the BC Ministry of Forests Tree Seed Center","4","56",NA,NA,NA,"17","21/15","30","alternating","21","15","8/16","8","16",NA,NA,NA,"airtight","plastic","-20",NA,"germ.rate",41,"not specified","light","moist chilling","0",NA,"ma03exp1","Abies_amabilis","49.13333333 -122.75","49.13333333 -122.75 1415"
