"rowID","pdf_page_number","pdf_table_number","genus_name","species_name","variety","seed_type","seed_source","medium","pregermination_treatment_time_minutes","pregermination_treatment_hot_water_soak_C","pretreatment","cold_stratification_temp_C","warm_stratification_days","cold_stratification_days","dailyl_light_hours","day_temp_celsius","night_temp_celsius","temp_unspecified_time_of_day_celsius","test_duration_in_days","samples","warm_stratification_temp_C","Notes","latbi","pretreatmentChill","pretreatmentChillDuration","scarifTypeGen","scarifTypeSpe","avg_germination_percen","photoperiodCor","responseType","responseValue","responseVarClean","X","chillDurationMin","chillDurationMax","pretrtChillDurationMin","pretrtChillDurationMax","chillTempMin","chillTempMax","responseValueMin","responseValueMax","pregermTrtMin","pregermTrtMax","photoperiodMin","photoperiodMax","tempDayMin","tempDayMax","tempNightMin","tempNightMax","testDurMin","testDurMax","samplesMin","samplesMax","warmTempMin","warmTempMax","unspecTempMin","unspecTempMax","warmDurationMin","warmDurationMax","responseValueAvg","pregermTrtAvg","coldStratDurAvg","pretrtChillDurAvg","photoperiodAvg","tempDayAvg","tempNightAvg","testDurAvg","samplesAvg"
335,"966","6","Ribes","oxyacanthoides","var. irriguum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","0 to 5","90",NA,NA,NA,"Ribes_oxyacanthoides","N",NA,NA,NA,NA,NA,"percent.germ.total","79","percent.germ","524",NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,20,NA,0,NA,90,NA,NA,NA,NA,NA,"0","5",NA,NA,79,NA,NA,NA,NA,20,0,90,NA
335,"966","6","Ribes","oxyacanthoides","var. irriguum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","0 to 5","90",NA,NA,NA,"Ribes_oxyacanthoides","N",NA,NA,NA,NA,NA,"germ.capacity","81","percent.germ","525",NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,20,NA,0,NA,90,NA,NA,NA,NA,NA,"0","5",NA,NA,81,NA,NA,NA,NA,20,0,90,NA
336,"966","6","Ribes","roezlii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","0","100 to 150","200",NA,NA,"Ribes_roezlii","N",NA,NA,NA,NA,NA,"percent.germ.total","80","percent.germ","526",NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,20,NA,0,NA,100,150,200,NA,NA,NA,"0",NA,NA,NA,80,NA,NA,NA,NA,20,0,125,200
336,"966","6","Ribes","roezlii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","0","100 to 150","200",NA,NA,"Ribes_roezlii","N",NA,NA,NA,NA,NA,"germ.capacity","87","percent.germ","527",NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,20,NA,0,NA,100,150,200,NA,NA,NA,"0",NA,NA,NA,87,NA,NA,NA,NA,20,0,125,200
337,"966","6","Ribes","rotundifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","-2 to 0","90","10",NA,NA,"Ribes_rotundifolium","N",NA,NA,NA,NA,NA,"percent.germ.total","80","percent.germ","528",NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,20,NA,0,NA,90,NA,10,NA,NA,NA,"-2","0",NA,NA,80,NA,NA,NA,NA,20,0,90,10
337,"966","6","Ribes","rotundifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","-2 to 0","90","10",NA,NA,"Ribes_rotundifolium","N",NA,NA,NA,NA,NA,"germ.capacity","81","percent.germ","529",NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,20,NA,0,NA,90,NA,10,NA,NA,NA,"-2","0",NA,NA,81,NA,NA,NA,NA,20,0,90,10
338,"966","6","Ribes","sanguineum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","0 to 2","100 to 140","55",NA,NA,"Ribes_sanguineum","N",NA,NA,NA,NA,NA,"percent.germ.total","61","percent.germ","530",NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,20,NA,0,NA,100,140,55,NA,NA,NA,"0","2",NA,NA,61,NA,NA,NA,NA,20,0,120,55
338,"966","6","Ribes","sanguineum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","0 to 2","100 to 140","55",NA,NA,"Ribes_sanguineum","N",NA,NA,NA,NA,NA,"germ.capacity","64","percent.germ","531",NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,20,NA,0,NA,100,140,55,NA,NA,NA,"0","2",NA,NA,64,NA,NA,NA,NA,20,0,120,55
339,"966","6","Ribes","viscosissimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","-2 to 0","140","88",NA,NA,"Ribes_viscosissimum","N",NA,NA,NA,NA,NA,"percent.germ.total","58","percent.germ","532",NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,20,NA,0,NA,140,NA,88,NA,NA,NA,"-2","0",NA,NA,58,NA,NA,NA,NA,20,0,140,88
339,"966","6","Ribes","viscosissimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","0","-2 to 0","140","88",NA,NA,"Ribes_viscosissimum","N",NA,NA,NA,NA,NA,"germ.capacity","67","percent.germ","533",NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,20,NA,0,NA,140,NA,88,NA,NA,NA,"-2","0",NA,NA,67,NA,NA,NA,NA,20,0,140,88
340,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,"Rubus_idaeus","N",NA,NA,NA,NA,NA,"percent.germ.total","69 (18 to 94)","percent.germ","534",NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA
341,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,"Rubus_idaeus","N",NA,NA,NA,NA,NA,"percent.germ.total","93 (84 to 96)","percent.germ","535",NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA
342,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,"Rubus_idaeus","N",NA,NA,NA,NA,NA,"percent.germ.total","60 (40 to 88)","percent.germ","536",NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
344,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,"No stratification",NA,NA,"60 to 180",NA,NA,NA,NA,"30",NA,NA,NA,"Rubus_idaeus","Y","60 to 180",NA,NA,NA,NA,"percent.germ.total","48","percent.germ","537",60,180,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,120,NA,NA,NA,NA,30,NA
345,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,"Stratification","5",NA,"60 to 180",NA,NA,NA,NA,"30",NA,NA,NA,"Rubus_idaeus","Y","60 to 180",NA,NA,NA,NA,"percent.germ.total","53","percent.germ","538",60,180,NA,NA,"5",NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,120,NA,NA,NA,NA,30,NA
348,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,"Bear feces & Acid scarification",NA,NA,"60 to 180",NA,NA,NA,"21","30",NA,NA,NA,"Rubus_idaeus","Y","60 to 180","chemical","Bear feces & Acid scarification",NA,NA,"percent.germ.total","6","percent.germ","539",60,180,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,"21",NA,NA,NA,6,NA,120,NA,NA,NA,NA,30,NA
349,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,"Bear feces",NA,NA,"60 to 180",NA,NA,NA,"21","30",NA,NA,NA,"Rubus_idaeus","Y","60 to 180",NA,NA,NA,NA,"percent.germ.total","0","percent.germ","540",60,180,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,"21",NA,NA,NA,0,NA,120,NA,NA,NA,NA,30,NA
351,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,"Coyote feces & Acid scarification",NA,NA,"60 to 180",NA,NA,NA,"21","30",NA,NA,NA,"Rubus_idaeus","Y","60 to 180","chemical","Coyote feces & Acid scarification",NA,NA,"percent.germ.total","10","percent.germ","541",60,180,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,"21",NA,NA,NA,10,NA,120,NA,NA,NA,NA,30,NA
352,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,"Coyote feces",NA,NA,"60 to 180",NA,NA,NA,"21","30",NA,NA,NA,"Rubus_idaeus","Y","60 to 180",NA,NA,NA,NA,"percent.germ.total","0","percent.germ","542",60,180,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,"21",NA,NA,NA,0,NA,120,NA,NA,NA,NA,30,NA
354,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,"Acid scarification",NA,NA,"60 to 180",NA,NA,NA,"21","30",NA,NA,NA,"Rubus_idaeus","Y","60 to 180","chemical","checmical - acid",NA,NA,"percent.germ.total","8","percent.germ","543",60,180,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,"21",NA,NA,NA,8,NA,120,NA,NA,NA,NA,30,NA
355,"993","6","Rubus","idaeus",NA,NA,NA,NA,NA,NA,"No scarification",NA,NA,"60 to 180",NA,NA,NA,"21","30",NA,NA,NA,"Rubus_idaeus","Y","60 to 180",NA,NA,NA,NA,"percent.germ.total","0","percent.germ","544",60,180,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,"21",NA,NA,NA,0,NA,120,NA,NA,NA,NA,30,NA
358,"993","6","Rubus","spectabilis",NA,NA,NA,NA,NA,NA,"Acid scarification","2 to 5",NA,NA,NA,NA,NA,"21 to 28",NA,NA,NA,NA,"Rubus_spectabilis","N",NA,"chemical","checmical - acid",NA,NA,"percent.germ.total","0","percent.germ","545",NA,NA,NA,NA,"2","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","28",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
359,"993","6","Rubus","spectabilis",NA,NA,NA,NA,NA,NA,"Scarification & 2 month stratification","2 to 5",NA,NA,NA,NA,NA,"21 to 28",NA,NA,NA,NA,"Rubus_spectabilis","Y","60.8334","unknownScarification","Scarification & 2 month stratification",NA,NA,"percent.germ.total","0","percent.germ","546",NA,NA,60,NA,"2","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","28",NA,NA,0,NA,NA,60,NA,NA,NA,NA,NA
360,"993","6","Rubus","spectabilis",NA,NA,NA,NA,NA,NA,"Scarification & 4 month stratification","2 to 5",NA,NA,NA,NA,NA,"21 to 28",NA,NA,NA,NA,"Rubus_spectabilis","Y","121.667","unknownScarification","Scarification & 4 month stratification",NA,NA,"percent.germ.total","62","percent.germ","547",NA,NA,121,NA,"2","5",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","28",NA,NA,62,NA,NA,121,NA,NA,NA,NA,NA
361,"993","6","Rubus","spectabilis",NA,NA,NA,NA,NA,NA,"Scarification & 6 month stratification","2 to 5",NA,NA,NA,NA,NA,"21 to 28",NA,NA,NA,NA,"Rubus_spectabilis","Y","182.5","unknownScarification","Scarification & 6 month stratification",NA,NA,"percent.germ.total","81","percent.germ","548",NA,NA,182,NA,"2","5",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","28",NA,NA,81,NA,NA,182,NA,NA,NA,NA,NA
363,"993","6","Rubus","spectabilis",NA,NA,NA,NA,NA,NA,"Bird feces","2 to 5",NA,NA,NA,NA,NA,"21 to 28",NA,NA,NA,NA,"Rubus_spectabilis","N",NA,NA,NA,NA,NA,"percent.germ.total","0","percent.germ","549",NA,NA,NA,NA,"2","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","28",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
364,"993","6","Rubus","spectabilis",NA,NA,NA,NA,NA,NA,"Bird feces & 4 month stratification","2 to 5",NA,NA,NA,NA,NA,"21 to 28",NA,NA,NA,NA,"Rubus_spectabilis","Y","Bird feces & 4 month stratification",NA,NA,NA,NA,"percent.germ.total","25","percent.germ","550",NA,NA,NA,NA,"2","5",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","28",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
365,"993","6","Rubus","spectabilis",NA,NA,NA,NA,NA,NA,"Bird feces & 6 month stratification","2 to 5",NA,NA,NA,NA,NA,"21 to 28",NA,NA,NA,NA,"Rubus_spectabilis","Y","Bird feces & 6 month stratification",NA,NA,NA,NA,"percent.germ.total","73","percent.germ","551",NA,NA,NA,NA,"2","5",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","28",NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA
367,"993","6","Rubus","spectabilis",NA,NA,NA,NA,NA,NA,"Coyote feces & 6 month stratification","2 to 5",NA,NA,NA,NA,NA,"21 to 28",NA,NA,NA,NA,"Rubus_spectabilis","Y","Coyote feces & 6 month stratification",NA,NA,NA,NA,"percent.germ.total","6","percent.germ","552",NA,NA,NA,NA,"2","5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","28",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
369,"993","6","Rubus","chamaemorus",NA,NA,NA,NA,NA,NA,"3 to 5 month stratification",NA,NA,NA,NA,NA,NA,"Variable",NA,NA,NA,NA,"Rubus_chamaemorus","Y","91.2501 to 152.083",NA,NA,NA,NA,"percent.germ.total","<1","percent.germ","553",NA,NA,91,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Variable",NA,NA,NA,NA,NA,NA,121.5,NA,NA,NA,NA,NA
372,"936","4","Quercus","acutissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quercus_acutissima","N",NA,NA,NA,NA,NA,"percent.germ.total","98","percent.germ","556",NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA
373,"936","4","Quercus","agrifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"15 to 40",NA,NA,NA,"Quercus_agrifolia","Y","0",NA,NA,NA,NA,"percent.germ.total","73","percent.germ","557",0,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,40,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,0,NA,NA,NA,NA,27.5,NA
374,"936","4","Quercus","alba",NA,NA,NA,"Kimpac",NA,NA,NA,NA,NA,"0",NA,"30","20",NA,"30 to 98","21",NA,NA,"Quercus_alba","Y","0",NA,NA,"39 to 93",NA,"mgt","10 to 41","mgt","558",0,NA,NA,NA,NA,NA,10,41,NA,NA,NA,NA,30,NA,20,NA,30,98,21,NA,NA,NA,NA,NA,NA,NA,25.5,NA,0,NA,NA,30,20,64,21
374,"936","4","Quercus","alba",NA,NA,NA,"Kimpac",NA,NA,NA,NA,NA,"0",NA,"30","20",NA,"30 to 98","21",NA,NA,"Quercus_alba","Y","0",NA,NA,"39 to 93",NA,"percent.germ.total","50 to 99","percent.germ","559",0,NA,NA,NA,NA,NA,50,99,NA,NA,NA,NA,30,NA,20,NA,30,98,21,NA,NA,NA,NA,NA,NA,NA,74.5,NA,0,NA,NA,30,20,64,21
374,"936","4","Quercus","alba",NA,NA,NA,"Kimpac",NA,NA,NA,NA,NA,"0",NA,"30","20",NA,"30 to 98","21",NA,NA,"Quercus_alba","Y","0",NA,NA,"39 to 93",NA,"percent.germ","39 to 93","percent.germ","560",0,NA,NA,NA,NA,NA,39,93,NA,NA,NA,NA,30,NA,20,NA,30,98,21,NA,NA,NA,NA,NA,NA,NA,66,NA,0,NA,NA,30,20,64,21
375,"936","4","Quercus","bicolor",NA,NA,NA,"Sand",NA,NA,NA,NA,NA,"0",NA,"21 to 35","10 to 16",NA,"60 to 240","3",NA,NA,"Quercus_bicolor","Y","0",NA,NA,"65 to 95",NA,"mgt","80 to 120","mgt","561",0,NA,NA,NA,NA,NA,80,120,NA,NA,NA,NA,21,35,10,16,60,240,3,NA,NA,NA,NA,NA,NA,NA,100,NA,0,NA,NA,28,13,150,3
375,"936","4","Quercus","bicolor",NA,NA,NA,"Sand",NA,NA,NA,NA,NA,"0",NA,"21 to 35","10 to 16",NA,"60 to 240","3",NA,NA,"Quercus_bicolor","Y","0",NA,NA,"65 to 95",NA,"percent.germ.total","78 to 98","percent.germ","562",0,NA,NA,NA,NA,NA,78,98,NA,NA,NA,NA,21,35,10,16,60,240,3,NA,NA,NA,NA,NA,NA,NA,88,NA,0,NA,NA,28,13,150,3
375,"936","4","Quercus","bicolor",NA,NA,NA,"Sand",NA,NA,NA,NA,NA,"0",NA,"21 to 35","10 to 16",NA,"60 to 240","3",NA,NA,"Quercus_bicolor","Y","0",NA,NA,"65 to 95",NA,"percent.germ","65 to 95","percent.germ","563",0,NA,NA,NA,NA,NA,65,95,NA,NA,NA,NA,21,35,10,16,60,240,3,NA,NA,NA,NA,NA,NA,NA,80,NA,0,NA,NA,28,13,150,3
376,"936","4","Quercus","cerris",NA,NA,NA,"Germinator",NA,NA,NA,NA,NA,"0",NA,"22","20",NA,"30","3",NA,NA,"Quercus_cerris","Y","0",NA,NA,NA,NA,"percent.germ.total","33 to 76","percent.germ","564",0,NA,NA,NA,NA,NA,33,76,NA,NA,NA,NA,22,NA,20,NA,30,NA,3,NA,NA,NA,NA,NA,NA,NA,54.5,NA,0,NA,NA,22,20,30,3
377,"936","4","Quercus","chrysolepis",NA,NA,NA,"Peat/loam",NA,NA,NA,"2 to 5",NA,"0 to 60",NA,"30","20",NA,"56 to 60","2",NA,NA,"Quercus_chrysolepis","Y","0 to 60",NA,NA,NA,NA,"percent.germ.total","56 to 75","percent.germ","565",0,60,NA,NA,"2","5",56,75,NA,NA,NA,NA,30,NA,20,NA,56,60,2,NA,NA,NA,NA,NA,NA,NA,65.5,NA,30,NA,NA,30,20,58,2
378,"936","4","Quercus","coccinea",NA,NA,NA,"Kimpac",NA,NA,NA,"2 to 5",NA,"30 to 60",NA,"30","20",NA,"30 to 60","7",NA,NA,"Quercus_coccinea","Y","30 to 60",NA,NA,"97",NA,"mgt","16","mgt","566",30,60,NA,NA,"2","5",16,NA,NA,NA,NA,NA,30,NA,20,NA,30,60,7,NA,NA,NA,NA,NA,NA,NA,16,NA,45,NA,NA,30,20,45,7
378,"936","4","Quercus","coccinea",NA,NA,NA,"Kimpac",NA,NA,NA,"2 to 5",NA,"30 to 60",NA,"30","20",NA,"30 to 60","7",NA,NA,"Quercus_coccinea","Y","30 to 60",NA,NA,"97",NA,"percent.germ.total","94 to 99","percent.germ","567",30,60,NA,NA,"2","5",94,99,NA,NA,NA,NA,30,NA,20,NA,30,60,7,NA,NA,NA,NA,NA,NA,NA,96.5,NA,45,NA,NA,30,20,45,7
378,"936","4","Quercus","coccinea",NA,NA,NA,"Kimpac",NA,NA,NA,"2 to 5",NA,"30 to 60",NA,"30","20",NA,"30 to 60","7",NA,NA,"Quercus_coccinea","Y","30 to 60",NA,NA,"97",NA,"percent.germ","97","percent.germ","568",30,60,NA,NA,"2","5",97,NA,NA,NA,NA,NA,30,NA,20,NA,30,60,7,NA,NA,NA,NA,NA,NA,NA,97,NA,45,NA,NA,30,20,45,7
379,"936","4","Quercus","douglasii",NA,NA,NA,"Sand",NA,NA,NA,NA,NA,"0",NA,"30","20",NA,"30","4",NA,NA,"Quercus_douglasii","Y","0",NA,NA,NA,NA,"percent.germ.total","70 to 72","percent.germ","569",0,NA,NA,NA,NA,NA,70,72,NA,NA,NA,NA,30,NA,20,NA,30,NA,4,NA,NA,NA,NA,NA,NA,NA,71,NA,0,NA,NA,30,20,30,4
380,"936","4","Quercus","dumosa",NA,NA,NA,"Sand",NA,NA,NA,"2 to 5",NA,"30 to 90",NA,"30","20",NA,"28","3",NA,NA,"Quercus_dumosa","Y","30 to 90",NA,NA,NA,NA,"percent.germ.total","80 to 90","percent.germ","570",30,90,NA,NA,"2","5",80,90,NA,NA,NA,NA,30,NA,20,NA,28,NA,3,NA,NA,NA,NA,NA,NA,NA,85,NA,60,NA,NA,30,20,28,3
381,"936","4","Quercus","ellipsoidalis",NA,NA,NA,"Sand",NA,NA,NA,"2 to 5",NA,"60 to 90",NA,"30","21",NA,"30 to 60","5",NA,NA,"Quercus_ellipsoidalis","Y","60 to 90",NA,NA,"80 to 93",NA,"mgt","18 to 26","mgt","571",60,90,NA,NA,"2","5",18,26,NA,NA,NA,NA,30,NA,21,NA,30,60,5,NA,NA,NA,NA,NA,NA,NA,22,NA,75,NA,NA,30,21,45,5
381,"936","4","Quercus","ellipsoidalis",NA,NA,NA,"Sand",NA,NA,NA,"2 to 5",NA,"60 to 90",NA,"30","21",NA,"30 to 60","5",NA,NA,"Quercus_ellipsoidalis","Y","60 to 90",NA,NA,"80 to 93",NA,"percent.germ.total","95","percent.germ","572",60,90,NA,NA,"2","5",95,NA,NA,NA,NA,NA,30,NA,21,NA,30,60,5,NA,NA,NA,NA,NA,NA,NA,95,NA,75,NA,NA,30,21,45,5
381,"936","4","Quercus","ellipsoidalis",NA,NA,NA,"Sand",NA,NA,NA,"2 to 5",NA,"60 to 90",NA,"30","21",NA,"30 to 60","5",NA,NA,"Quercus_ellipsoidalis","Y","60 to 90",NA,NA,"80 to 93",NA,"percent.germ","80 to 93","percent.germ","573",60,90,NA,NA,"2","5",80,93,NA,NA,NA,NA,30,NA,21,NA,30,60,5,NA,NA,NA,NA,NA,NA,NA,86.5,NA,75,NA,NA,30,21,45,5
382,"936","4","Quercus","falcata",NA,NA,NA,"Sand",NA,NA,NA,"2 to 5",NA,"30 to 90",NA,"23 to 27","23 to 27",NA,"30 to 57","8",NA,NA,"Quercus_falcata","Y","30 to 90",NA,NA,"62 to 74",NA,"mgt","22 to 36","mgt","574",30,90,NA,NA,"2","5",22,36,NA,NA,NA,NA,23,27,23,27,30,57,8,NA,NA,NA,NA,NA,NA,NA,29,NA,60,NA,NA,25,25,43.5,8
382,"936","4","Quercus","falcata",NA,NA,NA,"Sand",NA,NA,NA,"2 to 5",NA,"30 to 90",NA,"23 to 27","23 to 27",NA,"30 to 57","8",NA,NA,"Quercus_falcata","Y","30 to 90",NA,NA,"62 to 74",NA,"percent.germ.total","75 to 100","percent.germ","575",30,90,NA,NA,"2","5",75,100,NA,NA,NA,NA,23,27,23,27,30,57,8,NA,NA,NA,NA,NA,NA,NA,87.5,NA,60,NA,NA,25,25,43.5,8
382,"936","4","Quercus","falcata",NA,NA,NA,"Sand",NA,NA,NA,"2 to 5",NA,"30 to 90",NA,"23 to 27","23 to 27",NA,"30 to 57","8",NA,NA,"Quercus_falcata","Y","30 to 90",NA,NA,"62 to 74",NA,"percent.germ","62 to 74","percent.germ","576",30,90,NA,NA,"2","5",62,74,NA,NA,NA,NA,23,27,23,27,30,57,8,NA,NA,NA,NA,NA,NA,NA,68,NA,60,NA,NA,25,25,43.5,8
383,"936","4","Quercus","gambelii",NA,NA,NA,NA,NA,NA,NA,"2 to 5",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,"Quercus_gambelii","Y","14",NA,NA,"92",NA,"mgt","15","mgt","577",14,NA,NA,NA,"2","5",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,14,NA,NA,NA,NA,NA,NA
383,"936","4","Quercus","gambelii",NA,NA,NA,NA,NA,NA,NA,"2 to 5",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,"Quercus_gambelii","Y","14",NA,NA,"92",NA,"percent.germ.total","92","percent.germ","578",14,NA,NA,NA,"2","5",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,14,NA,NA,NA,NA,NA,NA
383,"936","4","Quercus","gambelii",NA,NA,NA,NA,NA,NA,NA,"2 to 5",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,"Quercus_gambelii","Y","14",NA,NA,"92",NA,"percent.germ","92","percent.germ","579",14,NA,NA,NA,"2","5",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,14,NA,NA,NA,NA,NA,NA
384,"936","4","Quercus","garryana",NA,NA,NA,"Loam",NA,NA,NA,NA,NA,"0",NA,"30","21",NA,"90","4",NA,NA,"Quercus_garryana","Y","0",NA,NA,NA,NA,"percent.germ.total","77 to 100","percent.germ","580",0,NA,NA,NA,NA,NA,77,100,NA,NA,NA,NA,30,NA,21,NA,90,NA,4,NA,NA,NA,NA,NA,NA,NA,88.5,NA,0,NA,NA,30,21,90,4
385,"936","4","Quercus","ilicifolia",NA,NA,NA,"Sand/perlite",NA,NA,NA,"2 to 5",NA,"60 to 120",NA,"30","20",NA,"36 to 81","12",NA,NA,"Quercus_ilicifolia","Y","60 to 120",NA,NA,NA,NA,"percent.germ.total","86 to 94","percent.germ","581",60,120,NA,NA,"2","5",86,94,NA,NA,NA,NA,30,NA,20,NA,36,81,12,NA,NA,NA,NA,NA,NA,NA,90,NA,90,NA,NA,30,20,58.5,12
386,"936","4","Quercus","imbricaria",NA,NA,NA,"Sand",NA,NA,NA,"2 to 5",NA,"30 to 60",NA,"24","16",NA,"30","2",NA,NA,"Quercus_imbricaria","Y","30 to 60",NA,NA,NA,NA,"percent.germ.total","28 to 66","percent.germ","582",30,60,NA,NA,"2","5",28,66,NA,NA,NA,NA,24,NA,16,NA,30,NA,2,NA,NA,NA,NA,NA,NA,NA,47,NA,45,NA,NA,24,16,30,2
387,"936","4","Quercus","kelloggii",NA,NA,NA,"Sand",NA,NA,NA,"2 to 5",NA,"30 to 45",NA,"30","21",NA,"30 to 40",NA,NA,NA,"Quercus_kelloggii","Y","30 to 45",NA,NA,NA,NA,"percent.germ.total","95","percent.germ","583",30,45,NA,NA,"2","5",95,NA,NA,NA,NA,NA,30,NA,21,NA,30,40,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,37.5,NA,NA,30,21,35,NA
