"datasetID","study","entered.by","genus","species","variety","woody","crop","source.population","provenance.lat","provenance.long","provenance.altitude","continent","no.indiv.collected","year.collected","year.germination","storage.type","storage.time","storage.humidity","storage.temp","treatment","chill.temp","chill.duration","germ.temp","other.treatment","photoperiod","chemical","chemical.concent","trt.duration","scarification","scarif.type","soaking","soaked.in","soaking.duration","seed.mass.given","respvar","response","error.type","resp.error","reps","n.per.rep","germ.duration","germ.time.zero","figure","Notes","chillTemp","chillDuration","chillTempUnc","chillTempCycle","chillLightCycle","germTempGen","germTemp","germDuration","germTempClass","germTempDay","germTempNight","germPhotoperiod","germPhotoperiodDay","germPhotoperiodNight","scarifTypeGen","scarifTypeSpe","chemicalCor","storageType","storageDetails","storageTemp","storageDuration","responseVar","responseValueNum","responseErrorType","photoperiodCor","treatmentOverview","chemicalConcent","chemicalConcentUnit","datasetIDstudy","latbi","provLatLon","provLatLonAlt","idspp"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"thermopriming.15",NA,NA,"20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","89.411",NA,NA,"4","75","20","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",20,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",89.411,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"thermopriming.15",NA,NA,"20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","89.227",NA,NA,"4","75","21","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",21,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",89.227,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","1","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",1,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",0,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","2","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",2,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",0,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","3","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",3,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",0,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","4","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",4,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",0,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","5","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",5,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",0,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","6","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",6,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",0,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","4.144",NA,NA,"4","75","7","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",7,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",4.144,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","27.164",NA,NA,"4","75","8","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",8,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",27.164,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","46.317",NA,NA,"4","75","9","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",9,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",46.317,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","64.365",NA,NA,"4","75","10","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",10,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",64.365,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","75.783",NA,NA,"4","75","11","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",11,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",75.783,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.044",NA,NA,"4","75","12","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",12,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",82.044,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","86.096",NA,NA,"4","75","13","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",13,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",86.096,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","87.569",NA,NA,"4","75","14","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",14,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",87.569,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","87.201",NA,NA,"4","75","15","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",15,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",87.201,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","88.122",NA,NA,"4","75","16","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",16,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",88.122,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","90.331",NA,NA,"4","75","17","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",17,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",90.331,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","90.7",NA,NA,"4","75","18","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",18,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",90.7,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","90.331",NA,NA,"4","75","19","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",19,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",90.331,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","91.252",NA,NA,"4","75","20","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",20,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",91.252,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada",50.03333333,-128.75,"1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","92.173",NA,NA,"4","75","21","end of treatment","1.#35707",NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30",21,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",92.173,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","50.03333333 -128.75","50.03333333 -128.75 1200","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","1","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",1,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",0,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","2","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",2,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",0,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","3","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",3,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",0,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","9.701",NA,NA,"4","75","4","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",4,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",9.701,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","32.919",NA,NA,"4","75","5","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",5,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",32.919,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","64.925",NA,NA,"4","75","6","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",6,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",64.925,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","75.871",NA,NA,"4","75","7","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",7,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",75.871,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","80.348",NA,NA,"4","75","8","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",8,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",80.348,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.172",NA,NA,"4","75","9","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",9,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",82.172,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.002",NA,NA,"4","75","10","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",10,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",83.002,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.167",NA,NA,"4","75","11","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",11,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",83.167,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.172",NA,NA,"4","75","12","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",12,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",82.172,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.67",NA,NA,"4","75","13","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",13,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",82.67,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.836",NA,NA,"4","75","14","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",14,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",82.836,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.167",NA,NA,"4","75","15","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",15,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",83.167,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.167",NA,NA,"4","75","16","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",16,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",83.167,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada",55.05,-128.75,"875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.665",NA,NA,"4","75","17","end of treatment","1.#39450",NA,"2","21",NA,NA,NA,"23.3333333333333","20/30",17,"alternating",30,20,"8/16",8,16,NA,NA,NA,NA,NA,NA,NA,"percent.germ",83.665,NA,"light","moist chilling x thermopriming","0",NA,"liu13exp2","Picea_glauca","55.05 -128.75","55.05 -128.75 875","liu13exp2_Picea_glauca"
