"'","'","'","'","'",
"'Species","'Height at maturity (m)","'Year first cultivated","'Minimum seed-bearing age (yrs)","'Years between seedcrops",
"'C. alba","'30","'1766","'25","'2-3",
"'C. aquatica","'30","'1800","'20","'I-2",
"'C. cordiformis","'15-30","'1689","'30","'3-5",
"'C. glabra","'24-27","'1750","'30","'I-2",
"'C. illinoensis","'34-43","'1766","'10-20","'I-2",
"'C. laciniosa","'37","'1800","'40","'I-2",
"'C. myristiciformis","'24-30","'-","'30","'2-3",
"'C. ovata","'21-30","'1911","'40","'I-3",
"'C. pallida","'12-30","'-","'-","'2-3",
,,,,

'Confidence Scores % (Table Cell)
""'84.96093750","'84.96093750","'84.96093750","'84.96093750","'84.96093750",
"'94.62890625","'94.87304688","'94.82421875","'95.01953125","'96.43554688",
"'53.32031250","'53.46679688","'53.41796875","'53.56445313","'54.34570313",
"'82.56835938","'82.76367188","'82.71484375","'82.91015625","'84.13085938",
"'84.57031250","'84.76562500","'84.76562500","'84.91210938","'86.18164063",
"'84.32617188","'84.57031250","'84.52148438","'84.66796875","'85.93750000",
"'87.15820313","'87.35351563","'87.30468750","'87.50000000","'88.76953125",
"'87.35351563","'87.54882813","'87.50000000","'87.69531250","'88.96484375",
"'85.40039063","'85.64453125","'85.59570313","'85.74218750","'87.01171875",
"'83.54492188","'83.74023438","'83.69140625","'83.88671875","'85.10742188",
"'92.08984375","'92.33398438","'92.28515625","'92.48046875","'93.84765625",
