"'Table I-Carpinus,","'hornbeam: nomenclature,","'occurrence, height at maturity, and date of","'first cultivation","'",
"'Scientific name","'Common name(s)","'Occurrence","'Height at maturity (m)","'Year first cultivated",
"'C. betulus L.","'European hornbeam","'Europe, Asia Minor, & SE England","'12-21","'1800s",
"'C. caroliniana Walt.","'American hornbeam, musclewood, blue beech, ironwood","'Nova Scotia S to Florida, W to Texas, & N to Minnesota & Ontario; also in central & S Mexico & Central America","'6-9","'1812",
"'C. cordata Blume","'heartleaf hornbeam","'Japan, NE Asia, & China","'6-15","'1879",
"'C. japonica Blume","'Japanese hornbeam","'Japan","'6-9","'1895",
"'C. orientalis Mill.","'Oriental hornbeam","'SE Europe & SW Asia","'6-8","'1739",
,,,,

'Confidence Scores % (Table Cell)
""'93.06640625","'93.06640625","'93.06640625","'93.06640625","'93.06640625",
"'90.57617188","'91.06445313","'94.28710938","'89.45312500","'92.18750000",
"'66.84570313","'67.23632813","'69.58007813","'66.01562500","'68.06640625",
"'81.88476563","'82.32421875","'85.20507813","'80.85937500","'83.30078125",
"'71.48437500","'71.87500000","'74.41406250","'70.60546875","'72.75390625",
"'55.17578125","'55.46875000","'57.42187500","'54.49218750","'56.15234375",
"'57.17773438","'57.47070313","'59.52148438","'56.49414063","'58.20312500",
