"'","'","'","'",
"'","'Percent","'germination","'",
"'Seed age","'Range","'Mean","'Collections",
"'Fresh","'","'","'",
"'Stratified","'5-32","'17.6","'10",
"'Nonstratified","'84-98","'91.8","'10",
"'I year","'","'","'",
"'Stratified","'0-13","'6.5","'10",
"'Nonstratified","'85-95","'92.0","'10",
"'5 years","'","'","'",
"'Nonstratified","'82-96","'90","'6",
,,,

'Confidence Scores % (Table Cell)
""'78.41796875","'78.41796875","'78.41796875","'78.41796875",
"'60.59570313","'86.37695313","'86.37695313","'58.98437500",
"'60.59570313","'89.40429688","'88.47656250","'58.98437500",
"'59.71679688","'59.71679688","'59.71679688","'59.71679688",
"'84.08203125","'82.47070313","'81.64062500","'86.76757813",
"'91.99218750","'90.28320313","'89.30664063","'94.92187500",
"'56.20117188","'56.20117188","'56.20117188","'56.20117188",
"'75.43945313","'74.02343750","'73.24218750","'77.83203125",
"'91.84570313","'90.08789063","'89.16015625","'94.72656250",
"'54.10156250","'54.10156250","'54.10156250","'54.10156250",
"'82.22656250","'80.66406250","'79.83398438","'84.81445313",
