"'","'","'","'","'","'","'",
"'","'Germination","'test","'conditions*","'","'","'",
"'","'","'Temp","'(C)","'","'Germination","'",
"'Species","'Medium","'Day","'Night","'Days","'Avg (%)","'Samples",
"'C. anomala","'Soil","'8","'2","'180","'35","'",
"'C. crus-galli","'Soil","'21","'21","'21","'73","'I",
"'C. douglasii","'Peat or sand","'21","'21","'35-45","'30+","'6",
"'C. mollis","'Soil","'21","'21","'-","'42-50","'3",
"'C. phaenopyrum","'Soil","'21","'21","'-","'71","'2",
"'","'Peat","'5","'5","'135","'92","'I",
"'C. punctata","'Peat","'21","'21","'21","'60","'I",
"'C. sanguinea","'Peat","'21","'21","'21","'73","'I",
"'","'Peat","'4","'7","'30","'50","'2",
"'C. succulenta","'Soil","'-","'-","'-","'35-40","'2",
"'C. tracyi #","'Germination blotters","'16","'16","'28","'0","'2",
,,,,,,

'Confidence Scores % (Table Cell)
""'75.29296875","'75.29296875","'75.29296875","'75.29296875","'75.29296875","'75.29296875","'75.29296875",
"'71.63085938","'79.29687500","'79.29687500","'79.29687500","'79.29687500","'79.58984375","'79.58984375",
"'71.63085938","'43.87207031","'33.42285156","'33.42285156","'33.42285156","'79.58984375","'79.58984375",
"'71.63085938","'43.87207031","'89.94140625","'93.21289063","'92.82226563","'94.23828125","'90.47851563",
"'93.31054688","'92.62695313","'89.20898438","'92.48046875","'92.04101563","'93.45703125","'89.74609375",
"'88.91601563","'88.28125000","'85.00976563","'88.13476563","'87.74414063","'89.06250000","'85.54687500",
"'90.91796875","'90.23437500","'86.91406250","'90.08789063","'89.69726563","'91.06445313","'87.45117188",
"'90.52734375","'89.84375000","'86.57226563","'89.69726563","'89.30664063","'90.67382813","'87.06054688",
"'85.69335938","'85.00976563","'81.93359375","'84.91210938","'84.52148438","'85.79101563","'82.37304688",
"'79.29687500","'78.71093750","'75.83007813","'78.56445313","'78.22265625","'79.39453125","'76.26953125",
"'91.06445313","'90.38085938","'87.06054688","'90.23437500","'89.79492188","'91.21093750","'87.54882813",
"'84.76562500","'84.13085938","'81.05468750","'83.98437500","'83.64257813","'84.91210938","'81.54296875",
"'79.78515625","'79.15039063","'76.26953125","'79.05273438","'78.66210938","'79.88281250","'76.70898438",
"'87.25585938","'86.57226563","'83.39843750","'86.42578125","'86.03515625","'87.35351563","'83.88671875",
"'93.65234375","'92.96875000","'89.55078125","'92.82226563","'92.38281250","'93.79882813","'90.08789063",
