"'","'phenology","'flowering fruiting","'",
"'Species","'Flowering","'Flower color","'Fruit ripening",
"'C. canadensis","'Mar-May","'Magenta-purplish pink","'July-early autumn",
"'C. canadensis var. texensis","'Mar-Apr","'Magenta pink","'Aug-Sept",
"'C. orbiculata","'Feb-May","'Magenta pink-reddish purple","'July-Sept",
,,,

'Confidence Scores % (Table Cell)
""'57.76367188","'57.76367188","'57.76367188","'57.76367188",
"'89.06250000","'88.42773438","'91.84570313","'92.67578125",
"'63.62304688","'63.13476563","'65.57617188","'66.16210938",
"'43.53027344","'43.21289063","'44.87304688","'45.28808594",
"'71.82617188","'71.28906250","'74.02343750","'74.70703125",
